#NSGA2
popsize 750
maxGen 40
numVar 13
numObj 6
numCons 0
stateFieldNames	currentGen	evaluateCount	totalTime	firstFrontCount	frontCount	avgEvalTime	
#end


#Generation 1 / 40
currentGen	1
evaluateCount	750
totalTime	53920.3
firstFrontCount	747
frontCount	2
avgEvalTime	891.209
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Var9	Var10	Var11	Var12	Var13	Obj1	Obj2	Obj3	Obj4	Obj5	Obj6
2667	439	771	13.872	12.2766	1034	14	9	484	11	73	348	5	0.367457	33237.5	0.000137024	0	0	0
2640	455	734	18.099	15.6474	1050	12	8	486	11	80	350	5	0.327734	28907	0.000168209	0	0	0
2677	422	771	15.3436	15.0029	1032	10	8	482	2	80	350	5	0.34159	29920.8	0.000156642	0	0	0
2700	252	770	15.0514	13.9178	1050	11	6	480	2	77	350	5	0.220627	34694.4	0.000147558	0	0	0
2584	131	758	23.2445	10.6035	955	12	8	482	7	68	350	5	0.098274	62491.4	0.000153163	0	0	0
2300	100	736	23.4238	15.8237	913	12	8	483	8	73	333	5	0.066789	52086.8	0.000210128	0	0	0
2684	426	768	12.1976	11.4156	1044	10	8	484	5	77	350	6	0.381477	35243.2	0.000130056	0	0	0
2482	167	728	22.0369	16	949	16	9	469	5	72	341	5	0.112722	38588.7	0.000189645	0	0	0
2529	135	766	18.7475	10.0225	1047	11	7	485	2	70	348	5	0.111753	59150	0.000141603	0	0	0
2353	102	743	23.4505	10	1016	12	9	473	9	64	346	5	0.070406	77615.6	0.000177399	0	0	0
2698	214	758	16.7821	10.7645	1042	13	8	479	7	70	346	6	0.179535	44609	0.000132293	0	0	0
2673	121	757	20.2713	10	1050	12	7	481	4	70	347	6	0.103836	63695.5	0.000146757	0	0	0
2414	100	736	25	10	1050	12	7	477	6	72	346	5	0.068113	83361.7	0.000180408	0	0	0
2590	135	771	18.7475	10.0225	1044	11	7	485	5	72	350	5	0.115479	58176.6	0.000139373	0	0	0
2623	319	770	14.5326	12.169	1030	15	7	481	0	79	345	5	0.266228	35127.7	0.000138389	0	0	0
2300	100	742	24.9052	13.8982	942	13	9	472	7	66	341	5	0.064658	56989.9	0.000202799	0	0	0
2628	500	757	16.5701	15.9322	1021	12	9	487	9	75	348	5	0.379488	28477.4	0.000167813	0	0	0
2401	104	755	25	10	1050	15	8	467	16	66	350	4	0.071594	80741.1	0.000175469	0	0	0
2402	100	752	24.8299	14.7816	1035	16	8	470	0	79	348	4	0.069178	55386.8	0.000196734	0	0	0
2496	114	744	20.9699	10.0018	1029	14	9	469	0	79	347	4	0.088177	65720.3	0.000158128	0	0	0
2300	241	742	20.9354	16	911	14	9	468	3	50	322	4	0.150183	34393.3	0.000201045	0	0	0
2531	311	755	16.4034	13.959	1050	12	9	480	7	78	348	4	0.233597	32874.9	0.000154727	0	0	0
2691	500	775	13.7193	12.0373	1039	13	7	483	5	78	350	5	0.423417	33272.3	0.000133976	0	0	0
2300	100	730	19.1228	10	977	12	9	467	9	63	343	4	0.076448	66219	0.000175039	0	0	0
2351	102	741	23.4505	10	1016	12	9	473	6	57	340	5	0.070143	77941.8	0.000178094	0	0	0
2683	141	772	19.6298	10	1050	14	6	487	3	70	348	6	0.120933	60100.9	0.000136463	0	0	0
2574	135	772	18.7475	10	1044	11	7	485	7	72	348	5	0.114842	58511	0.000139801	0	0	0
2325	165	725	23.0793	15.8842	927	14	9	475	7	56	350	4	0.101309	39972.6	0.000202102	0	0	0
2617	486	767	14.9889	13.2498	1046	13	9	490	6	77	347	5	0.384871	31311	0.000145096	0	0	0
2323	100	734	21.2161	10.0154	981	13	7	478	8	65	345	5	0.072138	71726	0.000177462	0	0	0
2700	482	768	13.8205	10.44	1050	10	8	481	9	76	350	5	0.404771	36654.6	0.000125739	0	0	0
2672	238	743	18.0935	16	1038	11	7	482	8	74	334	5	0.183696	33067.7	0.000170765	0	0	0
2300	100	736	22.3663	15.8237	929	12	8	483	8	73	333	5	0.068882	51761.1	0.000207039	0	0	0
2682	471	771	13.238	10.8366	1049	13	7	481	8	68	349	5	0.402795	36070.6	0.000127714	0	0	0
2680	356	734	16.3731	15.054	1033	11	8	480	3	76	348	5	0.27078	30524.7	0.00016218	0	0	0
2544	128	752	21.8767	11.0029	1024	13	6	474	10	63	341	4	0.096979	60253	0.000154775	0	0	0
2590	111	769	19.7827	10.0225	1044	11	7	485	5	72	350	5	0.096881	63593.6	0.000153799	0	0	0
2670	404	769	13.1156	12.2952	1048	10	9	481	1	71	350	5	0.349289	33780	0.000135648	0	0	0
2401	100	755	25	10	1050	15	9	469	16	74	342	4	0.069406	80914.6	0.000178827	0	0	0
2668	234	771	14.1168	10	1007	12	9	472	4	68	346	5	0.213698	43638.3	0.000126088	0	0	0
2402	100	734	24.0032	11.4222	980	17	10	472	1	77	343	4	0.069168	65194.4	0.000184604	0	0	0
2700	482	772	13.8205	10.44	1050	10	8	481	9	76	350	5	0.406879	36634.7	0.000125408	0	0	0
2355	100	775	22.7219	11.0496	1011	15	8	463	4	75	341	4	0.074094	66120.5	0.00017671	0	0	0
2692	141	772	19.6298	10	1050	14	6	487	3	73	348	6	0.121378	60025.5	0.000136166	0	0	0
2300	100	751	22.9616	10	1049	10	7	485	4	64	350	5	0.069218	82635.3	0.000179019	0	0	0
2300	100	737	23.8222	10	1048	11	8	474	6	64	344	5	0.066346	83775.4	0.000182949	0	0	0
2682	151	762	19.6298	11.7156	1050	12	6	487	3	70	350	6	0.125663	50072.6	0.000142248	0	0	0
2339	103	726	25	10	1050	12	8	478	6	73	343	4	0.066144	83543.8	0.000183486	0	0	0
2300	100	742	23.835	10	1049	11	6	473	4	64	344	5	0.066795	84818.2	0.000182216	0	0	0
2662	251	768	15.3238	16	1029	11	9	490	1	78	346	5	0.214399	32778.5	0.000164609	0	0	0
2581	231	772	19.4251	16	1014	11	8	473	15	77	345	4	0.174008	33394.7	0.000172503	0	0	0
2601	376	754	17.3329	16	1020	12	9	482	9	72	342	4	0.279344	29478	0.000170823	0	0	0
2658	247	770	14.8733	10.5448	1048	11	5	487	0	73	344	4	0.215132	41806.2	0.000128833	0	0	0
2394	100	742	24.4483	10.4848	971	11	7	470	15	70	346	5	0.069073	72869.3	0.000181488	0	0	0
2335	103	751	24.1457	10.0259	1033	16	9	472	16	80	343	4	0.069929	78018.9	0.000178221	0	0	0
2462	204	755	15.1894	14.135	1050	12	9	481	8	78	349	4	0.166279	37736.1	0.000156666	0	0	0
2680	410	764	16.5352	15.6247	1050	11	10	489	1	74	350	5	0.320359	29221.7	0.000161838	0	0	0
2679	354	749	19.0334	14.7303	1025	13	9	490	5	74	350	5	0.261095	31277.3	0.000160901	0	0	0
2338	102	740	23.185	10.8684	1050	12	7	481	9	65	347	5	0.07011	73176.3	0.000180213	0	0	0
2508	181	754	21.7048	15.4613	983	12	8	469	3	70	332	6	0.127678	38105.6	0.000179598	0	0	0
2548	137	753	16.2422	10	1050	11	8	468	16	65	344	4	0.123507	54271.4	0.000138947	0	0	0
2613	367	767	16.5264	13.2357	1047	13	8	490	5	76	350	5	0.282983	32654.9	0.000146349	0	0	0
2300	100	735	23.9568	10	1050	12	6	478	6	64	349	5	0.065645	85609.2	0.000183959	0	0	0
2593	241	770	14.6041	12.0801	1023	10	8	485	12	70	344	6	0.208523	37833.5	0.000139082	0	0	0
2620	344	741	14.0385	13.8423	1036	11	8	488	8	80	347	5	0.277915	32310.9	0.000151194	0	0	0
2404	105	771	24.0958	10.5334	1050	15	10	468	15	72	336	5	0.075527	72842.5	0.000172414	0	0	0
2700	423	775	11.961	10	1050	11	5	480	3	73	350	6	0.38906	38674.2	0.000121788	0	0	0
2396	209	747	18.7223	15.9166	959	10	9	460	0	77	336	5	0.14603	35027.5	0.000184468	0	0	0
2562	197	765	17.8158	11.2426	1037	10	9	478	5	80	350	4	0.156155	44259.8	0.000138102	0	0	0
2700	493	774	12.9202	10.8061	1044	11	8	490	3	76	349	4	0.42915	35406.3	0.000126598	0	0	0
2548	126	753	20.9311	10	1050	12	8	469	7	65	344	4	0.098449	65393.3	0.000148987	0	0	0
2593	381	768	16.0482	15.6578	1050	16	9	485	18	76	350	5	0.294963	29848	0.000163773	0	0	0
2300	100	725	25	16	900	17	8	469	11	63	350	4	0.06317	51589	0.000218293	0	0	0
2700	482	775	11.188	10.44	1050	11	8	481	9	77	350	5	0.453964	37387	0.000123396	0	0	0
2529	135	766	17.2127	13.0397	1047	11	7	485	2	70	348	5	0.118774	46488.3	0.000152882	0	0	0
2371	100	725	24.6065	16	900	18	8	472	11	57	349	4	0.06616	50566.2	0.000213493	0	0	0
2598	242	754	16.9541	14.8046	1046	13	8	483	7	80	341	6	0.189559	33953.2	0.000160668	0	0	0
2496	114	747	20.9699	10.0018	1029	14	9	469	1	79	346	4	0.088532	65651.5	0.000157853	0	0	0
2644	184	763	16.5352	13.5577	1050	11	9	489	1	74	350	5	0.158611	39297	0.00014817	0	0	0
2643	203	737	17.0518	12.2516	1028	12	8	480	5	69	349	4	0.162759	40485	0.000144009	0	0	0
2562	311	755	16.4034	13.959	1050	12	9	480	7	78	348	4	0.236282	32709.7	0.000153894	0	0	0
2584	131	758	23.5023	10	1043	12	8	482	7	68	350	5	0.097664	70087.2	0.000149522	0	0	0
2300	100	742	24.7112	13.7515	942	12	8	486	7	71	336	5	0.065189	57723.2	0.000201369	0	0	0
2613	343	734	17.0614	15.4587	1050	12	9	485	9	76	350	5	0.251737	30352.2	0.000166417	0	0	0
2574	115	769	18.7475	11.1097	1044	11	6	485	9	72	349	5	0.102152	56161.3	0.000154012	0	0	0
2584	131	758	19.687	10	1043	12	8	482	11	68	350	5	0.107868	60945.6	0.000143225	0	0	0
2300	183	732	20.9354	15.9906	910	14	8	464	2	45	322	4	0.11574	37328.5	0.000204165	0	0	0
2365	100	744	22.5614	11.0545	1010	11	8	478	4	59	350	5	0.071503	67825.7	0.00018018	0	0	0
2518	238	758	15.1989	14.411	1050	11	10	473	1	80	345	4	0.19261	34927.2	0.000157183	0	0	0
2700	418	768	11.4244	10.44	1050	10	8	481	9	76	350	5	0.392747	37646	0.000124069	0	0	0
2700	143	774	18.7154	13.3967	1050	11	6	473	4	72	349	5	0.127175	45075.8	0.00015006	0	0	0
2640	403	737	17.1129	15.7915	1046	11	8	487	9	79	345	5	0.296489	29232.7	0.000168209	0	0	0
2596	110	736	22.0047	16	938	16	9	482	7	73	343	5	0.086654	47115.8	0.000189215	0	0	0
2699	234	773	12.373	10.1493	1050	10	6	481	7	61	350	5	0.237944	43026.7	0.000123016	0	0	0
2300	100	734	24.5052	15.5029	927	14	9	473	7	72	348	4	0.0645	52955.7	0.00021097	0	0	0
2603	351	754	16.9541	15.2458	1046	13	8	483	7	80	341	6	0.263944	30467.8	0.00016372	0	0	0
2562	141	766	18.8696	10.7118	1050	11	7	481	9	64	342	5	0.117054	55107.2	0.000142248	0	0	0
2673	496	763	15.8307	15.2414	1048	13	8	484	4	78	344	5	0.390233	29087.2	0.000159337	0	0	0
2300	100	725	25	15.8842	927	15	9	470	7	56	348	4	0.06317	51941.3	0.000216967	0	0	0
2700	195	745	20.3652	16	1003	12	7	485	12	80	340	5	0.149142	35975.2	0.000173702	0	0	0
2626	424	765	17.0267	13.9505	1048	11	8	490	7	75	350	5	0.322543	31102.9	0.000151492	0	0	0
2300	114	741	25	16	931	16	8	474	7	50	314	5	0.071834	48270.9	0.00021645	0	0	0
2619	347	775	14.5009	12.3887	1050	13	9	479	6	76	344	6	0.287906	34086.4	0.000138889	0	0	0
2353	147	728	25	15.6997	909	15	9	473	7	60	342	4	0.090012	42780.2	0.000206271	0	0	0
2497	115	747	22.2457	10.0018	1029	14	8	470	6	79	344	4	0.086302	68689.3	0.000158932	0	0	0
2684	500	772	12.9202	11.2184	1038	11	8	490	7	75	349	4	0.431578	34591.1	0.000129349	0	0	0
2369	100	763	23.7699	10.3525	983	12	9	477	4	76	349	4	0.071244	71596.3	0.000177904	0	0	0
2617	100	758	20.5708	13.3634	1027	10	9	465	0	71	350	4	0.087668	53469.2	0.000176491	0	0	0
2700	193	775	16.3577	10	1036	10	8	482	0	77	350	5	0.171997	48080.1	0.000125976	0	0	0
2349	100	725	24.6992	16	904	17	8	467	11	57	349	4	0.065393	50717.4	0.000214592	0	0	0
2512	100	755	20.2335	10.9429	1019	12	6	469	4	77	344	6	0.084339	62070.3	0.000170155	0	0	0
2661	427	761	13.9899	11.8591	1050	10	8	479	9	75	350	5	0.351346	33990.8	0.000134662	0	0	0
2664	441	757	13.8268	11.9228	1050	10	8	488	5	75	350	5	0.362695	33637.9	0.000135135	0	0	0
2367	100	739	24.3346	10	1012	12	8	486	6	62	350	5	0.067842	80617.7	0.000181159	0	0	0
2615	319	758	14.5082	11.3204	1018	11	7	490	10	80	349	5	0.261324	36550.2	0.000134771	0	0	0
2650	463	767	17.0267	14.4025	1046	13	8	490	5	76	350	5	0.35561	30124.7	0.000154059	0	0	0
2693	365	757	14.4759	13.5228	1050	11	6	488	12	79	344	5	0.301671	32187.7	0.000145815	0	0	0
2313	103	734	23.9838	10	1017	11	8	479	0	80	341	5	0.067563	79332.8	0.000181653	0	0	0
2694	190	770	12.9274	10	1047	12	6	480	10	78	350	5	0.198589	45907.1	0.000123503	0	0	0
2318	100	762	23.8533	10.0219	1038	11	9	475	5	65	347	6	0.06926	81160	0.000178987	0	0	0
2679	354	749	17.6761	14.7303	1048	13	8	490	5	74	350	5	0.267269	30995.5	0.000158303	0	0	0
2614	431	769	12.3151	10.6082	1047	12	9	482	5	77	350	6	0.37576	36496.2	0.000127421	0	0	0
2362	113	740	23.827	16	977	15	9	470	8	78	350	4	0.075758	48468.7	0.00019992	0	0	0
2693	422	765	14.4852	11.7159	1050	10	8	480	0	78	350	5	0.347974	34340.9	0.000133174	0	0	0
2309	100	751	23.0168	10.0259	1050	13	9	471	7	79	345	4	0.06955	77733.5	0.00017854	0	0	0
2628	226	758	14.648	12.798	1026	11	6	481	12	78	348	6	0.197234	37434.3	0.000143328	0	0	0
2620	398	736	16.8466	16	1050	13	7	488	8	75	347	5	0.292595	29234.7	0.000169924	0	0	0
2300	100	738	23.835	10	1049	13	6	473	4	64	344	5	0.066435	84224.9	0.000182849	0	0	0
2300	183	738	20.4171	15.2667	917	14	9	469	3	57	340	4	0.118329	38229.7	0.000190985	0	0	0
2483	201	739	15.6479	12.8423	983	10	7	479	12	71	335	6	0.159437	39286.9	0.000153681	0	0	0
2558	126	771	24.7699	10	1050	10	9	486	3	65	345	4	0.092705	74373	0.000153657	0	0	0
2394	100	740	24.4483	10	984	11	6	470	13	75	350	5	0.068887	78126.4	0.000179921	0	0	0
2300	100	740	24.5166	14.5345	900	11	8	479	8	73	334	6	0.065026	54737	0.000206441	0	0	0
2402	114	746	23.1948	10.1485	1029	14	9	465	9	79	350	4	0.079591	71297.6	0.000165893	0	0	0
2683	311	754	16.5352	14.7303	1050	10	9	490	7	73	350	5	0.245069	31708.2	0.000156226	0	0	0
2579	116	767	23.075	10.206	1050	12	9	483	8	75	350	4	0.09019	68201.4	0.000155545	0	0	0
2666	350	767	14.9303	15.3032	1025	11	8	487	9	76	335	5	0.287625	30731.2	0.000160128	0	0	0
2664	232	770	14.2767	10.8243	1031	14	9	474	5	69	350	6	0.210436	41272.7	0.000129517	0	0	0
2338	102	745	23.185	10	1050	12	6	482	9	74	343	5	0.070584	80538.7	0.000177022	0	0	0
2483	173	744	16.6787	12.8423	967	11	7	484	6	71	331	6	0.137779	41759.1	0.0001554	0	0	0
2402	100	744	24.8299	14.7816	1035	15	9	470	0	79	348	4	0.068442	55279.7	0.000197785	0	0	0
2398	112	728	25	15.2881	909	15	8	473	7	60	349	5	0.073161	49301	0.000202429	0	0	0
2654	218	767	13.9853	11.4172	1047	11	6	478	0	72	350	6	0.20182	40588.7	0.000132083	0	0	0
2620	349	741	14.0385	13.8423	1036	11	8	489	9	80	349	5	0.28143	32155.9	0.000151012	0	0	0
2700	471	772	12.5721	10	1044	11	9	482	4	78	349	5	0.415524	37532	0.000122775	0	0	0
2679	348	749	16.5352	14.7303	1050	11	8	490	8	75	350	5	0.269136	30889.2	0.000156863	0	0	0
2558	126	774	24.7699	10	1050	10	7	484	16	65	345	4	0.093066	75148.6	0.000153398	0	0	0
2593	290	772	14.6041	12.0801	1050	10	8	485	12	65	348	5	0.242919	36221.1	0.000137457	0	0	0
2537	348	745	15.6679	14.7303	1007	11	8	490	7	74	349	5	0.260446	31367.9	0.000162101	0	0	0
2302	136	725	25	16	909	15	9	473	7	62	341	4	0.081694	44461.3	0.000212811	0	0	0
2615	319	766	14.0791	11.3204	1046	11	7	490	10	80	350	5	0.268112	36470.6	0.000132732	0	0	0
2632	420	761	14.3532	13.047	1049	11	8	482	7	76	350	5	0.339152	32180.6	0.000143041	0	0	0
2300	100	736	25	12.0565	927	14	10	475	7	72	348	4	0.064129	62704.4	0.000196078	0	0	0
2661	403	756	13.9901	10.7913	1050	10	8	481	5	78	350	5	0.330981	36365.9	0.000129416	0	0	0
2462	117	761	23.937	15.7372	1037	14	10	486	2	73	332	5	0.083564	48725.4	0.000187688	0	0	0
2686	149	760	19.6298	10	1050	14	6	487	3	77	347	6	0.124265	59409.9	0.000135483	0	0	0
2700	348	749	17.545	14.7303	1050	11	8	490	5	75	350	5	0.265616	31078.8	0.000157456	0	0	0
2394	100	740	23.5036	10	978	10	10	472	8	75	350	5	0.070543	73703.1	0.000177873	0	0	0
2698	453	763	15.8307	16	1045	13	9	490	3	78	348	5	0.359775	28647	0.000163934	0	0	0
2641	398	767	13.3611	13.7167	1050	10	9	481	7	73	350	5	0.337647	32071.9	0.000146049	0	0	0
2641	379	743	16.8466	15.9016	1032	12	7	488	8	76	350	5	0.283964	29466.9	0.000168435	0	0	0
2309	100	725	25	16	900	18	8	472	11	57	349	4	0.06348	51233.3	0.000218818	0	0	0
2375	183	739	19.617	16	945	12	9	470	2	60	322	4	0.124815	37175.8	0.000190114	0	0	0
2661	390	767	13.7384	10.4511	1050	10	8	487	9	75	350	5	0.32882	37236.2	0.000126711	0	0	0
2300	100	745	25	10	1022	11	8	478	2	59	350	5	0.064913	84438.2	0.000186254	0	0	0
2402	114	746	24.8299	10.0018	1029	14	9	469	1	79	346	4	0.076224	76406.8	0.000170387	0	0	0
2581	147	769	18.7475	12.9433	1044	11	7	477	10	69	350	5	0.122178	45614.6	0.000150353	0	0	0
2432	147	734	18.3669	10.138	1045	13	9	479	14	79	347	4	0.110955	57065.6	0.00014518	0	0	0
2300	100	739	25	11.8694	988	13	7	472	8	66	347	5	0.06439	66682.7	0.000193949	0	0	0
2518	169	758	15.9755	15.261	1050	11	9	472	7	66	347	6	0.144079	39033.5	0.000164962	0	0	0
2317	102	736	22.7299	11.912	976	12	6	487	2	66	334	5	0.070018	63222.2	0.00018577	0	0	0
2606	116	763	23.075	10.34	1036	12	9	474	8	71	350	4	0.090816	66920	0.00015586	0	0	0
2322	102	736	22.7299	10	976	12	6	487	2	68	334	5	0.070203	75955.4	0.000178731	0	0	0
2700	210	763	11.2324	10	1050	12	5	476	8	71	350	5	0.238406	45518.6	0.000122444	0	0	0
2380	108	731	23.1147	13.0084	1000	17	9	480	6	62	346	5	0.073957	56712.3	0.00018474	0	0	0
2632	409	775	16.6418	15.8761	994	13	10	490	17	71	345	4	0.318289	29151.7	0.000166279	0	0	0
2699	227	773	12.373	10.1493	1050	10	6	478	3	61	350	5	0.232942	43474.1	0.000122941	0	0	0
2471	173	766	19.2096	12.9593	959	10	9	483	12	80	333	6	0.130587	42438.8	0.000157928	0	0	0
2329	136	725	25	16	909	15	9	473	7	62	341	4	0.082808	44182.6	0.000210482	0	0	0
2697	228	769	12.6286	10.1537	1031	13	9	484	8	72	350	5	0.229003	42721.9	0.000124208	0	0	0
2334	104	770	21.7003	11.4476	1037	15	10	467	19	73	339	5	0.077214	63049.4	0.000174459	0	0	0
2596	277	759	15.2107	13.954	1049	11	9	489	7	80	348	6	0.224983	33581.8	0.000151286	0	0	0
2375	140	738	19.5783	10.0577	993	12	8	471	7	70	341	6	0.100511	60795.9	0.000151722	0	0	0
2300	100	731	24.751	15.9445	900	15	8	469	11	57	337	4	0.06422	51386.1	0.000217061	0	0	0
2363	101	734	24.2207	14.5201	1005	16	9	469	7	68	343	4	0.067774	54982	0.000198807	0	0	0
2394	100	745	23.7699	10.0259	983	12	9	477	4	76	349	4	0.070468	74287.1	0.000177936	0	0	0
2699	227	749	12.373	10.1493	1042	13	6	478	3	61	350	5	0.22571	43887.2	0.000125502	0	0	0
2401	101	755	25	10	1050	13	10	478	16	67	350	4	0.069952	81461.9	0.000177746	0	0	0
2387	153	740	22.7137	15.8842	953	11	5	464	5	69	339	5	0.100864	41345.6	0.000193611	0	0	0
2667	211	757	15.6515	14.9968	1046	11	8	474	10	68	348	5	0.182182	35514.3	0.000158755	0	0	0
2630	381	740	17.7025	14.9684	1035	11	7	482	8	76	347	5	0.278416	30429.8	0.000163319	0	0	0
2665	467	740	16.9538	14.2445	1050	11	7	488	8	80	350	5	0.34849	30309.1	0.000155111	0	0	0
2618	331	761	17.4297	16	1028	12	7	487	8	80	349	5	0.250988	30190	0.000168663	0	0	0
2387	153	741	22.7137	15.7548	944	11	7	464	20	69	341	5	0.101	41305	0.000192456	0	0	0
2695	400	775	14.8643	14.9253	1026	13	10	490	18	57	349	4	0.332088	30451.2	0.000156177	0	0	0
2700	190	769	12.9274	10.938	1048	12	6	478	10	78	350	5	0.198771	43579.2	0.000127845	0	0	0
2491	107	725	21.667	10	1008	18	8	469	9	72	349	4	0.080228	69299.2	0.000166917	0	0	0
2312	100	725	25	16	900	17	8	469	11	63	350	4	0.063584	51446.9	0.000217391	0	0	0
2542	104	749	25	10.6306	999	13	9	469	11	75	338	4	0.07615	70417	0.000172801	0	0	0
2577	331	767	18.7628	14.1255	1028	13	7	487	8	80	350	5	0.24253	32654.3	0.000156986	0	0	0
2699	126	769	24.7699	10	1050	10	7	484	16	65	345	4	0.098378	74141.6	0.000148743	0	0	0
2697	467	766	14.9273	15.5248	1050	11	8	487	5	80	346	5	0.380212	29160.1	0.000159261	0	0	0
2625	145	755	18.1634	12.634	1041	14	8	472	6	79	336	6	0.123333	45983.7	0.000149858	0	0	0
2550	162	757	17.4564	11.0803	962	12	9	478	17	73	349	5	0.133781	47441.6	0.000141163	0	0	0
2402	108	746	24.8299	10.0207	1029	14	9	469	1	79	346	4	0.072958	77360.8	0.000173913	0	0	0
2300	100	773	25	11.6295	926	14	9	483	5	62	350	4	0.067353	64317.9	0.000189825	0	0	0
2628	190	770	12.0036	10	1048	11	9	477	8	76	350	5	0.206384	45704.6	0.0001241	0	0	0
2556	116	763	17.5493	10.34	1029	11	9	474	8	71	350	4	0.106377	56248.5	0.000150038	0	0	0
2396	104	743	24.0032	11.4222	984	17	10	479	1	78	343	5	0.071955	64835.7	0.000180636	0	0	0
2352	136	728	25	16	909	15	8	473	6	62	349	5	0.084103	44024.9	0.0002079	0	0	0
2638	202	725	13.9381	10	1050	11	8	471	7	79	350	5	0.180014	45421.4	0.000129049	0	0	0
2300	100	754	25	15.986	963	16	8	473	6	68	350	4	0.065697	53057	0.000210926	0	0	0
2632	168	764	18.5765	14.0141	1028	12	7	487	7	80	349	5	0.138528	40433.7	0.000155039	0	0	0
2300	100	735	23.8222	10	1049	11	6	478	6	64	344	5	0.066166	85543.4	0.000183251	0	0	0
2613	384	767	14.7447	13.7802	1021	11	8	488	10	80	346	6	0.309298	31582.4	0.000149745	0	0	0
2300	142	742	22.1823	13.5889	942	13	8	469	7	72	348	5	0.092197	47520.5	0.000180865	0	0	0
2665	500	742	16.9538	14.2445	1050	11	8	488	8	80	350	5	0.37428	30042.7	0.000154895	0	0	0
2300	109	741	22.519	16	907	11	9	469	7	51	344	4	0.07352	48291.5	0.000205677	0	0	0
2700	150	770	15.939	14.4344	1037	11	8	482	0	77	350	5	0.144796	41583.1	0.000153374	0	0	0
2614	417	769	12.0555	10.6082	1050	10	9	483	5	77	350	6	0.369273	36719	0.000127081	0	0	0
2380	369	734	18.5545	15.9032	913	12	8	483	8	72	334	5	0.240795	30792.2	0.000187899	0	0	0
2614	277	765	15.0514	12.9713	1025	10	9	490	8	73	350	5	0.229572	34788.9	0.000143988	0	0	0
2558	277	768	13.9406	11.2426	1043	10	9	477	9	80	350	5	0.235438	37846.3	0.000133333	0	0	0
2593	381	761	16.377	13.8383	1043	16	9	487	19	73	350	5	0.290219	31736.4	0.000152161	0	0	0
2596	210	760	15.0985	13.954	1049	11	9	489	2	80	348	6	0.181075	36818.5	0.000151126	0	0	0
2549	134	737	23.075	11.2671	1037	12	9	474	8	66	347	4	0.095813	59598.8	0.000156912	0	0	0
2679	352	749	15.3528	14.7303	1050	11	8	490	8	75	350	5	0.28016	30896.8	0.000155715	0	0	0
2607	289	771	13.8582	10.2466	1050	11	7	482	0	75	350	4	0.249737	40096.5	0.000126502	0	0	0
2300	183	744	20.9354	16	911	14	9	468	3	47	322	4	0.117638	37475.3	0.000201816	0	0	0
2670	500	773	13.9616	11.6796	1046	12	10	484	11	78	343	5	0.416455	33623.6	0.000133654	0	0	0
2440	104	746	25	10.6306	999	15	9	469	3	75	338	4	0.072153	71139	0.000177525	0	0	0
2325	103	756	23.0168	10.0259	1041	14	8	471	7	80	343	4	0.072216	76117.1	0.000174795	0	0	0
2593	381	768	15.4222	15.6545	1050	16	9	485	18	76	350	5	0.299829	29959.8	0.000163106	0	0	0
2615	174	760	18.4369	11.6264	1046	12	7	490	4	80	350	5	0.140636	46105.6	0.000139958	0	0	0
2697	434	773	14.9273	15.5248	1046	11	9	489	5	80	348	5	0.357747	29375.7	0.000158479	0	0	0
2425	114	748	23.7958	10.1485	1029	14	9	468	8	80	345	4	0.079578	72148.3	0.000166196	0	0	0
2700	456	771	12.0714	10	1050	11	7	480	7	70	350	5	0.411204	38186.1	0.00012213	0	0	0
2613	341	770	14.1307	14.2503	1028	10	7	481	10	80	349	6	0.284509	32045.9	0.00015193	0	0	0
2577	135	766	18.7475	10.0225	1047	10	7	485	2	76	349	5	0.114095	58198.4	0.000140174	0	0	0
2321	164	725	21.5275	15.8842	927	14	8	473	7	56	350	4	0.104363	39485.2	0.000197941	0	0	0
2368	108	731	23.1147	13.0084	1000	17	9	480	6	63	346	5	0.073508	56820.1	0.000185288	0	0	0
2300	100	742	23.835	10	1050	11	6	473	4	64	347	6	0.066795	85120.6	0.000182183	0	0	0
2449	116	758	25	15.5968	927	13	9	472	7	56	350	5	0.080387	47825.9	0.000195542	0	0	0
2476	167	730	19.8033	16	949	16	9	469	5	72	341	5	0.118986	38026.3	0.000185667	0	0	0
2662	251	768	15.3238	15.8952	1029	11	9	490	3	78	350	5	0.214399	32834.4	0.000163613	0	0	0
2605	196	757	18.1945	13.0903	1026	13	9	488	3	69	350	6	0.15469	39712.1	0.000150038	0	0	0
2700	301	775	10.8067	10.291	1050	11	7	484	5	72	350	5	0.319317	40964.1	0.000122444	0	0	0
2300	105	725	22.1853	16	927	13	10	474	7	73	350	4	0.070914	49553.9	0.000205973	0	0	0
2621	363	771	15.4856	11.395	1050	11	8	482	1	78	350	6	0.290002	36010.5	0.000133583	0	0	0
2309	100	737	24.3184	10	1037	11	8	468	5	79	350	5	0.065607	81667.8	0.000184196	0	0	0
2417	101	744	24.8299	14.7816	1035	15	9	470	0	80	348	4	0.069513	54842.1	0.000196348	0	0	0
2628	500	771	15.6713	15.4406	1038	12	8	489	11	72	348	5	0.393272	29005.1	0.000160823	0	0	0
2423	232	770	16.499	15.9605	1050	11	9	479	13	80	350	6	0.176804	34523.1	0.000171792	0	0	0
