"Time [ms]","InducedVoltage(Coil1) [V]","InducedVoltage(Coil2) [V]","InducedVoltage(Coil1)_1 [V]","InducedVoltage(Coil2)_1 [V]"
0.800000000000001,149.923582606791,149.863045828026,149.933590082097,149.945038126854
0.810000000000001,149.517663714595,149.651183307474,149.705996441227,149.733061958568
0.820000000000002,149.300603376741,149.294136773236,149.472275714736,149.484111383328
0.830000000000002,148.92862548443,149.016441322529,149.207432614471,149.215370476682
0.840000000000002,148.961177777982,148.821308116504,148.846710525756,148.871770725526
0.850000000000002,148.349784008561,148.387750235415,148.378502743322,148.414926343971
0.860000000000002,147.877983440428,147.843295940187,148.217181428707,148.20571072701
0.870000000000002,147.62968284578,147.656828530623,147.628377934927,147.653862333843
0.880000000000002,146.986895169547,147.009517726076,147.145219917649,147.173214434827
0.890000000000002,146.530798804267,146.559810207679,146.676938121627,146.678745713087
0.900000000000002,145.7779708948,145.865471357445,146.10103446981,146.128957266227
0.910000000000002,145.720275404012,145.641350510472,145.496474516417,145.533670870702
0.920000000000002,144.839519229465,144.765363108231,144.955908142643,144.952383328048
0.930000000000002,144.194683409376,144.249097386697,144.371621892562,144.380259151463
0.940000000000002,143.749680862612,143.677730711326,143.733120037462,143.762334933207
0.950000000000002,142.997243681423,143.00410480795,143.062413233931,143.072742516903
0.960000000000002,142.324794212039,142.399355818673,142.597837346836,142.613547992347
0.970000000000002,141.787972531035,141.813856622508,141.887489960476,141.915483472401
0.980000000000002,141.294164217796,141.275042184664,141.224588058298,141.27455688188
0.990000000000002,140.569568579157,140.524945684288,140.720189742266,140.703905952052
1,139.891128644147,140.03826044444,140.059512657556,140.085089494657
1.01,139.643318079921,139.398001697892,139.467478085485,139.501252731622
1.02,138.808076834663,138.832058594103,138.950817440924,138.931348388562
1.03,138.339129022163,138.149713235341,138.418056921105,138.434336894884
1.04,137.834166625973,137.882416929978,137.917578863837,137.933613185331
1.05,137.306805483371,137.335277521621,137.440227941261,137.413278870005
1.06,136.758192052824,136.866765694905,137.095067271997,137.149360621212
1.07,136.510260083497,136.529667352466,136.668109945996,136.693519376521
1.08,136.345504660043,136.207179529987,136.329107183748,136.349939276105
1.09,135.848668874069,135.908454379886,136.041526775945,136.061513666734
1.1,135.891822650598,135.593993475324,135.783067211751,135.80772472691
1.11,135.356887186831,135.570191402319,135.568810373631,135.593206715131
1.12,135.329009512359,135.277855279833,135.418877539163,135.427431391899
1.13,135.156690793614,135.147340086133,135.296860153216,135.323064319674
1.14,135.050444473128,135.089895736469,135.249884373535,135.270901253988
1.15,135.028903548564,135.090264520454,135.253404475564,135.256979851751
1.16,135.047697348785,135.085230324866,135.234534806838,135.273522836054
1.17,135.263151522002,135.264496540338,135.307299413055,135.327670902353
1.18,135.260956803899,135.296226888202,135.428382314063,135.445696519928
1.19,135.499617736936,135.516948900409,135.553278038316,135.572159662204
1.2,135.54895748693,135.591073094736,135.734265487649,135.76030204559
1.21,135.872731399722,135.91489657182,135.91835592957,135.939315268762
1.22,135.977923412962,136.014937539813,136.147743067724,136.171445703123
1.23,136.219200344574,136.265001685224,136.390585180618,136.407381794399
1.24,136.545051801528,136.543599955568,136.691536679777,136.708581639256
1.25,136.85151118864,136.817025639277,136.878835383855,136.915334473383
1.26,137.081608672881,137.080054876478,137.268632277681,137.257538361089
1.27,137.36655136029,137.396463617557,137.481984170764,137.50675314776
1.28,137.811880930259,137.878429130797,137.838653902387,137.844194939165
1.29,137.922406109637,137.931549272439,138.118791524359,138.145155669157
1.3,138.503922423077,138.502785531115,138.464841829319,138.48182234159
1.31,138.668335917663,138.74017516676,138.787751292512,138.804258367622
1.32,139.039689810885,139.053510050052,139.134045630395,139.155117121678
1.33,139.47589476084,139.447901197892,139.491329497876,139.506673893949
1.34,139.768159800998,139.822840462095,139.866665005641,139.88140129422
1.35,140.356403461786,140.381630993161,140.305641623841,140.324129616509
1.36,140.52947124504,140.541126873991,140.662435561217,140.67419261205
1.37,141.247254590151,141.247310097761,141.074707936003,141.083528658098
1.38,141.443538916913,141.517635530508,141.515472276437,141.529054391181
1.39,141.839330731163,141.823149301101,141.898175380961,141.912158202697
1.4,142.328284020387,142.402157862825,142.26683338433,142.296734329394
1.41,142.505283039498,142.480126399269,142.626358840131,142.649961903379
1.42,142.862275778876,142.91265055093,142.973103001703,142.975122819888
1.43,143.217625126004,143.197913608719,143.221986244956,143.242372084925
1.44,143.605248046244,143.640766058825,143.472446541934,143.479172722321
1.45,143.58312329584,143.610206903338,143.692912463319,143.681116026084
1.46,143.754617577354,143.725338785835,143.882651856941,143.927904591728
1.47,143.98756716851,144.074352639994,143.946825560889,143.968540172159
1.48,144.029709717202,143.98985009604,144.071980195748,144.088920593665
1.49,144.124239364026,144.120493977015,144.131194957922,144.149414973152
1.5,143.89750802756,144.037165601196,144.081949515076,144.104935601485
1.51,144.334102005816,144.296627813891,144.004798322144,144.032742836136
1.52,143.819124693392,143.775224808259,143.89201788337,143.887594907432
1.53,143.787902393002,143.719520023064,143.765602741247,143.786942509502
1.54,143.504216022782,143.559276379759,143.539841161669,143.549634748024
1.55,143.213399390512,143.246022914189,143.215381796441,143.209190579579
1.56,142.959378009596,142.975636324896,143.145210717438,143.184249891953
1.57,142.690064880521,142.707239789016,142.70195767784,142.722485104948
1.58,142.461782822453,142.476810785768,142.332879949372,142.360834681776
1.59,141.748704183122,141.690413679057,141.989782462306,141.987926782336
1.6,141.496634278595,141.65219119783,141.52440882352,141.542425575733
1.61,141.049752559471,140.893822415913,141.044531715337,141.067849163767
1.62,140.491000236819,140.526568573135,140.612032697667,140.596902764395
1.63,139.923406892514,139.90459871559,140.171840814129,140.171655224927
1.64,139.671315893488,139.772589714332,139.653700876635,139.661994442028
1.65,139.087290426009,139.049910131661,139.042464172675,139.013629717205
1.66,138.458226919416,138.471656849756,138.81199407805,138.850671832263
1.67,138.169326254081,138.170642618487,138.155101342149,138.177162561895
1.68,137.575282285054,137.460257491303,137.608626098809,137.650423538698
1.69,137.022443889353,137.045086855119,137.22023532908,137.193293499052
1.7,136.301702543076,136.166206829427,136.698585810088,136.710170347739
1.71,136.475026856627,136.607169446295,136.232694644095,136.241388557326
1.72,135.682300421888,135.640345071116,135.81897810482,135.818246409616
1.73,135.245013402202,135.3647887535,135.450165947473,135.452126969099
1.74,135.103922741067,134.958729606726,135.090732060153,135.086037128703
1.75,134.78716026164,134.729004086969,134.698545569986,134.675072467879
1.76,134.380431613534,134.353646703486,134.581715798368,134.625625551232
1.77,134.20732670005,134.178247608202,134.253148482418,134.270750793563
1.78,134.153644166765,134.146620144864,134.054148431633,134.070381565426
1.79,133.874626583438,133.813756292905,133.926243432675,133.928160278834
1.8,133.666999762618,133.680298959468,,
1.81,133.787198193127,133.770608139993,,
1.82,133.642616525692,133.672558677994,,
1.83,133.588534303422,133.630340470838,,
1.84,133.736810231632,133.74484579807,,
1.85,133.766293627929,133.679171338871,,
1.86,133.815226656186,133.727607535219,,
1.87,133.842638334649,133.933394931779,,
1.88,134.066298156104,134.091287715593,,
1.89,134.218847872147,134.151285488179,,
1.9,134.181692771601,134.637639418691,,
1.91,135.012894961753,134.582397126284,,
1.92,134.902939802422,134.922353161209,,
1.93,135.17345121059,135.026884709607,,
1.94,135.306961721315,135.440959802896,,
1.95,135.624415156757,135.672340853518,,
1.96,135.715258787252,135.7310155457,,
1.97,136.042206545317,136.166242333796,,
1.98,136.359041585931,136.243469913741,,
1.99,136.43868001989,136.47435588551,,
2,136.404010489377,136.363400093686,,
2.01,137.083366473583,137.188260932819,,
2.02,136.991211418444,137.007844523895,,
2.03,137.153424402147,137.207852035559,,
2.04,137.230716074315,137.231404780483,,
2.05,137.267546183206,137.303308691078,,
2.06,137.203432760957,137.186565747768,,
2.07,137.087729478813,137.146488440692,,
2.08000000000001,137.141734051288,137.140750642533,,
2.09000000000001,136.925541712046,136.921719862948,,
2.10000000000001,136.723236173166,136.603048645869,,
2.11000000000001,136.738088587204,136.977650820099,,
2.12000000000001,136.40734474615,136.417930989221,,
2.13000000000001,136.144421576856,136.063326507068,,
2.14000000000001,135.825560467792,136.006275480896,,
2.15000000000001,135.59662079651,135.623939523435,,
2.16000000000001,135.166975851247,135.22953325126,,
2.17000000000001,135.005931702628,135.013743900369,,
2.18000000000001,134.554035460768,134.584175011121,,
2.19000000000001,134.177130791804,134.11857178556,,
2.20000000000001,133.421463278854,133.454980940964,,
2.21000000000001,133.805110889875,133.825371234691,,
2.22000000000001,133.010324709176,133.034072462179,,
2.23000000000001,132.799764875235,132.797457623956,,
2.24000000000001,132.286004444315,132.30812688168,,
2.25000000000001,131.942355773884,131.927544263171,,
2.26000000000001,131.441820304312,131.39148018515,,
2.27000000000001,131.16488950976,131.235421433034,,
2.28000000000001,130.721904096425,130.738029043831,,
2.29000000000001,130.300507602565,130.363280216139,,
2.30000000000001,129.839779419138,129.838530483167,,
2.31000000000001,129.80997148535,129.857826904417,,
2.32000000000001,129.232297143128,129.196798667541,,
2.33000000000001,128.690168071182,128.817406415787,,
2.34000000000001,128.691184360052,128.532633985179,,
2.35000000000001,128.155375876815,128.157659820049,,
2.36000000000001,127.782476031601,127.767449521149,,
2.37000000000001,127.470088892706,127.456339739978,,
2.38000000000001,127.12678645449,127.192328387437,,
2.39000000000001,126.620922908565,126.604838813038,,
2.40000000000001,125.90764577452,126.108961473897,,
2.41000000000001,126.49727098904,126.287142890091,,
2.42000000000001,125.715229290174,125.704895760081,,
2.43000000000001,125.328594113394,125.194201954209,,
2.44000000000001,125.00826090353,125.090874050654,,
2.45000000000001,124.673732143199,124.662389489305,,
2.46000000000001,124.248630264811,124.222405379936,,
2.47000000000001,123.927322921579,124.007889576372,,
2.48000000000001,123.681123469937,123.655935632516,,
2.49000000000001,123.381346037337,123.401155477592,,
2.50000000000001,122.944035035488,122.897561053092,,
2.51000000000001,123.142723121222,123.192772170027,,
2.52000000000001,122.671899263693,122.645809889093,,
2.53000000000001,122.486606038724,122.454271905547,,
2.54000000000001,122.200999684013,122.279354872212,,
2.55000000000001,122.102652231764,122.117833048285,,
2.56000000000001,121.771307358487,121.795626714121,,
2.57000000000001,121.620190921906,121.685077754241,,
2.58000000000001,121.733086478181,121.663558705431,,
2.59000000000001,121.473198591831,121.427174662636,,
2.60000000000001,121.187960941365,121.235497326444,,
2.61000000000001,121.264933522674,121.312592513944,,
2.62000000000001,120.972969246074,120.962783080791,,
2.63000000000001,120.799148280898,120.894088672546,,
2.64000000000001,120.730321302653,120.622035854711,,
2.65000000000001,120.54433089646,120.546367838997,,
2.66000000000001,120.36393901752,120.326981910079,,
2.67000000000001,120.317851110624,120.363182644578,,
2.68000000000001,120.380191799957,120.3823805622,,
2.69000000000001,120.294519810848,120.297784723377,,
2.70000000000001,120.271956369833,120.222780746925,,
2.71000000000001,120.484711047341,120.526683751148,,
2.72000000000001,120.292653222808,120.262570072249,,
2.73000000000001,120.228195402255,120.230749103939,,
2.74000000000001,120.195272737455,120.20689170773,,
2.75000000000001,120.128849481782,120.142866623224,,
2.76000000000001,119.944395087684,119.950016730124,,
2.77000000000001,119.899187149652,119.883894347394,,
2.78000000000001,119.697472208246,119.781045121803,,
2.79000000000001,119.55087987926,119.491076585282,,
2.80000000000001,119.346775358947,119.433576998212,,
2.81000000000001,119.477088479036,119.470643733932,,
2.82000000000001,119.074726159113,119.131647442782,,
2.83000000000001,119.036918482185,118.992436673759,,
2.84000000000001,118.619824007532,118.686743223262,,
2.85000000000001,118.441589318463,118.465645575677,,
2.86000000000001,118.112991553498,118.139569738162,,
2.87000000000001,117.999418925457,118.025520285064,,
2.88000000000001,117.737761075198,117.731097187723,,
2.89000000000001,117.370703695424,117.432852352006,,
2.90000000000001,117.216859905244,117.143814120163,,
2.91000000000001,116.920415296773,117.049903639471,,
2.92000000000001,116.656114852059,116.617366572247,,
2.93000000000001,116.283160912217,116.376588204081,,
2.94000000000001,116.151089295435,116.120790566953,,
2.95000000000001,115.8061695676,115.831962456647,,
2.96000000000001,115.490768220827,115.502293503849,,
2.97000000000001,115.351295786958,115.29209279229,,
2.98000000000001,114.944804661898,115.034999202307,,
2.99000000000001,114.708495833609,114.688600469109,,
3.00000000000001,114.293207699217,114.487233250992,,
3.01000000000001,114.559265331987,114.453141728671,,
3.02000000000001,114.088845562954,114.124704161028,,
3.03000000000001,114.060408024463,113.997749622302,,
3.04000000000001,113.75850819133,113.773779817244,,
3.05000000000001,113.557941429892,113.591310044875,,
3.06000000000001,113.348278134778,113.330852010096,,
3.07000000000001,113.254565230969,113.30509247211,,
3.08000000000001,113.17948914703,113.188856639745,,
3.09000000000001,113.057056342519,113.081036537188,,
3.10000000000001,112.954521617131,112.88152979994,,
3.11000000000001,113.139138377366,113.197921585234,,
3.12000000000001,112.921181947445,112.900202157234,,
3.13000000000001,112.845428890923,112.893708897821,,
3.14000000000001,112.845924272087,112.909716241877,,
3.15000000000001,112.892604599601,112.94198028216,,
3.16000000000001,112.835019890916,112.86822786421,,
3.17000000000001,112.790672551876,112.793136217159,,
3.18000000000001,112.874623390269,112.871572966399,,
3.19000000000001,112.636574630176,112.673223318865,,
3.20000000000001,112.500636060436,112.597781619061,,
3.21000000000001,112.734449475243,112.678277821759,,
3.22000000000001,112.578565976734,112.574614447053,,
3.23000000000001,112.458689246575,112.458726532721,,
3.24000000000001,112.547178050592,112.563459676329,,
3.25000000000001,112.403960056917,112.4255350121,,
3.26000000000001,112.254440184644,112.209000105234,,
3.27000000000001,112.153086428523,112.148171536169,,
3.28000000000001,111.953393356706,111.971786236908,,
3.29000000000001,111.929598217502,111.955781561734,,
3.30000000000001,111.387056933881,111.350404632815,,
3.31000000000001,112.046068538973,112.12307670751,,
3.32000000000001,111.381835614998,111.410299745312,,
3.33000000000001,111.364429950239,111.297205332877,,
3.34000000000001,111.097640986141,111.146351061614,,
3.35000000000001,110.988546418222,110.997761051384,,
3.36000000000001,110.713201877899,110.733499484844,,
3.37000000000001,110.468421473281,110.505517473003,,
3.38000000000001,110.418056149697,110.46665279994,,
3.39000000000001,109.992499593553,109.959856664582,,
3.40000000000001,109.759498293898,109.615322819051,,
3.41000000000001,109.667490026227,109.801499361911,,
3.42000000000001,109.360550104914,109.401884960464,,
3.43000000000001,109.133213323203,109.088661153833,,
3.44000000000001,108.937389218294,108.998337019383,,
3.45000000000001,108.663110203039,108.675318682449,,
3.46000000000001,108.428095148127,108.36695583854,,
3.47000000000001,108.212568572735,108.218988592406,,
3.48000000000001,107.914329752362,107.933155593653,,
3.49000000000001,107.684084555659,107.701880048055,,
3.50000000000001,107.193284023632,107.187511040146,,
3.51000000000001,107.37059418549,107.380227517123,,
3.52000000000001,106.786134138031,106.763563109285,,
3.53000000000001,106.573883981003,106.562774844032,,
3.54000000000001,106.321375717971,106.327586652282,,
3.55000000000001,106.054648437625,106.052942951812,,
3.56000000000001,105.728794854509,105.710136873327,,
3.57000000000001,105.427316894363,105.392183133251,,
3.58000000000001,105.158644220404,105.209581880966,,
3.59000000000001,104.731952765724,104.691298580528,,
3.60000000000001,104.370769733824,104.389309834074,,
3.61000000000001,104.158033082246,104.150631919913,,
3.62000000000001,103.729186352247,103.75393057927,,
3.63000000000001,103.467858864936,103.381867233437,,
3.64000000000001,103.113027702345,103.120950750318,,
3.65000000000001,102.788268990372,102.800858504609,,
3.66000000000001,102.373455342841,102.327673143865,,
3.67000000000001,102.081017200328,102.076921587524,,
3.68000000000001,101.684885847663,101.68004207482,,
3.69000000000001,101.300322491659,101.313504386879,,
3.70000000000001,100.785808842313,100.711001724912,,
3.71000000000001,100.676836001606,100.727747934748,,
3.72000000000001,100.116824339258,100.09941004086,,
3.73000000000001,99.7210348894325,99.7043920426041,,
3.74000000000001,99.3198040442397,99.3192642739224,,
3.75000000000001,98.9173881589697,98.9218291580382,,
3.76000000000001,98.5135561144598,98.486389061547,,
3.77000000000001,98.0710953763006,98.0451797731427,,
3.78000000000001,97.7501273421052,97.7337042519341,,
3.79000000000001,97.1541049342214,97.1153650560938,,
3.80000000000001,96.1787849470871,96.1370126052349,,
3.81000000000001,96.7402403028114,96.7668342209291,,
3.82000000000001,95.6826024700483,95.6548084796391,,
3.83000000000001,95.1829997650419,95.1814359803568,,
3.84000000000001,94.6327387078169,94.5737584371939,,
3.85000000000001,94.149120908282,94.1140004263261,,
3.86000000000001,93.379743593813,93.3049340713252,,
3.87000000000001,92.8086832049088,92.7806369192649,,
3.88000000000001,92.1459264060229,92.1454153226695,,
3.89000000000001,91.5082533156306,91.4519015420054,,
3.90000000000001,89.8627502583402,89.9153262137628,,
3.91000000000001,90.9901038622149,90.8653789440547,,
3.92000000000001,89.4200572889506,89.3959252287005,,
3.93000000000001,88.5485782296783,88.4608320194916,,
3.94000000000001,87.8827346179925,87.8889115263217,,
3.95000000000001,86.9140135158965,86.8881051347616,,
3.96000000000001,86.2127960366312,86.1923945927192,,
3.97000000000001,85.0229735146292,85.0224433611192,,
3.98000000000001,84.3104107275151,84.2973002775728,,
3.99000000000001,83.2112767093807,83.1587687511604,,
4.00000000000001,81.0457142094911,81.0127657179393,,
4.01000000000001,82.6083176162207,82.6274259162186,,
4.02000000000001,80.4089225613235,80.3849080447427,,
4.03,79.4599647465343,79.3868506625527,,
4.04,78.3382118504182,78.3432350292355,,
4.05,77.3630081151087,77.3973681392235,,
4.06,76.0763564816611,75.9865509006727,,
4.07,75.0103640800667,75.0211569794909,,
4.08,73.9246861381134,73.9107556411519,,
4.09,72.9404099858696,72.9351905119554,,
4.1,70.3427691660792,70.2845961393501,,
4.11,71.9614733098646,71.9809079550633,,
4.12,69.4782733901251,69.4542653726288,,
4.13,68.1178090866402,68.0813707736788,,
4.14,67.0920161723459,67.1187049181204,,
4.15,65.7134200441472,65.6830325414719,,
4.16,64.6557800633134,64.630486261688,,
4.17,63.1876495413489,63.1654984786593,,
4.18,62.2155609332068,62.2464636568035,,
4.19,60.9098405146971,60.8246450031793,,
4.2,58.4951349621633,58.4867671156032,,
4.21,60.0415819017621,60.0866242788958,,
4.22,57.6002362409146,57.6045344156863,,
4.23,56.5761326084125,56.5683096513304,,
4.24,55.3966328948963,55.400396424512,,
4.25,54.4672395263091,54.4974535046117,,
4.26,53.2615407713843,53.1739320340029,,
4.27,52.44207439686,52.4621740911745,,
4.27999999999999,51.4054395813278,51.4239225547185,,
4.28999999999999,50.5510614889869,50.5607386524019,,
4.29999999999999,49.2511081444067,49.2646906871472,,
4.30999999999999,48.8780568456657,48.8666301158478,,
4.31999999999999,47.71518482339,47.6958936276714,,
4.32999999999999,46.7998946971323,46.778194492599,,
4.33999999999999,46.058479320706,46.0652404458547,,
4.34999999999999,45.154435283203,45.1541021846321,,
4.35999999999999,44.5120782398852,44.4975759892459,,
4.36999999999999,43.5900669418861,43.5715607134863,,
4.37999999999999,42.7317319986593,42.7900036057322,,
4.38999999999999,41.9970024445566,41.9362667786155,,
4.39999999999999,40.8087986582167,40.8395840925629,,
4.40999999999999,40.8234998372575,40.8349227622468,,
4.41999999999999,39.5611822820679,39.5872809280956,,
4.42999999999999,39.0762308774067,39.0134734924124,,
4.43999999999999,38.0055516012183,38.0446761608548,,
4.44999999999999,37.4351493477269,37.4792158387553,,
4.45999999999999,36.5582298949023,36.5288461074768,,
4.46999999999999,35.9128815916446,35.957238849789,,
4.47999999999999,35.09672195159,35.125393783643,,
4.48999999999999,34.4016427856322,34.4519545489489,,
4.49999999999999,33.2902447344421,33.2497570489101,,
4.50999999999999,33.1500952833976,33.2301240648105,,
4.51999999999998,32.1294928258844,32.1188504705763,,
4.52999999999998,31.3159818759691,31.3519700532962,,
4.53999999999998,30.6788035664431,30.6970571890787,,
4.54999999999998,29.9047186836833,29.9437233834311,,
4.55999999999998,29.2814231158412,29.3028906596727,,
4.56999999999998,28.4668713547831,28.4888717519205,,
4.57999999999998,27.7941994678244,27.8668203251798,,
4.58999999999998,27.0335170509406,27.0084272504256,,
4.59999999999998,25.7275869134942,25.7902252758468,,
4.60999999999998,26.4319219249864,26.4423894966736,,
4.61999999999998,25.0283148629914,25.078153250303,,
4.62999999999998,24.4976250029792,24.4763275102987,,
4.63999999999998,23.6996176060998,23.7597719543968,,
4.64999999999998,23.1599121577173,23.2027136854228,,
4.65999999999998,22.4257603777487,22.4315952196639,,
4.66999999999998,21.9078746135646,21.9614746624028,,
4.67999999999998,21.3649301294203,21.3938490192642,,
4.68999999999998,20.7740999804593,20.8178061690553,,
4.69999999999998,19.8627410987925,19.857084915432,,
4.70999999999998,20.1590695950168,20.2197309190807,,
4.71999999999998,19.3248467609716,19.332626468683,,
4.72999999999998,18.7304698122789,18.7676274838518,,
4.73999999999998,18.4645896667731,18.472308189272,,
4.74999999999998,17.9132460870486,17.938154177067,,
4.75999999999998,17.562645624409,17.572493794505,,
4.76999999999997,17.1156478046337,17.1072258423118,,
4.77999999999997,16.6673020407133,16.7369179575723,,
4.78999999999997,16.3383761791598,16.3090991125943,,
4.79999999999997,15.515190528887,15.5777677575526,,
4.80999999999997,16.2288911925219,16.2155462035081,,
4.81999999999997,15.3769143947109,15.4116344935735,,
4.82999999999997,15.2818827621255,15.2293738073912,,
4.83999999999997,14.7135708452157,14.7666169110722,,
4.84999999999997,14.5246122674253,14.5568384947065,,
4.85999999999997,14.1935732403126,14.177321687176,,
4.86999999999997,13.945713791958,13.9736586348199,,
4.87999999999997,13.6935168010505,13.6867117642608,,
4.88999999999997,13.3962122007786,13.4142619008021,,
4.89999999999997,13.1685756276817,12.9917113730565,,
4.90999999999997,12.8887511290371,13.0606003933503,,
4.91999999999997,12.7494871978223,12.7105213459327,,
4.92999999999997,12.3475298001279,12.3912748636717,,
4.93999999999997,12.3176468366076,12.2934842626048,,
4.94999999999997,11.9540308839044,11.9567228630162,,
4.95999999999997,11.8072381439576,11.7883894903364,,
4.96999999999997,11.5563825130787,11.5047700128883,,
4.97999999999997,10.9668430244019,11.0547300308133,,
4.98999999999997,10.9656997790202,10.91959956866,,
4.99999999999997,10.2601011395868,10.3135323488827,,
5.00999999999997,10.9182248362376,10.8749439573401,,
5.01999999999996,10.1689916231722,10.193901264333,,
5.02999999999996,10.3008351442506,10.1905072226909,,
5.03999999999996,9.48408814075469,9.54103297137782,,
5.04999999999996,9.41596537624195,9.42030236952867,,
