#NSGA2
popsize 150
maxGen 2
numVar 13
numObj 3
numCons 0
stateFieldNames	currentGen	evaluateCount	totalTime	firstFrontCount	frontCount	avgEvalTime	
#end


#Generation 1 / 2
currentGen	1
evaluateCount	150
totalTime	33845.8
firstFrontCount	56
frontCount	10
avgEvalTime	2210.96
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Var9	Var10	Var11	Var12	Var13	Obj1	Obj2	Obj3	
2577	172	771	17.4877	14.3392	1035	16.1535	9	486	11	77	345	6	0.143505	39335.5	0.000493827	
2696	172	766	19.1811	14.3392	956	15.1836	10	487	11	78	344	6	0.142534	40279.4	0.000344947	
2696	172	766	19.1717	14.3392	956	15.1836	10	487	11	78	344	6	0.142533	40307.7	0.000344947	
2640	174	769	19.2248	14.2711	1008	15.8204	7	475	9	67	347	5	0.140603	40147.9	0.000381971	
2605	198	743	18.8011	13.8456	974	15.1413	7	479	17	76	343	5	0.150659	38510	0.000438982	
2686	192	772	19.2699	14.3869	966	16.7921	10	482	15	74	341	6	0.155622	38704.7	0.000334336	
2577	172	769	17.4877	14.3392	1035	16.2337	10	486	11	77	345	6	0.143133	39306.7	0.00049456	
2577	172	766	17.4877	14.1852	1035	15.9994	8	486	15	77	345	6	0.142574	39511.6	0.000495786	
2577	172	766	17.4877	14.1852	1035	15.9994	8	486	15	77	345	6	0.142574	39511.6	0.000495786	
2577	172	766	17.4877	14.1852	1035	15.5904	8	486	15	77	345	6	0.142574	39511.6	0.000495786	
2653	172	771	19.0937	14.4362	1040	14.5852	9	488	8	77	343	4	0.14104	39440	0.000381098	
2689	192	758	18.9496	14.4584	978	13.7798	8	466	10	68	336	5	0.154247	38678	0.000308928	
2619	198	759	19.2755	14.4594	1040	12.7848	9	485	19	73	346	4	0.152882	37341.1	0.000429	
2619	197	759	19.2755	14.4594	1040	12.7848	8	489	19	73	346	4	0.152242	37363.4	0.000430478	
2640	171	756	19.2248	14.3745	1008	15.6626	10	475	9	61	347	5	0.136329	41306.4	0.000372162	
2679	174	767	18.9918	14.2612	1017	16.6709	8	478	15	77	336	6	0.143701	39733.9	0.000332889	
2690	198	754	18.8011	14.3084	992	16.3493	10	482	17	73	343	4	0.158028	37952.6	0.000340368	
2589	174	767	17.4877	14.1852	1004	15.9589	8	468	17	77	332	6	0.144731	39568	0.000404531	
2589	174	767	17.4877	14.1852	985	15.8513	8	470	17	77	335	6	0.144731	39617.6	0.000417885	
2653	163	750	19.1835	14.298	977	15.3623	10	470	17	64	341	6	0.131552	42009.8	0.000347464	
2653	163	750	19.1835	14.298	1001	15.3623	10	470	19	64	341	6	0.131552	41761.6	0.000347947	
2653	163	750	19.1835	14.298	1004	15.3623	10	470	19	64	342	6	0.131552	41710.5	0.000351	
2577	172	743	17.1236	14.3392	1035	16.2337	10	484	8	77	349	6	0.140059	39275.2	0.000528262	



#Generation 2 / 2
currentGen	2
evaluateCount	300
totalTime	68862.3
firstFrontCount	88
frontCount	2
avgEvalTime	2232.24
#end
Var1	Var2	Var3	Var4	Var5	Var6	Var7	Var8	Var9	Var10	Var11	Var12	Var13	Obj1	Obj2	Obj3	
2693	190	755	18.7131	13.4578	994	14.026	7	487	6	66	333	4	0.153845	40411.6	0.000297708	
2693	190	755	18.7131	13.4578	994	14.026	7	487	6	66	333	4	0.153845	40411.6	0.000297708	
2689	195	760	18.9496	13.8341	988	12.5265	10	466	9	68	337	5	0.156618	39219.6	0.000308452	
2687	197	731	18.8175	13.6316	978	14.1051	9	475	11	79	340	4	0.152403	38936.5	0.000342231	
2647	191	742	19.2264	13.6683	1010	13.7606	8	488	13	70	335	6	0.146688	39354.7	0.000348311	
2647	191	742	19.2264	13.6683	1010	14.4713	8	488	13	78	335	6	0.146688	39137.8	0.000363108	
2647	191	742	19.2264	13.6683	1010	14.4713	8	488	13	78	335	6	0.146688	39137.8	0.000363108	
2640	193	741	19.2264	13.6683	1010	14.4713	8	488	12	80	335	6	0.147343	38904.2	0.000374392	
2700	165	766	18.9168	14.2405	1028	15.8382	8	484	10	80	342	5	0.138817	40530.6	0.000338295	
2700	165	763	19.1555	14.2405	1028	15.8382	8	484	11	80	342	5	0.137652	40550	0.000339328	
2605	191	741	19.253	13.6842	999	14.5663	10	470	20	73	333	6	0.144079	39200.7	0.000385356	
2515	195	733	17.7004	13.6536	994	14.026	6	482	7	71	333	5	0.146184	38213	0.000512821	
2515	195	753	18.7131	13.6536	994	14.026	7	487	6	66	333	4	0.146009	38401.4	0.000487329	
2622	198	743	18.8011	13.8456	974	15.1413	7	478	17	72	332	5	0.151672	38604.6	0.000363901	
2619	197	737	18.9491	13.8343	1015	14.1407	7	489	19	65	332	4	0.14904	38673.2	0.000358038	
2690	198	769	19.2699	14.3869	962	16.7921	10	473	15	74	341	6	0.159231	38317.6	0.000329707	
2696	193	769	18.7689	14.3869	962	16.7921	10	471	17	77	341	6	0.158213	38395.8	0.000329598	
2696	193	769	18.7689	14.3869	962	16.7921	10	471	17	77	341	6	0.158213	38395.8	0.000329598	
2690	193	769	19.2699	14.3869	962	16.7921	10	471	15	76	341	6	0.155918	38527.3	0.000332447	
2679	174	767	17.4877	14.3091	1004	16.6709	8	468	15	77	335	6	0.149995	39522.5	0.000326904	
2577	172	763	17.1236	14.3392	1035	16.2337	10	486	11	77	349	6	0.143829	39269.4	0.000523013	
2688	174	746	19.0799	14.4044	1037	15.798	8	466	11	64	332	5	0.139636	40575.6	0.000297265	
2577	172	771	17.4877	14.3392	1035	16.1535	9	486	11	77	345	6	0.143505	39335.5	0.000493827	
2577	172	769	17.4877	14.3392	1035	16.2337	10	486	11	77	345	6	0.143133	39306.7	0.00049456	
2653	172	771	19.0937	14.4362	1040	14.5852	9	488	8	77	343	4	0.14104	39440	0.000381098	
2689	192	758	18.9496	14.4584	978	13.7798	8	466	10	68	336	5	0.154247	38678	0.000308928	
2653	163	750	19.1835	14.298	977	15.3623	10	470	17	64	341	6	0.131552	42009.8	0.000347464	
2653	163	750	19.1835	14.298	1001	15.3623	10	470	19	64	341	6	0.131552	41761.6	0.000347947	
2653	163	750	19.1835	14.298	1004	15.3623	10	470	19	64	342	6	0.131552	41710.5	0.000351	
2577	172	743	17.1236	14.3392	1035	16.2337	10	484	8	77	349	6	0.140059	39275.2	0.000528262	
2594	180	765	18.0715	14.4362	1039	14.5852	9	488	12	77	343	4	0.146026	38525.9	0.000460617	
2700	192	768	19.8724	14.3869	971	15.6145	10	473	13	74	343	6	0.153717	38916	0.000326904	
2653	172	771	18.8202	14.3713	1040	14.5852	9	488	8	77	343	4	0.142305	39424.7	0.000380662	
2673	191	756	18.7466	13.6683	1010	14.4713	8	487	11	77	336	6	0.152868	39074.2	0.000338066	
2695	198	741	18.8011	14.4539	990	14.1534	9	482	18	73	343	4	0.155601	37622.6	0.000338066	
2687	192	731	18.8175	13.6316	988	16.301	7	475	11	79	340	5	0.149252	39456.3	0.000342349	
2636	197	737	18.6668	13.8343	1015	14.594	7	489	19	65	332	5	0.151258	38818.3	0.000344353	
2700	165	764	18.9168	13.9429	1028	15.8382	9	484	10	79	342	5	0.138455	40858.5	0.000334672	
2515	195	733	17.7004	13.6536	990	14.026	10	483	16	71	333	5	0.146184	37964.7	0.000515464	
2673	166	763	19.1555	13.7473	1028	15.8382	8	474	11	80	342	5	0.136831	41104.1	0.000358166	
2688	178	746	18.7013	14.4044	1037	15.7756	8	466	20	64	332	5	0.144043	40096.2	0.000297974	
2577	172	762	19.1382	14.3879	1035	16.2337	10	486	11	77	349	6	0.135179	39446.8	0.00052521	
2619	198	761	17.2609	14.4107	1040	13.2822	9	485	19	73	346	4	0.16201	37152	0.000426621	
2515	195	730	17.685	13.6536	994	14.026	6	482	7	71	332	5	0.145583	38230.6	0.000507357	
2653	172	771	19.0937	14.4001	1040	14.5852	9	488	8	77	342	4	0.14104	39489.4	0.000377358	
2690	193	769	19.1493	14.423	962	16.7921	10	471	15	76	341	6	0.156567	38465.1	0.000332557	
2689	195	760	18.9496	13.3419	988	12.4965	9	467	12	68	337	5	0.156618	40074.2	0.000307314	
2679	174	767	17.4877	14.4936	1004	15.2992	8	468	15	77	335	6	0.149995	39277.9	0.000327654	
2700	172	769	17.4877	14.607	1033	16.268	10	486	17	77	344	5	0.150296	39208.8	0.000338983	
2680	199	772	19.2699	14.3869	972	16.7921	10	471	17	74	341	5	0.159904	38073.1	0.000337952	
2690	198	741	18.8011	14.4603	971	15.1413	7	479	16	73	343	6	0.155304	38019.5	0.000343171	
2647	191	742	19.2264	13.6683	1008	14.8682	8	488	13	70	335	6	0.146688	39447.6	0.000348189	
2571	197	750	19.0446	13.8652	945	16.4282	9	488	11	72	332	6	0.148812	38547.2	0.000423191	
2577	172	743	17.7049	14.3392	1035	14.1371	10	484	9	78	349	6	0.137722	39269.5	0.000536769	
2687	197	733	18.8175	13.6316	986	16.0638	9	475	10	78	340	4	0.15282	38912.6	0.000341413	
2679	174	767	17.4877	14.3091	1004	16.6709	8	468	15	77	335	6	0.149995	39522.5	0.000326904	
2633	173	769	19.2248	14.2711	1008	15.8204	7	475	9	67	347	5	0.139567	40186.8	0.00039032	
2577	172	771	17.4877	14.3392	1002	16.4588	9	486	11	77	340	6	0.143505	39356.5	0.000464037	
2492	195	749	19.5104	13.6536	1010	15.999	10	474	4	68	341	5	0.140909	38601.1	0.000609385	
2649	171	756	19.0802	14.3745	1008	15.6626	10	475	9	61	346	5	0.155304	38669.3	0.000341647	
2690	198	741	18.8011	13.9126	992	15.6649	7	480	18	73	344	5	0.155304	38669.3	0.000341647	
2527	191	759	19.2248	14.3745	1008	14.8743	10	487	9	61	347	5	0.142984	37948.9	0.000547046	
2700	191	742	19.1478	14.1507	1010	16.5496	8	488	13	70	335	6	0.150371	39168.7	0.00030931	
2614	198	759	19.4012	14.4594	1040	12.7848	9	486	19	73	340	4	0.151953	37332.7	0.000408163	
2647	191	742	19.2264	13.6683	1010	13.7606	8	488	13	70	337	6	0.146688	39319.8	0.000354233	
2577	172	763	17.1236	14.3392	1035	16.2337	10	486	11	77	349	6	0.143829	39269.4	0.000523013	
2605	191	743	18.8011	13.8456	974	15.1413	7	479	17	76	343	5	0.146287	38991.8	0.000438982	
2515	195	753	18.7131	13.6536	994	14.026	7	486	6	66	333	4	0.146009	38420.8	0.000486855	
2693	190	755	18.7131	13.4578	994	14.026	7	487	6	66	333	4	0.153845	40411.6	0.000297708	
2688	174	746	19.0799	14.3454	1037	15.798	8	466	19	73	332	5	0.139636	39565.6	0.000311236	
2700	215	758	18.9496	14.4584	1015	13.7798	8	466	10	66	336	5	0.17006	37202.3	0.000298864	
2653	163	744	19.1835	14.298	977	15.3623	10	470	17	64	341	6	0.130499	42009.6	0.000348918	
2619	197	733	18.9491	13.8343	1015	14.1407	7	489	20	65	332	4	0.148231	38662.5	0.000359195	
2483	210	759	18.068	13.7236	1003	14.3832	8	472	18	68	333	4	0.156888	37028.2	0.000556174	
2639	191	742	19.5287	13.6683	1010	14.4713	8	488	13	78	335	6	0.145628	39172.2	0.000373972	
2700	183	742	19.356	14.3869	962	16.7921	10	472	15	74	342	6	0.144647	39482.4	0.000329598	
2653	163	744	18.2806	14.298	1004	15.3623	10	470	17	64	342	6	0.134125	41450.3	0.000351494	
2577	172	766	18.2013	14.0569	1031	15.3333	8	486	15	77	344	6	0.139544	39681.9	0.000489476	
2627	198	743	18.8564	13.8456	974	15.1413	7	478	17	72	332	5	0.151976	38592.1	0.000360231	
2698	172	755	18.7938	14.0707	999	13.8475	7	485	20	70	335	5	0.141842	40567.2	0.000308737	
2694	174	766	17.9073	14.3091	1010	16.72	8	467	15	77	340	6	0.148786	39502.1	0.000328623	
2690	198	768	18.8503	14.6526	964	16.743	10	473	15	74	336	6	0.160968	37860.1	0.000317864	
2577	172	769	17.4877	14.3392	1035	16.2337	10	486	11	77	345	6	0.143133	39306.7	0.00049456	
2700	192	770	19.2699	14.3869	962	13.8435	10	472	15	74	341	6	0.156057	38612.8	0.000320821	
2640	193	741	18.703	14.1245	1003	12.7788	8	488	17	80	335	6	0.1498	38009.3	0.000380228	
2686	192	746	19.2699	14.3869	965	16.7921	10	482	15	74	343	6	0.15038	38688.6	0.000345901	
2678	163	748	19.1835	14.298	977	15.5363	10	469	17	64	341	6	0.132519	42374.2	0.000326371	
2675	165	763	19.1555	14.2405	1032	15.8382	8	484	11	80	343	5	0.136297	40476.2	0.000362845	
2492	180	755	18.1956	13.6536	994	14.3832	8	472	3	68	333	4	0.137615	39527.7	0.000536193	
2700	192	763	18.7962	14.4503	1004	16.1831	9	474	15	67	339	5	0.156563	38939.4	0.000308928	
2690	198	754	17.466	14.3084	992	16.3237	10	482	17	73	343	4	0.164353	37754.1	0.000339559	
2619	198	759	19.2755	14.4594	1040	12.7848	9	485	19	73	346	4	0.152882	37341.1	0.000429	
2638	161	767	19.2594	14.2597	1016	16.8374	9	487	15	64	337	5	0.131818	42014.4	0.000348918	
2640	171	756	19.2248	14.3745	1008	15.6626	10	475	9	61	347	5	0.136329	41306.4	0.000372162	
2640	174	769	19.2248	14.2711	1008	15.8204	7	475	9	67	347	5	0.140603	40147.9	0.000381971	
2542	192	748	17.3641	13.7302	1000	10.8566	10	476	18	79	334	4	0.150135	38268.9	0.000494315	
2690	198	771	18.5276	13.9494	974	15.1413	7	478	18	73	344	5	0.162889	38574.1	0.000334001	
