"Distance [mm]","Distance*$Poles/(3.14159265358979*($DiaGap-$AirGap)*2*50)*1s [ms]","Flux_Lines [] - Time='0.01s'"
0,0,0.212416842580668
0.702891,0.00999997895792499,0.212443824199962
1.405782,0.01999995791585,0.212468489997214
2.108673,0.0299999368737749,0.212490839734083
2.811564,0.0399999158316999,0.212510873176988
3.514455,0.0499998947896249,0.212528790781729
4.217346,0.0599998737475499,0.212548123759639
4.920237,0.0699998527054749,0.212565763387048
5.623128,0.0799998316633999,0.212581573288346
6.326019,0.0899998106213249,0.212595554235222
7.02891,0.0999997895792498,0.212607735767213
7.731801,0.109999768537175,0.212617087344353
8.434692,0.1199997474951,0.212625744803024
9.137583,0.129999726453025,0.212634127573422
9.840474,0.13999970541095,0.21264223725746
10.543365,0.149999684368875,0.212649734938982
11.246256,0.1599996633268,0.212654045611932
11.949147,0.169999642284725,0.212657478196489
12.652038,0.17999962124265,0.212660522866161
13.354929,0.189999600200575,0.212663180779229
14.05782,0.1999995791585,0.212665593659764
14.760711,0.209999558116425,0.212669267412687
15.463602,0.21999953707435,0.212672429208631
16.166493,0.229999516032275,0.21267468393331
16.869384,0.2399994949902,0.212676032379954
17.572275,0.249999473948125,0.212676945022861
18.275166,0.25999945290605,0.212679424260625
18.978057,0.269999431863975,0.212681327110778
19.680948,0.279999410821899,0.212682096193659
20.383839,0.289999389779824,0.212681731616045
21.08673,0.299999368737749,0.212681048845671
21.789621,0.309999347695674,0.212682260140721
22.492512,0.3199993266536,0.212683477004404
23.195403,0.329999305611524,0.212684436998644
23.898294,0.339999284569449,0.212685140727776
24.601185,0.349999263527374,0.21268529486896
25.304076,0.359999242485299,0.212682846185398
26.006967,0.369999221443224,0.212680855692467
26.709858,0.379999200401149,0.212680174787589
27.412749,0.389999179359074,0.212680802948011
28.11564,0.399999158316999,0.212681262416079
28.818531,0.409999137274924,0.212679417580055
29.521422,0.419999116232849,0.212677153130053
30.224313,0.429999095190774,0.212674634335092
30.927204,0.439999074148699,0.212671860229364
31.630095,0.449999053106624,0.212669306829107
32.332986,0.459999032064549,0.212668620780342
33.035877,0.469999011022474,0.212667003810556
33.738768,0.479998989980399,0.212664120700176
34.441659,0.489998968938324,0.212659970904388
35.14455,0.499998947896249,0.212655421715316
35.847441,0.509998926854174,0.212651472357668
36.550332,0.519998905812099,0.212646643366242
37.253223,0.529998884770024,0.212640311701659
37.956114,0.539998863727949,0.212632475796968
38.659005,0.549998842685874,0.212623446143802
39.361896,0.559998821643799,0.212613525865649
40.064787,0.569998800601724,0.212602476143413
40.767678,0.579998779559649,0.212590129670099
41.470569,0.589998758517574,0.212576486096957
42.17346,0.599998737475499,0.212561243841427
42.876351,0.609998716433424,0.212543172781774
43.579242,0.619998695391349,0.212523550542521
44.282133,0.629998674349274,0.212503298346318
44.985024,0.639998653307199,0.212482416278756
45.687915,0.649998632265124,0.212460341742443
46.390806,0.659998611223049,0.212435330830083
47.093697,0.669998590180974,0.212408537263089
47.796588,0.679998569138899,0.212380233001692
48.499479,0.689998548096824,0.212350418226136
49.20237,0.699998527054749,0.212319213239491
49.905261,0.709998506012674,0.212287052180774
50.608152,0.719998484970599,0.212253278086422
51.311043,0.729998463928524,0.212217416655606
52.013934,0.739998442886449,0.212179468975211
52.716825,0.749998421844374,0.212139711774471
53.419716,0.759998400802299,0.21209986802468
54.122607,0.769998379760224,0.212058033175931
54.825498,0.779998358718149,0.212013730635656
55.528389,0.789998337676074,0.211966962805604
56.23128,0.799998316633999,0.211918817617429
56.934171,0.809998295591924,0.211872873554491
57.637062,0.819998274549849,0.211826946709194
58.339953,0.829998253507774,0.211780920356572
59.042844,0.839998232465699,0.211734799077603
59.745735,0.849998211423624,0.211689130265192
60.448626,0.859998190381549,0.211641641571404
61.151517,0.869998169339473,0.211596153059776
61.854408,0.879998148297398,0.211553602423747
62.557299,0.889998127255323,0.211513989639563
63.26019,0.899998106213248,0.211476427380647
63.963081,0.909998085171173,0.211435267545123
64.665972,0.919998064129098,0.211394294499712
65.368863,0.929998043087023,0.211353558413958
66.071754,0.939998022044948,0.211313057302031
66.774645,0.949998001002873,0.211272807121014
67.477536,0.959997979960798,0.211236030175188
68.180427,0.969997958918723,0.211198183605699
68.883318,0.979997937876648,0.21115900279676
69.586209,0.989997916834573,0.211118486168322
70.2891,0.999997895792498,0.211076632142925
70.991991,1.00999787475042,0.21103614202467
71.694882,1.01999785370835,0.210994384623519
72.397773,1.02999783266627,0.210951357603727
73.100664,1.0399978116242,0.210907058632395
73.803555,1.04999779058212,0.210861486340366
74.506446,1.05999776954005,0.210817124098168
75.209337,1.06999774849797,0.210771127638678
75.912228,1.0799977274559,0.21072330524463
76.615119,1.08999770641382,0.210673654546206
77.31801,1.09999768537175,0.210622060935305
78.020901,1.10999766432967,0.210567476543463
78.723792,1.1199976432876,0.210510958519043
79.426683,1.12999762224552,0.21045243234388
80.129574,1.13999760120345,0.210391895799961
80.832465,1.14999758016137,0.21032865281927
81.535356,1.1599975591193,0.21026058451364
82.238247,1.16999753807722,0.210189290835926
82.941138,1.17999751703515,0.210114933154686
83.644029,1.18999749599307,0.210037511871594
84.34692,1.199997474951,0.209957260837555
85.049811,1.20999745390892,0.209875589641604
85.752702,1.21999743286685,0.209791142707836
86.455593,1.22999741182477,0.209703779984286
87.158484,1.2399973907827,0.209613502935377
87.861375,1.24999736974062,0.209520546456289
88.564266,1.25999734869855,0.209425844711547
89.267157,1.26999732765647,0.20932832330122
89.970048,1.2799973066144,0.209227871133078
