"Distance []","FFT Distance*$Poles/(3.14159265358979*($DiaGap-$AirGap)*2*60)*1s []","FFT Flux_Lines [] - Time='0.0166666666666667s'"
0,0,1.4363060102603E-06
60.0000727110486,60.0000727110486,0.27381902632653
120.000145422097,120.000145422097,6.66085798681116E-06
180.000218133146,180.000218133146,0.00872922349195242
240.000290844195,240.000290844195,5.57439586158795E-05
300.000363555243,300.000363555243,1.11981784374931E-05
360.000436266292,360.000436266292,2.93659295193561E-05
420.00050897734,420.00050897734,0.000793225744494491
480.000581688389,480.000581688389,8.41554292083967E-07
540.000654399438,540.000654399438,0.000732489174789663
600.000727110486,600.000727110486,2.73043718269967E-06
660.000799821535,660.000799821535,0.000419226160858955
720.000872532584,720.000872532584,5.39431435230248E-06
780.000945243632,780.000945243632,0.000117165823577843
840.001017954681,840.001017954681,8.18651830730378E-07
900.001090665729,900.001090665729,3.76091771652933E-05
960.001163376778,960.001163376778,1.37663571352508E-05
1020.00123608783,1020.00123608783,9.61533789436554E-05
1080.00130879888,1080.00130879888,2.22221927155122E-05
1140.00138150992,1140.00138150992,7.79922472378176E-05
1200.00145422097,1200.00145422097,1.78049646745866E-05
1260.00152693202,1260.00152693202,1.95897379203275E-05
1320.00159964307,1320.00159964307,4.99617760013458E-06
1380.00167235412,1380.00167235412,1.91648315220857E-05
1440.00174506517,1440.00174506517,6.389148736568E-05
1500.00181777622,1500.00181777622,2.79002167852571E-05
1560.00189048726,1560.00189048726,0.000467426227185553
1620.00196319831,1620.00196319831,1.71812337957823E-05
1680.00203590936,1680.00203590936,0.000433991293434292
1740.00210862041,1740.00210862041,1.36972534703152E-05
1800.00218133146,1800.00218133146,2.31710910427372E-05
1860.00225404251,1860.00225404251,4.74571942512604E-07
1920.00232675356,1920.00232675356,1.50320815814659E-07
1980.0023994646,1980.0023994646,1.85255801972865E-06
2040.00247217565,2040.00247217565,4.67202984193858E-06
2100.0025448867,2100.0025448867,2.97148681048567E-06
2160.00261759775,2160.00261759775,5.61947851984486E-06
2220.0026903088,2220.0026903088,2.72905684297956E-06
2280.00276301985,2280.00276301985,2.64186454940172E-06
2340.0028357309,2340.0028357309,1.44688702995065E-06
2400.00290844195,2400.00290844195,3.26700145870264E-07
2460.00298115299,2460.00298115299,2.33486945042454E-06
2520.00305386404,2520.00305386404,1.65816906910854E-07
2580.00312657509,2580.00312657509,9.9652735189143E-07
2640.00319928614,2640.00319928614,5.46416844261429E-07
2700.00327199719,2700.00327199719,2.51667747173609E-06
2760.00334470824,2760.00334470824,3.62196919816864E-07
2820.00341741929,2820.00341741929,7.79079802126649E-07
2880.00349013033,2880.00349013033,2.83700905129017E-08
2940.00356284138,2940.00356284138,1.73283735221121E-06
3000.00363555243,3000.00363555243,1.77100786131482E-07
3060.00370826348,3060.00370826348,5.68970441978586E-06
3120.00378097453,3120.00378097453,1.08562565936171E-07
3180.00385368558,3180.00385368558,3.06035369089681E-05
3240.00392639663,3240.00392639663,4.1325292431363E-07
3300.00399910767,3300.00399910767,2.4817471850676E-05
3360.00407181872,3360.00407181872,1.51690351201795E-07
3420.00414452977,3420.00414452977,5.73087302120264E-06
3480.00421724082,3480.00421724082,1.61998004590347E-07
3540.00428995187,3540.00428995187,8.03998690075017E-07
3600.00436266292,3600.00436266292,7.50442693237432E-08
3660.00443537397,3660.00443537397,5.59959903084039E-07
3720.00450808502,3720.00450808502,2.20531692187357E-07
3780.00458079606,3780.00458079606,8.01369933135344E-07
3840.00465350711,3840.00465350711,1.0400855574103E-07
3900.00472621816,3900.00472621816,2.8080678329113E-07
3960.00479892921,3960.00479892921,2.21264191166103E-07
4020.00487164026,4020.00487164026,6.92413551939295E-08
4080.00494435131,4080.00494435131,2.10613763155982E-07
4140.00501706236,4140.00501706236,1.15837878295288E-07
4200.0050897734,4200.0050897734,2.95830916787457E-08
4260.00516248445,4260.00516248445,2.27972403457839E-07
4320.0052351955,4320.0052351955,3.60013422094284E-08
4380.00530790655,4380.00530790655,2.25645679707478E-07
4440.0053806176,4440.0053806176,3.36455108885358E-07
4500.00545332865,4500.00545332865,2.89309813085898E-07
4560.0055260397,4560.0055260397,7.07620044269036E-08
