"Time []","FFT Time []","FFT InducedVoltage(WindingStatorAX)-InducedVoltage(WindingStatorBY) []","FFT Time []","FFT InducedVoltage(WindingStatorBY)-InducedVoltage(WindingStatorCZ) []","FFT Time []","FFT InducedVoltage(WindingStatorCZ)-InducedVoltage(WindingStatorAX) []"
0,0,0.0649614464980043,0,0.0643683480478012,0,0.000593098450190244
50,50,3896.94934658062,50,3896.85828738793,50,3897.05455161002
100,100,0.0909107589828737,100,0.147216879962074,100,0.202517910423141
150,150,0.0618276671390204,150,0.187581651514967,150,0.235801468135476
200,200,0.0484042781495746,200,0.114311090035066,200,0.153615516723801
250,250,10.7115979609822,250,10.5493097849445,250,10.5935075583941
300,300,0.0801811839204395,300,0.119461103317505,300,0.195245621076487
350,350,3.94046393554238,350,3.82508747343122,350,3.86578304458872
400,400,0.0791763218174135,400,0.109970891716232,400,0.187766820186163
450,450,0.833769928859602,450,0.769266059849561,450,0.636136309407788
500,500,0.0819142163516109,500,0.112167263797319,500,0.191342601854158
550,550,2.99464037829348,550,2.84646758409041,550,3.43608604904794
600,600,0.0831876869579147,600,0.0932016782940574,600,0.176377023362385
650,650,3.77662062447882,650,3.79515753885177,650,3.94686786147133
700,700,0.0690301829242987,700,0.113374365242721,700,0.182141012610375
750,750,0.076927441662681,750,0.207547617016533,750,0.211310834794458
800,800,0.0745523792879809,800,0.111617032950028,800,0.185152908678396
850,850,3.93964472618798,850,3.84921920876827,850,3.98224538766829
900,900,0.0803565175251045,900,0.0979331870098195,900,0.17805547616252
950,950,3.18308144109267,950,3.37821060956245,950,2.87867269908052
1000,1000,0.0785765642937053,1000,0.105951960065012,1000,0.184356146158236
1050,1050,16.4297615758592,1050,16.5798628090778,1050,16.6060876836127
1100,1100,0.079243067761678,1100,0.104462340937751,1100,0.183373132344447
1150,1150,0.767550696146925,1150,0.809578405238746,1150,0.626213080812463
1200,1200,0.0795039130540017,1200,0.103905181382594,1200,0.182965134823968
1250,1250,2.97098697766273,1250,2.97572205557826,1250,3.80081113242125
1300,1300,0.0786197136056188,1300,0.105908603571161,1300,0.184282857319638
1350,1350,0.101907741112833,1350,0.0836007812685098,1350,0.178609233481244
1400,1400,0.0726338393603566,1400,0.10968917675091,1400,0.182062731262327
1450,1450,30.2323020680097,1450,30.1351515928723,1450,30.0763946584184
1500,1500,0.0937693085795163,1500,0.0968577150121241,1500,0.188867984612358
1550,1550,40.7873140643647,1550,40.9714374892998,1550,40.8747274372124
1600,1600,0.0903580989661319,1600,0.101473675626772,1600,0.191629430301062
1650,1650,0.0915884422368439,1650,0.0930307359857356,1650,0.182805410476043
1700,1700,0.0885752376183314,1700,0.100950943924354,1700,0.189214881320267
1750,1750,0.750925550132544,1750,0.896343051011559,1750,0.889192576260919
1800,1800,0.0871632674725491,1800,0.10087343531781,1800,0.187807998075372
1850,1850,0.143010927007525,1850,0.0278653452353545,1850,0.145181540288496
1900,1900,0.0870388097614966,1900,0.101009387740523,1900,0.187801476967003
