"Freq [kHz]","mag(SolidLoss) [W]"
0,46.964732313904
0.05,0.678761722034809
0.1,0.54899496292328
0.15,0.497658638264766
0.2,0.465931849820633
0.25,0.453996693986295
0.3,0.439381579630909
0.35,0.431369173274375
0.4,0.433206211878787
0.45,0.430943140186355
0.5,0.932617862154163
0.55,0.547428116477475
0.6,0.555242507018598
0.65,0.569624501175234
0.7,0.584275961724572
0.75,0.603410984514958
0.8,0.623528098246234
0.85,0.651695004993257
0.9,0.680937023952989
0.95,0.713105975260353
1,4.9188972974253
1.05,0.760385457005153
1.1,0.813903632892045
1.15,0.848724444305647
1.2,0.890006864673868
1.25,0.981574053138048
1.3,1.07722026474099
1.35,1.18676512074315
1.4,1.32779315974413
1.45,1.49514731658801
1.5,5.34709593603295
1.55,1.43216972047855
1.6,1.26011944252576
1.65,1.11334876143919
1.7,0.995263590374148
1.75,0.90021365112628
1.8,0.823118062284504
1.85,0.760291637835662
1.9,0.703944083849841
1.95,0.658976037128031
2,1.52226306701465
2.05,0.575435568257383
2.1,0.539438595417491
2.15,0.516751943112551
2.2,0.483560289877079
2.25,0.469357242908368
2.3,0.443922154389012
2.35,0.42986153955394
2.4,0.415719688493201
2.45,0.397100237451461
2.5,2.91179395946039
2.55,0.360565192036955
2.6,0.348447355271167
2.65,0.337480242924551
2.7,0.325505520559081
2.75,0.316255210281087
2.8,0.307092754689758
2.85,0.295718363569635
2.9,0.285229346160287
2.95,0.272506380461825
3,1.72640814005845
3.05,0.191891472329314
3.1,0.184523581054567
3.15,0.172060597819617
3.2,0.167592779877856
3.25,0.158448630642831
3.3,0.150015877141122
3.35,0.146770489828204
3.4,0.142807889721956
3.45,0.135723550897855
3.5,0.718389493441257
3.55,0.125958538459057
3.6,0.121293117960319
3.65,0.115786971430958
3.7,0.111197229190678
3.75,0.1060765111711
3.8,0.101186624397885
3.85,0.0966860368040216
3.9,0.0921256515902547
3.95,0.0875478449780558
4,0.275165410633354
4.05,0.0781895608619403
4.1,0.0740852609877949
4.15,0.0698564762543549
4.2,0.066911319920694
4.25,0.0618265586856977
4.3,0.0573500494675987
4.35,0.0540778397120461
4.4,0.0509218987782787
4.45,0.0464895223055858
4.5,4.950100783879
4.55,0.0401983138906548
4.6,0.0369993455761993
4.65,0.0334525965106298
4.7,0.0299095649467786
4.75,0.0276561490559499
4.8,0.0255785525259709
4.85,0.0231842596015468
4.9,0.0216674576589754
4.95,0.0208222621091769
5,0.0523261084893147
