"Freq [kHz]","mag(CoreLoss(PoleShoe)) [W]"
0,952.258785333656
0.05,36.2701989648513
0.1,30.9043296898515
0.15,26.9321233485093
0.2,25.7018616391552
0.25,16.7633887526466
0.3,30.1864994101708
0.35,9.07083604478138
0.4,5.46475632762086
0.45,9.62941105469875
0.5,27.8296749712125
0.55,14.5089760648996
0.6,10.7825312279282
0.65,13.2838884731592
0.7,13.2770470358785
0.75,9.19307316387614
0.8,1.88637605509061
0.85,8.72437396187425
0.9,8.91323474340664
0.95,9.5290192724498
1,7.48977530585574
1.05,11.5187391060694
1.1,14.8933240183938
1.15,11.3581871900845
1.2,9.26497434166776
1.25,6.52548269172706
1.3,1.26509084300228
1.35,8.00314504873347
1.4,8.47188308723312
1.45,11.262276317483
1.5,22.0809222794097
1.55,15.1491503963883
1.6,11.3530574326434
1.65,11.1760491529911
1.7,12.9705966575515
1.75,8.81630781022762
1.8,13.6459707233156
1.85,8.48897857423252
1.9,7.51524461242768
1.95,9.12816584095011
2,6.25284876807349
2.05,7.83704129871012
2.1,6.59743238127714
2.15,8.13538647762889
2.2,8.66437859989184
2.25,7.45121186039175
2.3,8.06779428711866
2.35,7.36958588607791
2.4,7.15077824611958
2.45,7.66192194622453
2.5,35.7044549861994
2.55,5.85487480997403
2.6,7.23644808318509
2.65,6.12883152240598
2.7,5.84362473482458
2.75,4.62132131438661
2.8,4.73200067413456
2.85,5.78252564623725
2.9,6.25902050980867
2.95,5.36328794544877
3,67.9408897133267
3.05,4.63563521492515
3.1,5.37736772201998
3.15,4.33162806762734
3.2,4.58506746289345
3.25,4.79062678633681
3.3,4.32614016497456
3.35,4.51906958089081
3.4,3.62549232174594
3.45,4.21960602789415
3.5,3.48197897085183
3.55,4.09489801453473
3.6,3.96964615741214
3.65,4.38985922237301
3.7,3.81472970000194
3.75,3.99547581399917
3.8,4.48174432707061
3.85,4.19293119078612
3.9,3.96440917079912
3.95,4.21918831481331
4,3.87425726971638
4.05,4.12417186621816
4.1,3.93109885376433
4.15,4.31628165291892
4.2,4.34376568803321
4.25,4.29100316977685
4.3,4.51772195328091
4.35,4.3066310546734
4.4,4.25227944974163
4.45,4.32985282458865
4.5,9.8891197456417
4.55,4.11806084827515
4.6,4.1092876047882
4.65,4.00467623638258
4.7,4.05241027108489
4.75,4.10784287811111
4.8,4.00837293907817
4.85,4.05606434375721
4.9,4.12516532815952
4.95,3.95255076940462
5,3.35277810096435
