12.4.2021 15:20	HHP Baksan	2586	3194	17.63	13.83	0.146293	2642	2091	4733	2300	423	44	1.2594	0.1838	0.9307
12.4.2021 16:0	HHP Baksan	2698	3282	17.12	14.19	0.148661	5301	3761	9061	3120	695	72	1.4034	0.1829	0.9718
12.4.2021 16:38	HHP Baksan	2620	3224	18.91	13.51	0.14563	3453	2644	6097	2648	769	77	1.6187	0.1767	0.9389
12.4.2021 17:14	HHP Baksan	2489	3113	17.74	13.59	0.150557	1143	955	2098	1550	199	19	1.4781	0.1993	0.9016
12.4.2021 17:50	HHP Baksan	2489	3113	17.74	13.45	0.150557	1147	961	2108	1552	208	19	1.5088	0.1993	0.9077
12.4.2021 18:27	HHP Baksan	2634	3234	18.77	13.93	0.148968	3800	2722	6522	2748	697	73	1.4663	0.1851	0.9428
12.4.2021 19:5	HHP Baksan	2698	3282	17.12	14.19	0.149252	5325	3778	9102	3127	695	72	1.4034	0.1832	0.9737
12.4.2021 19:41	HHP Baksan	2489	3113	17.74	13.45	0.150557	1143	954	2097	1549	208	19	1.4991	0.2003	0.9079
12.4.2021 20:19	HHP Baksan	2691	3271	18.04	13.97	0.147148	5161	3653	8813	3116	794	66	1.5582	0.1823	0.9629
12.4.2021 20:55	HHP Baksan	2616	3170	18.95	14.29	0.132845	3751	2708	6459	2639	622	60	1.7575	0.1702	0.9028
12.4.2021 21:31	HHP Baksan	2616	3226	18.79	14.37	0.154298	3460	2645	6105	2643	569	39	1.9131	0.1869	0.911
12.4.2021 22:8	HHP Baksan	2668	3238	18.32	14.44	0.141538	4307	3093	7400	2837	602	41	1.9777	0.1794	0.9137
12.4.2021 23:22	HHP Baksan	2541	3117	18.09	13.63	0.133889	2399	1818	4216	2148	417	48	1.3776	0.1808	0.9185
12.4.2021 23:59	HHP Baksan	2541	3147	17.08	13.63	0.142745	2342	1865	4207	2151	368	40	1.3052	0.187	0.9307
13.4.2021 0:36	HHP Baksan	2564	3132	18.55	14.57	0.136422	1919	1437	3356	1920	262	30	1.3309	0.1867	0.8793
13.4.2021 1:14	HHP Baksan	2545	3137	15.95	14.45	0.142188	2957	2276	5233	2324	265	25	0.8284	0.2003	0.9327
13.4.2021 1:51	HHP Baksan	2568	3156	16.58	14.32	0.143606	2081	1540	3621	1965	230	37	1.1036	0.1948	0.9321
13.4.2021 2:28	HHP Baksan	2684	3254	18.04	14.31	0.141057	4908	3366	8274	3003	702	61	1.4561	0.1828	0.943
13.4.2021 3:5	HHP Baksan	2547	3135	17.27	14.32	0.140678	2273	1704	3977	2080	278	37	0.9395	0.1924	0.9152
13.4.2021 3:42	HHP Baksan	2595	3181	17.23	14.36	0.144334	3201	2430	5631	2463	393	43	0.9718	0.1824	0.9324
13.4.2021 4:17	HHP Baksan	2564	3132	18.55	14.29	0.13552	2302	1691	3993	2094	341	34	0.9447	0.189	0.9028
13.4.2021 4:54	HHP Baksan	2606	3168	18.95	14.29	0.134771	2525	1831	4356	2189	423	46	1.513	0.1801	0.8976
13.4.2021 5:30	HHP Baksan	2489	3109	17.19	13.57	0.149005	964	778	1742	1409	151	17	1.2948	0.2028	0.9165
13.4.2021 6:8	HHP Baksan	2657	3285	16.49	13.76	0.158835	4875	4003	8879	3104	668	51	1.476	0.186	0.9777
