"Distance*$Poles/(3.14159265358979*($DiaGap []","FFT Distance*$Poles/(3.14159265358979*($DiaGap []","FFT Flux_Lines [] -  Time='0.02s'"
0,0,1.12538692883017E-07
0.0500000581254128,0.0500000581254128,0.0880046913498361
0.100000116250826,0.100000116250826,7.79286910858297E-08
0.150000174376238,0.150000174376238,0.00212029600716619
0.200000232501651,0.200000232501651,1.04958052052574E-07
0.250000290627064,0.250000290627064,0.000185886237279106
0.300000348752477,0.300000348752477,7.94322862128877E-08
0.35000040687789,0.35000040687789,0.000636247854668752
0.400000465003303,0.400000465003303,6.62751339623962E-08
0.450000523128715,0.450000523128715,0.000423305825958159
0.500000581254128,0.500000581254128,1.06197839134891E-07
0.550000639379541,0.550000639379541,0.000137880691635126
0.600000697504954,0.600000697504954,1.24784120091046E-08
0.650000755630367,0.650000755630367,7.94868146241382E-06
0.700000813755779,0.700000813755779,1.37056884352496E-07
0.750000871881192,0.750000871881192,8.37608942762943E-05
0.800000930006605,0.800000930006605,3.25854765974445E-08
0.850000988132018,0.850000988132018,6.85436077224842E-05
0.900001046257431,0.900001046257431,4.77637672832347E-08
0.950001104382844,0.950001104382844,1.10511053914189E-05
1.00000116250826,1.00000116250826,1.01881520378438E-07
1.05000122063367,1.05000122063367,1.37324849382003E-05
1.10000127875908,1.10000127875908,7.41780212080361E-08
1.15000133688449,1.15000133688449,2.41113059515203E-05
1.20000139500991,1.20000139500991,9.32453280436507E-08
1.25000145313532,1.25000145313532,9.27860243800532E-06
1.30000151126073,1.30000151126073,9.44024875915988E-08
1.35000156938615,1.35000156938615,1.5511128432585E-05
1.40000162751156,1.40000162751156,1.12728050573209E-07
1.45000168563697,1.45000168563697,0.000175671572469143
1.50000174376238,1.50000174376238,1.50432885734937E-07
1.5500018018878,1.5500018018878,0.000184062664320776
1.60000186001321,1.60000186001321,9.60190345700204E-08
1.65000191813862,1.65000191813862,7.29289695801798E-06
1.70000197626404,1.70000197626404,1.65858780169248E-07
1.75000203438945,1.75000203438945,1.80944659751539E-06
1.80000209251486,1.80000209251486,1.67991453098647E-07
1.85000215064027,1.85000215064027,9.60821986163445E-06
1.90000220876569,1.90000220876569,1.38945700618223E-07
1.9500022668911,1.9500022668911,8.82954763238266E-06
2.00000232501651,2.00000232501651,3.61180174212532E-08
2.05000238314193,2.05000238314193,3.03805061861088E-06
2.10000244126734,2.10000244126734,8.41283139907927E-08
2.15000249939275,2.15000249939275,5.1465620925193E-06
2.20000255751816,2.20000255751816,1.45122910676318E-07
2.25000261564358,2.25000261564358,1.16641483516973E-06
2.30000267376899,2.30000267376899,3.11331131765635E-08
2.3500027318944,2.3500027318944,7.23199592923939E-06
2.40000279001982,2.40000279001982,2.55419430086929E-08
2.45000284814523,2.45000284814523,4.7217958142769E-06
2.50000290627064,2.50000290627064,1.4195967770658E-07
2.55000296439605,2.55000296439605,3.53173916443831E-08
2.60000302252147,2.60000302252147,1.33375327824032E-07
2.65000308064688,2.65000308064688,3.99661775722569E-06
2.70000313877229,2.70000313877229,1.12500440411045E-08
2.75000319689771,2.75000319689771,9.65858367650793E-07
2.80000325502312,2.80000325502312,7.53521091639926E-08
2.85000331314853,2.85000331314853,3.0918127115707E-06
2.90000337127394,2.90000337127394,1.12285274035926E-07
2.95000342939936,2.95000342939936,3.14511070714066E-05
3.00000348752477,3.00000348752477,6.49245671060984E-08
3.05000354565018,3.05000354565018,2.81191180237387E-05
3.10000360377559,3.10000360377559,8.29101548279596E-08
3.15000366190101,3.15000366190101,1.24146546564826E-06
3.20000372002642,3.20000372002642,4.55299126199983E-08
3.25000377815183,3.25000377815183,5.81327590866784E-07
3.30000383627725,3.30000383627725,3.21083221309403E-08
3.35000389440266,3.35000389440266,3.70673543235527E-07
3.40000395252807,3.40000395252807,1.55268485966452E-07
3.45000401065348,3.45000401065348,2.62912902095497E-06
3.5000040687789,3.5000040687789,5.61674879825699E-08
3.55000412690431,3.55000412690431,1.80478674365503E-06
3.60000418502972,3.60000418502972,1.0446684348061E-07
3.65000424315514,3.65000424315514,1.51480367372439E-06
3.70000430128055,3.70000430128055,3.02618938355311E-08
3.75000435940596,3.75000435940596,8.98900802104041E-07
3.80000441753137,3.80000441753137,6.26294467201799E-08
3.85000447565679,3.85000447565679,1.22848788588596E-07
3.9000045337822,3.9000045337822,2.53616384255748E-08
3.95000459190761,3.95000459190761,2.29585520117413E-07
4.00000465003303,4.00000465003303,1.48086281279124E-07
4.05000470815844,4.05000470815844,1.64221776001249E-07
4.10000476628385,4.10000476628385,6.14083883290071E-08
4.15000482440926,4.15000482440926,4.40027090410041E-08
4.20000488253468,4.20000488253468,1.22447539573022E-07
4.25000494066009,4.25000494066009,5.278444286169E-08
4.3000049987855,4.3000049987855,3.07219363355204E-08
4.35000505691092,4.35000505691092,9.27804635705231E-08
4.40000511503633,4.40000511503633,2.94285884936235E-08
4.45000517316174,4.45000517316174,6.46312947926977E-07
4.50000523128715,4.50000523128715,3.92622056248548E-08
4.55000528941257,4.55000528941257,6.357533379867E-07
4.60000534753798,4.60000534753798,9.23097229752491E-08
4.65000540566339,4.65000540566339,9.42346180784233E-07
4.7000054637888,4.7000054637888,1.68669492540037E-07
4.75000552191422,4.75000552191422,1.0224504326336E-06
4.80000558003963,4.80000558003963,1.65402348761016E-07
4.85000563816504,4.85000563816504,5.72994396133797E-07
4.90000569629046,4.90000569629046,1.10997039419176E-07
4.95000575441587,4.95000575441587,2.01116185582495E-07
5.00000581254128,5.00000581254128,6.86430185699335E-08
5.05000587066669,5.05000587066669,4.54581914809912E-08
5.10000592879211,5.10000592879211,9.28125194742434E-08
5.15000598691752,5.15000598691752,5.89482750659354E-08
5.20000604504293,5.20000604504293,1.50628144749363E-08
5.25000610316835,5.25000610316835,9.71406976584562E-08
5.30000616129376,5.30000616129376,1.96098806953503E-08
5.35000621941917,5.35000621941917,1.12085136621525E-07
5.40000627754458,5.40000627754458,1.4322934267488E-07
5.45000633567,5.45000633567,1.314155906028E-07
5.50000639379541,5.50000639379541,6.40635242125148E-09
5.55000645192082,5.55000645192082,7.73557797358546E-08
5.60000651004624,5.60000651004624,1.22009785840279E-07
5.65000656817165,5.65000656817165,2.89871495233122E-07
5.70000662629706,5.70000662629706,5.45655530147873E-08
5.75000668442247,5.75000668442247,2.33756350597005E-07
5.80000674254789,5.80000674254789,1.98839611008198E-08
5.8500068006733,5.8500068006733,2.53603527649788E-07
5.90000685879871,5.90000685879871,6.30790619425922E-08
5.95000691692413,5.95000691692413,1.62507626631258E-06
6.00000697504954,6.00000697504954,7.6889992288556E-08
6.05000703317495,6.05000703317495,1.42608030139585E-06
6.10000709130036,6.10000709130036,4.74095776157598E-08
6.15000714942578,6.15000714942578,9.30380172430785E-08
6.20000720755119,6.20000720755119,9.05235798944599E-08
6.2500072656766,6.2500072656766,3.61994273274801E-08
6.30000732380202,6.30000732380202,1.37678642415943E-07
6.35000738192743,6.35000738192743,1.39123439323704E-07
6.40000744005284,6.40000744005284,1.1963688698187E-07
6.45000749817825,6.45000749817825,3.17422160867659E-08
6.50000755630367,6.50000755630367,6.48506945742694E-08
6.55000761442908,6.55000761442908,1.13846950040302E-07
6.60000767255449,6.60000767255449,1.09082841030958E-07
6.6500077306799,6.6500077306799,1.83289767269362E-07
6.70000778880532,6.70000778880532,6.83004219729926E-08
6.75000784693073,6.75000784693073,3.49384600682746E-08
6.80000790505614,6.80000790505614,5.02972399180327E-08
6.85000796318156,6.85000796318156,8.07348657784519E-08
6.90000802130697,6.90000802130697,6.55610184699353E-08
6.95000807943238,6.95000807943238,6.52593363770209E-08
7.00000813755779,7.00000813755779,5.62031309973536E-08
7.05000819568321,7.05000819568321,1.2552403267303E-07
7.10000825380862,7.10000825380862,8.50315610465214E-08
7.15000831193403,7.15000831193403,1.87626838014975E-07
7.20000837005945,7.20000837005945,3.34286957537076E-08
7.25000842818486,7.25000842818486,4.25958196979849E-08
7.30000848631027,7.30000848631027,1.11327076473408E-07
7.35000854443568,7.35000854443568,7.80647558471655E-08
7.4000086025611,7.4000086025611,6.92781215126083E-08
7.45000866068651,7.45000866068651,1.55615418171986E-07
7.50000871881192,7.50000871881192,2.22845849260547E-08
7.55000877693734,7.55000877693734,1.24727504136506E-07
7.60000883506275,7.60000883506275,7.88619021341787E-08
7.65000889318816,7.65000889318816,1.00773402956379E-07
7.70000895131357,7.70000895131357,1.04122228608941E-07
7.75000900943899,7.75000900943899,1.79161102454653E-07
7.8000090675644,7.8000090675644,6.1079460789411E-08
7.85000912568981,7.85000912568981,1.60950428695089E-07
7.90000918381523,7.90000918381523,1.67412301835131E-07
7.95000924194064,7.95000924194064,2.65073967735345E-08
8.00000930006605,8.00000930006605,6.65537486604036E-08
8.05000935819146,8.05000935819146,7.36841851219393E-08
8.10000941631688,8.10000941631688,8.8825561868581E-08
8.15000947444229,8.15000947444229,3.87261999897495E-08
8.2000095325677,8.2000095325677,8.03488742724205E-08
8.25000959069311,8.25000959069311,1.08026388506868E-07
8.30000964881853,8.30000964881853,9.9384973289605E-08
8.35000970694394,8.35000970694394,1.09322269320603E-07
8.40000976506935,8.40000976506935,5.09121946888545E-08
8.45000982319477,8.45000982319477,8.96699133840895E-08
8.50000988132018,8.50000988132018,2.67314307998731E-08
8.55000993944559,8.55000993944559,8.14831116724793E-08
8.60000999757101,8.60000999757101,3.86255049296267E-08
8.65001005569642,8.65001005569642,3.91898729198165E-08
8.70001011382183,8.70001011382183,3.92771232263714E-08
8.75001017194724,8.75001017194724,7.55447288397323E-08
8.80001023007266,8.80001023007266,7.83198526586514E-08
8.85001028819807,8.85001028819807,2.23443530597711E-08
8.90001034632348,8.90001034632348,7.09956609559909E-08
8.95001040444889,8.95001040444889,1.12220675155056E-07
9.00001046257431,9.00001046257431,4.05756616349025E-08
9.05001052069972,9.05001052069972,1.02707142076443E-07
9.10001057882513,9.10001057882513,2.67175479561296E-08
9.15001063695055,9.15001063695055,5.44868130764107E-08
9.20001069507596,9.20001069507596,3.01984063143244E-08
9.25001075320137,9.25001075320137,6.19333430008083E-08
9.30001081132678,9.30001081132678,6.37460353535835E-08
9.3500108694522,9.3500108694522,9.42697523760607E-08
9.40001092757761,9.40001092757761,3.07229630637619E-08
9.45001098570302,9.45001098570302,6.56199178784971E-08
9.50001104382843,9.50001104382843,1.0446337655542E-07
9.55001110195385,9.55001110195385,4.81880127113827E-08
9.60001116007926,9.60001116007926,1.29451785715772E-07
9.65001121820467,9.65001121820467,1.14523043190713E-07
9.70001127633009,9.70001127633009,9.2339830922917E-08
9.7500113344555,9.7500113344555,1.35018842798528E-08
9.80001139258091,9.80001139258091,1.12024485325135E-07
9.85001145070633,9.85001145070633,8.71075373240847E-08
