"Freq [kHz]","mag(SolidLoss) [W]"
0,44.9665793677019
0.05,0.449488013985495
0.1,0.463845192840466
0.15,0.355417393220945
0.2,0.351190831720994
0.25,0.33174436305913
0.3,0.360063599208542
0.35,0.327604201095366
0.4,0.32767648292182
0.45,0.333160634014616
0.5,0.932966723539624
0.55,0.408869250284362
0.6,0.399243023909812
0.65,0.438953457372
0.7,0.448008707870671
0.75,0.479733763324201
0.8,0.510238149052887
0.85,0.533044234893606
0.9,0.48809374627555
0.95,0.597814265848404
1,4.52206495880765
1.05,0.602130760890766
1.1,0.603196293984582
1.15,0.649555815131851
1.2,0.980293430286038
1.25,0.739331874288377
1.3,0.93804832727509
1.35,0.889456905587056
1.4,1.02669986863918
1.45,1.11034557542739
1.5,5.55156524524638
1.55,1.12425575434149
1.6,1.01203269106046
1.65,0.89537063206225
1.7,0.776528148990852
1.75,0.735257235957588
1.8,0.663992536874848
1.85,0.628746045018203
1.9,0.588037824509859
1.95,0.548918709649053
2,0.525273067116348
2.05,0.478635897575541
2.1,0.442968874426372
2.15,0.43184451852936
2.2,0.382701895738161
2.25,0.394300664265018
2.3,0.396590055526304
2.35,0.362678293203536
2.4,0.444232705644158
2.45,0.335938442187703
2.5,5.88519654307133
2.55,0.306645912958064
2.6,0.299089593640672
2.65,0.287427316262354
2.7,0.277612507135886
2.75,0.270094670062
2.8,0.257707741928831
2.85,0.25357505522489
2.9,0.234988685870881
2.95,0.234533205922653
3,8.03677574637235
3.05,0.16831333953516
3.1,0.157181404116792
3.15,0.148496414491577
3.2,0.126559440294471
3.25,0.13570014540698
3.3,0.143701536526151
3.35,0.125141761769981
3.4,0.0967610156124092
3.45,0.115325433407884
3.5,1.03943452560516
3.55,0.106515295502934
3.6,0.10478138828693
3.65,0.0976743391154691
3.7,0.100519010130572
3.75,0.0892281904585911
3.8,0.0841754068078442
3.85,0.0810972186353482
3.9,0.0766652238463047
3.95,0.0731958051065194
4,0.305486294195707
4.05,0.0653762708693771
4.1,0.0628388523271193
4.15,0.0579576146029437
4.2,0.0525058259960867
4.25,0.0507692047105408
4.3,0.0481753863366998
4.35,0.0437637401470452
4.4,0.0381433773748343
4.45,0.0368791281374628
4.5,4.16528004057737
4.55,0.0295897430866577
4.6,0.0264324301193308
4.65,0.0228834946667182
4.7,0.0189110474740087
4.75,0.0162415068608604
4.8,0.0136463548776963
4.85,0.00967826788227578
4.9,0.00835902700211609
4.95,0.00323492448042044
5,0.0390127385603989
