"Freq [kHz]","mag(SolidLoss) [W]"
0,56.1843207908997
0.05,0.728719987430972
0.1,0.599391097359288
0.15,0.594806867315119
0.2,0.607319982161487
0.25,0.55244600097394
0.3,0.516411587820581
0.35,0.528530280007712
0.4,0.525387513600056
0.45,0.535788515698317
0.5,2.08392778702944
0.55,0.610022316654772
0.6,0.634360120125017
0.65,0.64757175150644
0.7,0.652696553475735
0.75,0.703400249039767
0.8,0.732538196927751
0.85,0.780999048589829
0.9,0.823643992474131
0.95,0.873163093690485
1,6.44102595463866
1.05,0.821187645894926
1.1,0.769789518383376
1.15,0.86614025262481
1.2,0.845720706979183
1.25,0.979072860684246
1.3,1.17451534752973
1.35,1.17715550800802
1.4,1.26737288395946
1.45,1.46955802820167
1.5,10.3445391530845
1.55,1.45456180271016
1.6,1.2725811994881
1.65,1.15032108841818
1.7,1.03114275987175
1.75,0.93551129692076
1.8,0.83479356491666
1.85,0.792888050537632
1.9,0.797542632645537
1.95,0.687556488504176
2,0.672897324488251
2.05,0.596454946790107
2.1,0.56675456107659
2.15,0.535009837326072
2.2,0.355326784275809
2.25,0.485136555054993
2.3,0.499221116956484
2.35,0.443009573212656
2.4,0.470432969981739
2.45,0.407819069211376
2.5,12.8260599958112
2.55,0.366112921100346
2.6,0.352687937866218
2.65,0.339724861964625
2.7,0.345778986660329
2.75,0.314368155623694
2.8,0.304144970342735
2.85,0.289552644411813
2.9,0.277475963700501
2.95,0.263051519743185
3,9.44619383159625
3.05,0.203129710314022
3.1,0.189007767554455
3.15,0.186465110309844
3.2,0.181001799835857
3.25,0.173149614404024
3.3,0.171828777169868
3.35,0.160868143225993
3.4,0.184729518969824
3.45,0.148990793370009
3.5,1.45478576749554
3.55,0.137736945684799
3.6,0.130791973384765
3.65,0.126899081318446
3.7,0.165542301945133
3.75,0.116628929843651
3.8,0.117056600638909
3.85,0.106709366131652
3.9,0.0988731649697669
3.95,0.0969758389367609
4,0.354819115905948
4.05,0.0890136285566153
4.1,0.0833710391295434
4.15,0.0800124189188175
4.2,0.075223103808375
4.25,0.0716649917765201
4.3,0.0667237769378906
4.35,0.0638073781507785
4.4,0.0601421730943242
4.45,0.0570153389423983
4.5,1.7408037512006
4.55,0.0474976368942248
4.6,0.0450446926416513
4.65,0.0418944753431376
4.7,0.0436567597138201
4.75,0.0366263951203077
4.8,0.0468775028843777
4.85,0.0326416305416446
4.9,0.034134474393285
4.95,0.0304885822662457
5,0.192395496171944
