"Freq [kHz]","mag(SolidLoss) [W]"
0,10915.2890911293
0.0599999999999999,406.129224183834
0.12,391.640938391454
0.18,410.725140311179
0.24,504.212923401005
0.299999999999999,3075.02984365011
0.359999999999999,430.545964751756
0.419999999999999,327.79452165117
0.479999999999999,287.209660375316
0.539999999999999,238.238315323382
0.599999999999999,366.644028815295
0.659999999999999,176.527796323343
0.719999999999999,132.467220740966
0.779999999999998,131.470134199787
0.839999999999998,112.565776140387
0.899999999999998,83.6417802098551
0.959999999999998,74.8488973813421
1.02,57.1207870920083
1.08,48.362825251527
1.14,33.7441858167898
1.2,97.8607634012505
1.26,11.5084334427028
1.32,461.487551908545
1.38,36.9880421749896
1.44,59.8558420266968
1.5,59.2735257520267
1.56,133.067928172135
1.62,736.163354882775
1.68,164.403123553035
1.74,148.463242908188
1.8,267.876766801734
1.86,122.892848736887
1.92,4198.00766454704
1.98,105.9903485547
2.04,100.261837502412
2.1,105.756936298507
2.16,88.2919621667555
2.22,109.174728004166
2.28,76.3580848130354
2.34,72.4990224748404
2.4,72.7773888447118
2.46,67.6986696680164
2.52,80.4538757416467
2.58,60.2578291204774
2.63999999999999,63.7253004239444
2.69999999999999,56.6060148084423
2.75999999999999,52.240586332744
2.81999999999999,51.2464966418968
2.87999999999999,48.2048445247193
2.93999999999999,41.3658893679402
2.99999999999999,44.2716935773387
3.05999999999999,41.5163202719308
3.11999999999999,44.018097957117
3.17999999999999,39.5842532823315
3.23999999999999,81.5857268129567
3.29999999999999,35.9762136923303
3.35999999999999,34.116095390974
3.41999999999999,29.3888155796225
3.47999999999999,28.05882674202
3.53999999999999,26.153305038496
3.59999999999999,28.1325796401686
3.65999999999999,26.6815505671356
3.71999999999999,37.8939004798446
3.77999999999999,25.3847941980894
3.83999999999999,24.6342651858532
3.89999999999999,23.254162347337
3.95999999999999,17.7947657280057
4.01999999999999,21.574972013414
4.07999999999999,19.1743636296727
4.13999999999999,14.9067607028167
4.19999999999999,18.276644850629
4.25999999999999,22.7590127312253
4.31999999999999,18.3253780819873
4.37999999999999,19.1134531356791
4.43999999999999,20.2660104469983
4.49999999999999,17.540764174355
