"Distance []","FFT Distance*$Poles/(3.14159265358979*($DiaGap-$AirGap)*2*60)*1s []","FFT Flux_Lines [] - Time='0.0166666666666667s'"
0,0,1.83730077523742E-05
60.0000792031298,60.0000792031298,0.326991615093544
120.00015840626,120.00015840626,6.01904248698733E-05
180.000237609389,180.000237609389,0.00965389181511029
240.000316812519,240.000316812519,9.70463615192317E-05
300.000396015649,300.000396015649,0.00027203272216241
360.000475218779,360.000475218779,5.61976649424743E-05
420.000554421908,420.000554421908,0.00112909580522645
480.000633625038,480.000633625038,1.00237084116909E-05
540.000712828168,540.000712828168,0.000899577947663787
600.000792031298,600.000792031298,1.26597049081533E-06
660.000871234428,660.000871234428,0.000486523765793944
720.000950437557,720.000950437557,3.0701966171503E-06
780.001029640687,780.001029640687,0.000165502818424818
840.001108843817,840.001108843817,1.91904972420047E-06
900.001188046947,900.001188046947,1.52876817336595E-06
960.001267250076,960.001267250076,6.40607405311472E-06
1020.00134645321,1020.00134645321,9.18521415481016E-05
1080.00142565634,1080.00142565634,1.55330156659336E-05
1140.00150485947,1140.00150485947,0.000105594847384859
1200.0015840626,1200.0015840626,1.48721229212214E-05
1260.00166326573,1260.00166326573,5.32048453105613E-05
1320.00174246886,1320.00174246886,5.69744831840079E-06
1380.00182167198,1380.00182167198,1.58260648195564E-06
1440.00190087511,1440.00190087511,3.53106986953772E-05
1500.00198007824,1500.00198007824,2.12451145707645E-05
1560.00205928137,1560.00205928137,0.000368906174639354
1620.0021384845,1620.0021384845,5.5503144344115E-05
1680.00221768763,1680.00221768763,0.000366712468873112
1740.00229689076,1740.00229689076,1.03030209295567E-05
1800.00237609389,1800.00237609389,7.62065810397587E-06
1860.00245529702,1860.00245529702,1.54374956686691E-06
1920.00253450015,1920.00253450015,3.48627852566188E-06
1980.00261370328,1980.00261370328,8.42301838669612E-06
2040.00269290641,2040.00269290641,1.77290625813888E-06
2100.00277210954,2100.00277210954,4.36662782341027E-06
2160.00285131267,2160.00285131267,4.16323413539293E-06
2220.0029305158,2220.0029305158,2.74064427013048E-06
2280.00300971893,2280.00300971893,2.68826687798265E-06
2340.00308892206,2340.00308892206,6.33548981716186E-07
2400.00316812519,2400.00316812519,8.36383422199655E-07
2460.00324732832,2460.00324732832,2.32463598737426E-06
2520.00332653145,2520.00332653145,1.9411269069902E-07
2580.00340573458,2580.00340573458,2.07435678084341E-06
2640.00348493771,2640.00348493771,5.49834681110055E-07
2700.00356414084,2700.00356414084,4.0435657883349E-06
2760.00364334397,2760.00364334397,7.12508415656903E-07
2820.0037225471,2820.0037225471,3.55236891853701E-06
2880.00380175023,2880.00380175023,5.64258126476629E-07
2940.00388095336,2940.00388095336,1.12718067366379E-06
3000.00396015649,3000.00396015649,6.75053002951978E-07
3060.00403935962,3060.00403935962,1.07285760172474E-05
3120.00411856275,3120.00411856275,3.15532930556218E-07
3180.00419776588,3180.00419776588,6.13535996907849E-05
3240.00427696901,3240.00427696901,2.99173306623823E-07
3300.00435617214,3300.00435617214,5.37894241953321E-05
3360.00443537527,3360.00443537527,5.90820978776292E-07
3420.0045145784,3420.0045145784,1.08935714281689E-05
3480.00459378153,3480.00459378153,3.5906654020938E-07
3540.00467298466,3540.00467298466,2.00988953894418E-06
3600.00475218779,3600.00475218779,1.84909934562221E-07
3660.00483139092,3660.00483139092,3.16457633564296E-07
3720.00491059405,3720.00491059405,6.5093920237084E-07
3780.00498979718,3780.00498979718,7.80786193336333E-07
3840.00506900031,3840.00506900031,3.60772040560923E-07
3900.00514820344,3900.00514820344,1.18593926408688E-06
3960.00522740657,3960.00522740657,1.99540752284986E-07
4020.0053066097,4020.0053066097,3.22720448308437E-07
4080.00538581282,4080.00538581282,3.72817498680822E-07
4140.00546501595,4140.00546501595,3.18108747783677E-07
4200.00554421908,4200.00554421908,6.95046573998183E-07
4260.00562342221,4260.00562342221,5.80054887303251E-07
4320.00570262534,4320.00570262534,3.5976035692947E-07
4380.00578182847,4380.00578182847,4.1556448949378E-07
4440.0058610316,4440.0058610316,3.51596321427767E-07
4500.00594023473,4500.00594023473,1.28022375512438E-07
4560.00601943786,4560.00601943786,2.14465290448027E-07
4620.00609864099,4620.00609864099,2.21314992189256E-07
4680.00617784412,4680.00617784412,1.94880995299294E-06
4740.00625704725,4740.00625704725,3.43488466688381E-07
4800.00633625038,4800.00633625038,7.76724357293204E-06
4860.00641545351,4860.00641545351,4.21528781229205E-07
4920.00649465664,4920.00649465664,7.09908525521911E-06
4980.00657385977,4980.00657385977,1.51179214085158E-06
5040.0066530629,5040.0066530629,1.17099200564801E-06
5100.00673226603,5100.00673226603,1.2089664615339E-06
5160.00681146916,5160.00681146916,3.60495415911345E-07
5220.00689067229,5220.00689067229,8.07743782457966E-07
5280.00696987542,5280.00696987542,4.14200038387703E-07
5340.00704907855,5340.00704907855,7.1904252628911E-07
5400.00712828168,5400.00712828168,2.31797128068689E-07
5460.00720748481,5460.00720748481,3.87359874499932E-07
5520.00728668794,5520.00728668794,3.92938940404874E-07
5580.00736589107,5580.00736589107,2.3526615465318E-07
5640.0074450942,5640.0074450942,2.58870377331953E-07
5700.00752429733,5700.00752429733,2.3937856988163E-07
5760.00760350046,5760.00760350046,2.80718372735119E-07
5820.00768270359,5820.00768270359,5.45919313822697E-07
5880.00776190672,5880.00776190672,9.70619325394632E-07
5940.00784110985,5940.00784110985,2.55004751723325E-07
6000.00792031298,6000.00792031298,8.97304712369888E-07
6060.00799951611,6060.00799951611,5.68392501899167E-07
6120.00807871924,6120.00807871924,3.27103180425161E-07
6180.00815792237,6180.00815792237,3.73308523454401E-07
6240.0082371255,6240.0082371255,8.87755173013416E-08
6300.00831632863,6300.00831632863,4.41620133807304E-07
6360.00839553176,6360.00839553176,5.66799406536233E-07
6420.00847473489,6420.00847473489,1.08184042935216E-06
6480.00855393802,6480.00855393802,2.33311434888238E-07
6540.00863314115,6540.00863314115,1.99228756038302E-07
6600.00871234428,6600.00871234428,5.90642331880703E-07
6660.00879154741,6660.00879154741,7.2740762699748E-07
6720.00887075054,6720.00887075054,1.7009917274982E-07
6780.00894995367,6780.00894995367,3.86934705711552E-07
6840.00902915679,6840.00902915679,5.45069873812516E-07
6900.00910835992,6900.00910835992,8.36934371812382E-07
6960.00918756305,6960.00918756305,4.98314844905712E-07
7020.00926676618,7020.00926676618,3.02240540131947E-07
7080.00934596931,7080.00934596931,5.69826418671149E-07
7140.00942517244,7140.00942517244,1.51036261941285E-07
7200.00950437557,7200.00950437557,3.52406713030881E-07
7260.0095835787,7260.0095835787,4.04972149270737E-07
7320.00966278183,7320.00966278183,1.3896153403716E-07
7380.00974198496,7380.00974198496,5.5325517151117E-07
7440.00982118809,7440.00982118809,5.76632909985394E-07
7500.00990039122,7500.00990039122,1.3279033332152E-06
7560.00997959435,7560.00997959435,1.4518902545861E-07
7620.01005879748,7620.01005879748,1.50015518820491E-06
7680.01013800061,7680.01013800061,6.33937327250292E-07
7740.01021720374,7740.01021720374,7.86543993839513E-07
7800.01029640687,7800.01029640687,7.1898773214514E-07
7860.01037561,7860.01037561,4.70639264786355E-08
7920.01045481313,7920.01045481313,3.47974984276245E-07
7980.01053401626,7980.01053401626,5.78475164547653E-07
8040.01061321939,8040.01061321939,2.00886900515567E-06
8100.01069242252,8100.01069242252,2.69909085341914E-07
8160.01077162565,8160.01077162565,1.3982737062003E-06
8220.01085082878,8220.01085082878,5.6152385793515E-07
8280.01093003191,8280.01093003191,5.55144503779825E-07
8340.01100923504,8340.01100923504,1.28236568604764E-07
8400.01108843817,8400.01108843817,4.15320042647602E-08
8460.0111676413,8460.0111676413,3.8899270887257E-07
8520.01124684443,8520.01124684443,6.91229938335906E-07
8580.01132604756,8580.01132604756,2.24184921274417E-07
8640.01140525069,8640.01140525069,1.98082121348099E-07
8700.01148445382,8700.01148445382,1.46802008776364E-07
8760.01156365695,8760.01156365695,6.22782687232794E-07
8820.01164286008,8820.01164286008,2.73198098937812E-07
8880.01172206321,8880.01172206321,1.39750325392114E-07
8940.01180126634,8940.01180126634,2.94268421205956E-07
9000.01188046947,9000.01188046947,6.55577458955195E-07
9060.0119596726,9060.0119596726,1.97074598637586E-07
9120.01203887573,9120.01203887573,9.54021676776497E-07
9180.01211807886,9180.01211807886,3.22044904935311E-07
9240.01219728199,9240.01219728199,8.62918454750533E-07
9300.01227648512,9300.01227648512,5.98498726765119E-07
9360.01235568825,9360.01235568825,7.28166573806845E-07
9420.01243489138,9420.01243489138,7.01557915596956E-07
9480.01251409451,9480.01251409451,2.61081410299547E-07
9540.01259329764,9540.01259329764,2.84525066170504E-07
9600.01267250076,9600.01267250076,4.8299426365645E-07
9660.01275170389,9660.01275170389,1.72973129834958E-06
9720.01283090702,9720.01283090702,3.00815659370599E-07
9780.01291011015,9780.01291011015,1.36221029169713E-06
9840.01298931328,9840.01298931328,2.14191896672754E-07
9900.01306851641,9900.01306851641,3.80733170164146E-07
9960.01314771954,9960.01314771954,4.35179610994068E-07
10020.0132269227,10020.0132269227,1.75382400958147E-07
