"Freq [kHz]","mag(SolidLoss) [W]"
0,9386.16675437521
0.0599999999999999,323.548275012328
0.12,336.525968461549
0.18,366.189585532932
0.24,462.416016293406
0.299999999999999,2789.65939366006
0.359999999999999,445.08889709318
0.419999999999999,354.789162967442
0.479999999999999,307.226589659672
0.539999999999999,260.410353861601
0.599999999999999,270.035623117346
0.659999999999999,201.991057280713
0.719999999999999,163.129466180241
0.779999999999998,158.856789429344
0.839999999999998,141.690792293201
0.899999999999998,112.40162042375
0.959999999999998,110.28208813527
1.02,86.8823857462153
1.08,85.9576122931627
1.14,75.8019358249115
1.2,55.6570096578303
1.26,53.5258053379455
1.32,379.95472005322
1.38,32.6889170001268
1.44,24.5912018126339
1.5,24.3343153053218
1.56,48.8299560388351
1.62,351.109657498012
1.68,89.8091187352658
1.74,88.209137232891
1.8,190.671855949204
1.86,78.9529224234203
1.92,2568.37555319855
1.98,71.0037573879721
2.04,68.098517529492
2.1,76.0744443648103
2.16,61.9880436038378
2.22,64.6999262001357
2.28,54.9628805168441
2.34,54.2447648783657
2.4,50.8545743906009
2.46,48.2803627357559
2.52,44.2082521900432
2.58,44.3169819641749
2.63999999999999,40.2870565338846
2.69999999999999,41.2848363668857
2.75999999999999,39.0808115907449
2.81999999999999,36.9477065179802
2.87999999999999,35.5998510670086
2.93999999999999,40.0297409857829
2.99999999999999,33.6192733714387
3.05999999999999,30.9592743940379
3.11999999999999,31.59989290583
3.17999999999999,28.9286349974254
3.23999999999999,67.9351173629042
3.29999999999999,26.2117699266832
3.35999999999999,25.1340573521127
3.41999999999999,20.8846320360255
3.47999999999999,18.8620658787924
3.53999999999999,23.7817829683529
3.59999999999999,16.4493816719813
3.65999999999999,17.6293443531538
3.71999999999999,23.4940291263497
3.77999999999999,16.8973193823278
3.83999999999999,18.059329868145
3.89999999999999,15.3745929759482
3.95999999999999,15.7851838702588
4.01999999999999,13.4678419029319
4.07999999999999,12.5351501840903
4.13999999999999,14.8426101656611
4.19999999999999,11.0126647420514
4.25999999999999,9.53747393611214
4.31999999999999,10.3617220368929
4.37999999999999,10.43552133978
4.43999999999999,9.83556191359233
4.49999999999999,9.69180551110961
