"Freq [kHz]","mag(SolidLoss) [W]"
0,37.1175532091122
0.05,0.62069870943213
0.1,0.432532418452575
0.15,0.385739349009178
0.2,0.364561624469814
0.25,0.359378517921144
0.3,0.352981643351866
0.35,0.351043211432832
0.4,0.353999886525353
0.45,0.351453822128861
0.5,1.18452095809484
0.55,0.41945849582829
0.6,0.422995184705642
0.65,0.438518927948101
0.7,0.45661687056915
0.75,0.474276483280033
0.8,0.495168703598025
0.85,0.523095322811415
0.9,0.556685153882253
0.95,0.593387797461645
1,4.47426111930195
1.05,0.519901336363322
1.1,0.564554529607998
1.15,0.571752305929733
1.2,0.589037060701388
1.25,0.639879284294716
1.3,0.697518689652531
1.35,0.745550254851633
1.4,0.809773683529002
1.45,0.902643416507787
1.5,7.28548595487367
1.55,0.892751146241627
1.6,0.796342060838472
1.65,0.729513584813778
1.7,0.66688330647351
1.75,0.610853812049679
1.8,0.558443452159342
1.85,0.521400139951957
1.9,0.492875251185376
1.95,0.455069591629389
2,0.410734531829134
2.05,0.389900510217055
2.1,0.367852437871494
2.15,0.351308949639702
2.2,0.334298799812147
2.25,0.318852051798867
2.3,0.286611035594729
2.35,0.291806672348869
2.4,0.298914579029559
2.45,0.270079473680938
2.5,8.92789658961706
2.55,0.241433390854515
2.6,0.235245604336745
2.65,0.225324975141597
2.7,0.218606835154999
2.75,0.209373850719379
2.8,0.201932508068641
2.85,0.193937947246588
2.9,0.186447586761586
2.95,0.183952379982879
3,5.77110585287084
3.05,0.12322428428232
3.1,0.122303041191055
3.15,0.117779053494429
3.2,0.112524496918591
3.25,0.108716263488423
3.3,0.102899328078056
3.35,0.100747125606873
3.4,0.105312594678064
3.45,0.0931474864739101
3.5,1.15971971726343
3.55,0.0861329109620195
3.6,0.0814858966822763
3.65,0.0791617448775487
3.7,0.0765713209350526
3.75,0.072564606406597
3.8,0.072292162471258
3.85,0.0661835292747496
3.9,0.0619315241640861
3.95,0.0598909717956372
4,0.455459037652972
4.05,0.0544155053077984
4.1,0.0495546983566452
4.15,0.0486872839875182
4.2,0.0463036618904937
4.25,0.0433832034422234
4.3,0.0409082685293602
4.35,0.0385187099340286
4.4,0.0361997505791202
4.45,0.0343140977259389
4.5,2.36632436533747
4.55,0.0305339026698066
4.6,0.0268963780070466
4.65,0.0266024104970403
4.7,0.0241151426344984
4.75,0.0230414606250452
4.8,0.0219617022807676
4.85,0.020329070354549
4.9,0.0194469616473044
4.95,0.0188645875609756
5,0.11923194671746
