"Freq [kHz]","mag(SolidLoss) [W]"
0,14.5176312215462
0.05,0.221877177547731
0.1,0.140262366707878
0.15,0.115558468680376
0.2,0.107276477064462
0.25,0.104100050529928
0.3,0.102329733224137
0.35,0.101429590098478
0.4,0.102314846040862
0.45,0.0991137660217841
0.5,0.426632027265848
0.55,0.138074383967711
0.6,0.137654385448443
0.65,0.142534075541177
0.7,0.149112560431317
0.75,0.154876363953305
0.8,0.161873262424184
0.85,0.171399610391817
0.9,0.185470671479635
0.95,0.195648022428342
1,1.79781979268831
1.05,0.179118558430973
1.1,0.195632344176294
1.15,0.200944760304631
1.2,0.207954152939417
1.25,0.225503701202283
1.3,0.247233201591015
1.35,0.259579929388857
1.4,0.279505444639044
1.45,0.319528994759825
1.5,2.25622710007084
1.55,0.329650420790943
1.6,0.284893051419831
1.65,0.261385581701655
1.7,0.241854291335535
1.75,0.222529219297485
1.8,0.203415934737281
1.85,0.192335275822521
1.9,0.180978590742713
1.95,0.169794737781151
2,0.172639307547962
2.05,0.145665219199954
2.1,0.135298361273171
2.15,0.13237333510839
2.2,0.129780041465146
2.25,0.120876041969695
2.3,0.107953749204923
2.35,0.111359609778264
2.4,0.110814459368938
2.45,0.103861069628749
2.5,2.37902147921218
2.55,0.0939201433627895
2.6,0.0917020670523288
2.65,0.0885432061397979
2.7,0.0858897489659375
2.75,0.0832648612720891
2.8,0.0810425713895403
2.85,0.0783324627358496
2.9,0.0756745738916211
2.95,0.0774360380044966
3,2.39189819276511
3.05,0.0451623200001764
3.1,0.0462476021483052
3.15,0.04435313644753
3.2,0.0418649251885863
3.25,0.0403799553591405
3.3,0.0373953226721166
3.35,0.0370523889658858
3.4,0.0369509349667123
3.45,0.0340448449906821
3.5,0.417466758990757
3.55,0.0315040094051217
3.6,0.0306760118998549
3.65,0.028827684878215
3.7,0.0270490811058667
3.75,0.0263058660058624
3.8,0.0256333235944045
3.85,0.0238698567780953
3.9,0.0227052206674204
3.95,0.0215170685506142
4,0.163126466910727
4.05,0.0190731458771876
4.1,0.0179942916754506
4.15,0.0168788092517296
4.2,0.0160731204099878
4.25,0.0147211173433483
4.3,0.0136731275475074
4.35,0.0126254100273451
4.4,0.0114854577638867
4.45,0.0105625586234197
4.5,1.57281859541868
4.55,0.00892809933114185
4.6,0.00762210933782857
4.65,0.00693351361684164
4.7,0.00639911219237042
4.75,0.00499593922139073
4.8,0.00397794406771191
4.85,0.00311191503720146
4.9,0.00207501547467518
4.95,0.00147546622299077
5,0.0147524139668636
