24.5.2020 18:41	LaEska	10192	11322	16.35	28.01	2.039597	395266	656800	1052066	15711	5676	18678	0.1555	0.2137	0.748
24.5.2020 19:25	LaEska	10509	11543	16.65	28.09	1.954109	468210	686132	1154342	16474	5790	13561	0.1801	0.2208	0.7639
24.5.2020 19:57	LaEska	10313	10943	17.31	21.99	1.00386	592449	665302	1257751	14402	13488	11776	0.5196	0.2176	0.874
24.5.2020 20:34	LaEska	10859	11889	22.47	28.49	2.020432	410607	512711	923318	16140	8542	9366	0.3083	0.1456	0.6972
24.5.2020 21:8	LaEska	10347	11055	18.49	27.01	1.181967	597919	602738	1200657	15636	8184	11175	0.2313	0.1903	0.7381
24.5.2020 21:45	LaEska	10643	11509	17.98	29.92	1.598875	447043	555363	1002407	15261	4409	10537	0.1944	0.2002	0.7109
24.5.2020 22:21	LaEska	10690	11398	18.69	21.12	1.246261	768552	766198	1534750	17719	27417	20060	0.4403	0.181	0.904
24.5.2020 23:2	LaEska	11254	12024	16.98	24.7	1.434222	804683	815751	1620434	18148	14838	12284	0.401	0.2065	0.8573
24.5.2020 23:30	LaEska	9849	10461	19.02	24.55	0.91908	254567	247029	501597	9412	4337	3550	0.251	0.2041	0.7485
25.5.2020 0:6	LaEska	10979	11681	23.63	27.59	1.265858	582362	513687	1096049	16403	10479	9123	0.2904	0.1447	0.7059
25.5.2020 0:39	LaEska	10499	11307	22.98	22.41	1.460223	557081	594869	1151949	17130	21390	12617	0.3271	0.152	0.807
25.5.2020 1:9	LaEska	10394	10950	22.21	23	0.873094	625125	544314	1169438	14996	14870	10567	0.2356	0.1628	0.7864
25.5.2020 1:40	LaEska	9914	11092	17.92	23.56	2.145826	240778	417265	658043	12448	7848	8510	0.2718	0.2165	0.8055
25.5.2020 2:10	LaEska	10091	10953	21.56	24.69	1.505553	448737	556390	1005127	15859	11600	8823	0.2944	0.1629	0.7439
25.5.2020 2:41	LaEska	10038	11076	21.25	20.31	1.878309	410892	589464	1000357	16112	25791	16399	0.2171	0.1686	0.8531
25.5.2020 3:45	LaEska	10595	11177	22.86	24.58	0.957816	689641	573030	1262671	16104	16103	17001	0.336	0.1381	0.7554
25.5.2020 4:18	LaEska	10535	11283	24	28.74	1.341072	452294	467911	920205	15249	7323	8502	0.2533	0.1458	0.6678
25.5.2020 4:49	LaEska	10074	10582	23.2	22.48	0.753789	606922	504558	1111480	14186	14289	7413	0.4041	0.1763	0.778
25.5.2020 5:31	LaEska	10958	11656	22.22	20.14	1.252125	827278	711863	1539141	18851	53240	17670	0.3866	0.1488	0.9122
25.5.2020 8:14	LaEska	11233	11943	24.71	21.79	1.35531	739103	634302	1373405	18537	50265	17172	0.4254	0.1276	0.8617
25.5.2020 6:49	LaEska	10931	11559	21.79	28.34	1.095413	645678	531247	1176925	15895	9143	14366	0.2713	0.1564	0.7042
25.5.2020 7:30	LaEska	11119	12093	17.2	25.91	1.904972	575335	745161	1320496	17858	11460	16597	0.3272	0.1973	0.8191
25.5.2020 8:10	LaEska	10713	11683	15.59	28.51	1.821724	534685	743487	1278173	16605	7324	18187	0.2534	0.2281	0.7855
25.5.2020 8:50	LaEska	10700	11838	16.03	26.73	2.22888	464361	752772	1217133	16933	7284	12436	0.2352	0.2288	0.8123
25.5.2020 9:32	LaEska	11342	12044	19.11	22.12	1.316933	890199	825222	1715421	18986	32125	27256	0.5389	0.1566	0.9079
25.5.2020 10:16	LaEska	11272	12394	15.95	20.68	2.317273	743632	1076354	1819986	20718	30391	22703	0.4286	0.218	1.0141
25.5.2020 10:55	LaEska	10997	11741	17.72	20.27	1.380086	870311	891430	1761740	18912	33190	26920	0.4893	0.1932	0.9669
25.5.2020 11:33	LaEska	10856	11608	23.56	25.43	1.37331	556534	537966	1094501	16680	16288	15768	0.3085	0.1467	0.743
25.5.2020 12:3	LaEska	9971	10895	16.96	28	1.591559	320162	481886	802048	13234	4265	7942	0.2069	0.2268	0.7242
25.5.2020 12:39	LaEska	10591	11493	18.15	29.55	1.637807	414758	545377	960134	15137	4973	9011	0.1957	0.1979	0.7061
25.5.2020 13:14	LaEska	10840	11492	24.15	23.78	1.16718	651236	557457	1208692	16749	21888	9908	0.3091	0.1468	0.7901
25.5.2020 13:48	LaEska	11090	11764	24.94	24.35	1.248555	665874	563046	1228920	17288	19356	10287	0.3551	0.1313	0.7801
25.5.2020 14:21	LaEska	10458	11150	23.81	27.19	1.205431	490889	477995	968884	15255	8412	14079	0.153	0.1446	0.6944
25.5.2020 14:55	LaEska	10192	10684	23.55	27.77	0.720843	547091	433431	980522	13216	5103	3855	0.3549	0.1749	0.6608
25.5.2020 15:26	LaEska	10310	11132	24.45	23.97	1.445804	395134	459872	855006	14844	16746	13499	0.258	0.1562	0.7429
25.5.2020 16:1	LaEska	11013	11733	21.48	22.11	1.312147	786816	698056	1484872	18614	33201	21583	0.3727	0.1448	0.8634
