"Distance []","FFT Distance*$Poles/(3.14159265358979*($DiaGap-$AirGap)*2*60)*1s []","FFT Flux_Lines [] - Time='0.0166666666666667s'"
0,0,1.49321646282529E-05
60.0000458733116,60.0000458733116,0.287228479771926
120.000091746623,120.000091746623,2.48406770344598E-05
180.000137619935,180.000137619935,0.0108735947682821
240.000183493247,240.000183493247,8.0795447848684E-05
300.000229366558,300.000229366558,0.000206790788222534
360.00027523987,360.00027523987,3.14612949925531E-05
420.000321113181,420.000321113181,0.00107941697522238
480.000366986493,480.000366986493,4.65366674891576E-06
540.000412859805,540.000412859805,0.000924149858447285
600.000458733116,600.000458733116,1.22744986545859E-05
660.000504606428,660.000504606428,0.000470905412173973
720.00055047974,720.00055047974,6.4300991468713E-06
780.000596353051,780.000596353051,0.000113446740790679
840.000642226363,840.000642226363,6.05264667759238E-06
900.000688099675,900.000688099675,5.12087050532498E-05
960.000733972986,960.000733972986,2.08546484989868E-05
1020.0007798463,1020.0007798463,0.000113454343058206
1080.00082571961,1080.00082571961,2.6402491875969E-05
1140.00087159292,1140.00087159292,8.83085726818808E-05
1200.00091746623,1200.00091746623,1.8333610093276E-05
1260.00096333954,1260.00096333954,2.09912348836722E-05
1320.00100921286,1320.00100921286,8.74892006482612E-06
1380.00105508617,1380.00105508617,1.66792533476459E-05
1440.00110095948,1440.00110095948,7.6582841825792E-05
1500.00114683279,1500.00114683279,2.09770226862598E-05
1560.0011927061,1560.0011927061,0.000500385978638198
1620.00123857941,1620.00123857941,4.0707673396602E-05
1680.00128445273,1680.00128445273,0.000471805130455627
1740.00133032604,1740.00133032604,1.81835696481414E-05
1800.00137619935,1800.00137619935,3.06605288903935E-05
1860.00142207266,1860.00142207266,1.8757401056838E-07
1920.00146794597,1920.00146794597,7.93243267391746E-07
1980.00151381928,1980.00151381928,7.85741440503912E-06
2040.0015596926,2040.0015596926,7.06115069533051E-06
2100.00160556591,2100.00160556591,3.40992306502092E-06
2160.00165143922,2160.00165143922,7.6148361268296E-06
2220.00169731253,2220.00169731253,1.33873557174962E-06
2280.00174318584,2280.00174318584,3.02160525551032E-06
2340.00178905915,2340.00178905915,1.98130284904802E-06
2400.00183493247,2400.00183493247,4.42726002179244E-07
