10.4.2021 18:43	HHP Baksan	2682	3296	18.8	13.91	0.154828	4095	3113	7208	2879	822	59	2.0883	0.1771	0.9388
10.4.2021 19:23	HHP Baksan	2690	3304	18.8	13.91	0.154884	4339	3311	7650	2960	885	57	2.2803	0.1754	0.9377
10.4.2021 20:2	HHP Baksan	2696	3276	17.49	14.34	0.150063	4650	3308	7958	2914	593	31	2.207	0.1909	0.9488
10.4.2021 20:41	HHP Baksan	2696	3276	17.49	14.34	0.150063	4561	3245	7806	2887	581	31	2.2008	0.1917	0.9482
10.4.2021 21:17	HHP Baksan	2605	3199	19.25	13.68	0.144079	3339	2537	5877	2595	712	62	1.5149	0.1782	0.9278
10.4.2021 21:58	HHP Baksan	2690	3304	18.8	13.91	0.155304	4327	3281	7608	2958	878	61	2.1357	0.1765	0.9414
10.4.2021 22:35	HHP Baksan	2690	3304	18.8	13.91	0.155304	4327	3281	7608	2958	878	61	2.1356	0.1765	0.9414
10.4.2021 23:13	HHP Baksan	2690	3304	18.8	13.95	0.155304	4322	3275	7598	2956	866	61	2.1257	0.1764	0.9397
10.4.2021 23:50	HHP Baksan	2700	3296	19.27	14.39	0.156057	4918	3642	8561	3117	848	44	2.1737	0.1757	0.9301
11.4.2021 0:29	HHP Baksan	2696	3276	17.49	14.19	0.148502	4599	3244	7843	2914	603	48	1.4694	0.1874	0.9634
11.4.2021 1:6	HHP Baksan	2698	3260	18.79	14.45	0.142969	5334	3669	9003	3141	824	74	1.663	0.1739	0.9366
11.4.2021 1:41	HHP Baksan	2622	3236	18.8	13.85	0.151672	3693	2842	6535	2748	747	63	1.8148	0.1801	0.9302
11.4.2021 2:18	HHP Baksan	2698	3260	18.79	14.45	0.140902	5325	3735	9060	3144	844	75	1.6274	0.1721	0.9301
11.4.2021 2:54	HHP Baksan	2698	3260	18.79	14.45	0.140902	5325	3735	9060	3144	844	75	1.6274	0.1721	0.9301
11.4.2021 4:7	HHP Baksan	2490	3126	16.58	13.69	0.154695	1703	1425	3128	1872	227	18	1.1166	0.2095	0.9348
11.4.2021 4:45	HHP Baksan	2492	3078	18.2	13.65	0.137615	1759	1376	3135	1865	298	31	1.1929	0.1912	0.9112
11.4.2021 5:20	HHP Baksan	2527	3121	19.22	14.37	0.142984	1641	1254	2895	1828	274	26	1.2711	0.1866	0.8799
11.4.2021 5:59	HHP Baksan	2594	3214	15.07	13.59	0.153772	3721	3006	6727	2624	368	35	1.1017	0.2034	0.9969
11.4.2021 6:35	HHP Baksan	2635	3237	18.83	13.53	0.146065	3278	2647	5925	2587	723	61	1.3499	0.1694	0.9386
11.4.2021 7:12	HHP Baksan	2571	3215	16.71	13.87	0.159067	3017	2561	5578	2488	422	26	1.5538	0.1982	0.9357
11.4.2021 7:50	HHP Baksan	2588	3228	16.82	14.11	0.156144	2604	2074	4679	2308	348	30	0.9153	0.2027	0.9375
11.4.2021 8:27	HHP Baksan	2577	3157	17.49	13.72	0.142574	2189	1591	3780	2026	324	38	1.2104	0.1974	0.9548
11.4.2021 9:2	HHP Baksan	2515	3125	18.71	13.65	0.146009	2046	1586	3632	2054	409	43	1.3628	0.1902	0.9183
11.4.2021 9:37	HHP Baksan	2605	3205	18.8	13.85	0.146287	2586	1966	4551	2278	502	45	1.7406	0.1854	0.9188
11.4.2021 10:13	HHP Baksan	2619	3225	19.28	14.46	0.152242	2594	1871	4466	2294	440	46	1.1472	0.1902	0.915
11.4.2021 10:51	HHP Baksan	2690	3300	18.8	13.56	0.154023	4319	3271	7590	2943	960	66	2.2376	0.1773	0.9578
11.4.2021 11:29	HHP Baksan	2588	3228	16.82	13.87	0.156144	2738	2184	4922	2365	392	33	0.9433	0.2021	0.9503
11.4.2021 12:6	HHP Baksan	2577	3163	17.12	14.34	0.143829	1944	1427	3371	1912	224	22	1.0498	0.2013	0.9251
11.4.2021 12:42	HHP Baksan	2675	3219	19.16	14.24	0.136297	4226	2772	6998	2756	680	68	1.4188	0.1818	0.9426
