"Freq [kHz]","mag(CoreLoss(PoleShoe)) [W]"
0,9415.76201632895
0.0599999999999999,874.808918922395
0.12,751.782595433598
0.18,353.492004706922
0.24,528.022147859111
0.299999999999999,893.292992578414
0.359999999999999,225.034008414569
0.419999999999999,74.8342080883365
0.479999999999999,60.0143003869751
0.539999999999999,55.9701734089173
0.599999999999999,248.912626896851
0.659999999999999,168.001086359149
0.719999999999999,47.7824953593532
0.779999999999998,92.9263823958692
0.839999999999998,64.1446681884631
0.899999999999998,117.393443262706
0.959999999999998,44.83646605306
1.02,56.820170714187
1.08,55.9137420574992
1.14,113.339746736593
1.2,99.4883948542027
1.26,86.8560230337845
1.32,189.189987296313
1.38,24.8665414842367
1.44,102.763488002652
1.5,166.185394429088
1.56,267.143207522284
1.62,843.404841082848
1.68,266.680458300478
1.74,19.2347151693946
1.8,256.671965995178
1.86,19.7522918535573
1.92,149.700444376881
1.98,99.7101733901343
2.04,14.6027926424798
2.1,27.4727940474894
2.16,17.4768142732634
2.22,88.2150325770504
2.28,21.8462000645322
2.34,20.7439967308166
2.4,24.7668455047445
2.46,40.3310969034579
2.52,45.9491670580714
2.58,27.663524781388
2.63999999999999,59.0487402629019
2.69999999999999,32.1189821086243
2.75999999999999,26.7058249674654
2.81999999999999,53.8538798524332
2.87999999999999,48.6973148122068
2.93999999999999,38.9181085695171
2.99999999999999,32.8302058960799
3.05999999999999,39.5971564997572
3.11999999999999,69.4340387912063
3.17999999999999,44.1392226179297
3.23999999999999,774.671362107555
3.29999999999999,55.802796441638
3.35999999999999,31.7932422992737
3.41999999999999,139.008464341024
3.47999999999999,67.0680888852336
3.53999999999999,79.6252308447528
3.59999999999999,15.206367036599
3.65999999999999,30.5862138148566
3.71999999999999,19.6408187313341
3.77999999999999,33.1191721185808
3.83999999999999,26.1662759961102
3.89999999999999,35.2682972041248
3.95999999999999,25.8011357073783
4.01999999999999,30.625580874175
4.07999999999999,43.5946310327533
4.13999999999999,71.4958456038162
4.19999999999999,39.3217590206385
4.25999999999999,28.0004024166704
4.31999999999999,33.671348276551
4.37999999999999,29.5580566567819
4.43999999999999,40.7070693532822
4.49999999999999,42.9741957595312
