12.4.2021 15:23	HHP Baksan	2545	3137	15.95	14.45	0.142565	2964	2258	5223	2327	273	36	0.8779	0.1948	0.9341
12.4.2021 16:2	HHP Baksan	2532	3130	16.48	14.32	0.144587	1318	1009	2327	1586	146	24	1.1541	0.1984	0.9141
12.4.2021 16:38	HHP Baksan	2483	3121	17.23	13.95	0.149373	1280	1061	2341	1649	196	23	1.2452	0.1937	0.8927
12.4.2021 17:16	HHP Baksan	2564	3156	16.6	14.29	0.145014	2051	1618	3669	1971	215	16	1.2793	0.2047	0.916
12.4.2021 17:54	HHP Baksan	2684	3254	18.04	14.31	0.142768	5300	3641	8941	3118	749	65	1.4425	0.1833	0.9499
12.4.2021 18:29	HHP Baksan	2514	3126	18.96	13.81	0.144063	1435	1177	2612	1743	294	32	1.5228	0.1844	0.8805
12.4.2021 19:8	HHP Baksan	2580	3212	14.87	14.32	0.157253	2800	2391	5191	2302	217	21	1.0672	0.2079	0.952
12.4.2021 19:42	HHP Baksan	2512	3126	18.52	13.79	0.148987	1895	1598	3493	1989	340	29	1.3873	0.1823	0.9038
12.4.2021 20:20	HHP Baksan	2684	3254	18.04	14.31	0.141057	5228	3590	8818	3099	749	65	1.4424	0.1824	0.9443
12.4.2021 20:56	HHP Baksan	2595	3181	17.23	14.29	0.144334	3205	2439	5643	2465	403	43	1.0189	0.1827	0.9341
12.4.2021 21:34	HHP Baksan	2564	3142	17.45	14.29	0.139892	1753	1336	3089	1824	215	18	1.2373	0.2	0.9031
12.4.2021 22:11	HHP Baksan	2672	3240	18.03	14.37	0.140327	4266	3016	7282	2801	588	42	1.7245	0.1811	0.9267
12.4.2021 23:24	HHP Baksan	2507	3135	16.49	13.76	0.152033	1963	1645	3608	1993	254	24	1.0322	0.1994	0.9363
13.4.2021 0:3	HHP Baksan	2662	3248	17.59	13.79	0.145574	5047	4360	9407	3101	842	49	1.7344	0.1758	0.9523
13.4.2021 0:42	HHP Baksan	2672	3244	17.76	14.37	0.141545	4266	3005	7271	2804	562	46	1.3255	0.1838	0.9375
13.4.2021 1:20	HHP Baksan	2545	3137	15.95	14.45	0.142377	3021	2343	5364	2357	284	37	1.0332	0.1915	0.9267
13.4.2021 1:56	HHP Baksan	2489	3111	17.19	13.57	0.14884	976	814	1790	1424	157	20	1.126	0.1951	0.912
13.4.2021 2:32	HHP Baksan	2564	3162	18.37	14.29	0.145349	1850	1404	3254	1925	275	22	1.2578	0.1983	0.8969
13.4.2021 3:7	HHP Baksan	2512	3126	18.52	13.79	0.150159	1393	1143	2535	1710	248	26	1.2543	0.1879	0.9051
13.4.2021 3:43	HHP Baksan	2495	3103	18.93	14.39	0.141925	886	689	1575	1365	148	15	1.2987	0.1976	0.8445
13.4.2021 4:19	HHP Baksan	2515	3127	19.13	13.99	0.144335	1514	1233	2747	1792	300	34	1.4429	0.1831	0.8748
13.4.2021 4:54	HHP Baksan	2625	3239	19.06	13.99	0.151879	4214	3758	7972	2953	861	52	1.5501	0.1786	0.9235
13.4.2021 5:29	HHP Baksan	2590	3160	19.13	13.99	0.135641	2764	2067	4831	2314	515	50	1.7764	0.1776	0.9002
13.4.2021 6:4	HHP Baksan	2546	3148	18.95	14.29	0.143675	1469	1161	2630	1745	270	35	1.5073	0.1809	0.8719
