"Distance []","FFT Distance*$Poles/(3.14159265358979*($DiaGap-$AirGap)*2*60)*1s []","FFT Flux_Lines [] - Time='0.0166666666666667s'"
0,0,2.86593891849245E-06
60.0000611912063,60.0000611912063,0.236448393660632
120.000122382413,120.000122382413,3.08135282567482E-06
180.000183573619,180.000183573619,0.00745346670826915
240.000244764825,240.000244764825,2.48863220107864E-05
300.000305956031,300.000305956031,0.000607646925525678
360.000367147238,360.000367147238,2.16427164794307E-05
420.000428338444,420.000428338444,7.00446535170131E-05
480.00048952965,480.00048952965,3.79629569218395E-07
540.000550720857,540.000550720857,0.000200299574639015
600.000611912063,600.000611912063,3.79943143775683E-06
660.000673103269,660.000673103269,0.000245866423204865
720.000734294475,720.000734294475,3.93457715555917E-06
780.000795485682,780.000795485682,0.00018093285365477
840.000856676888,840.000856676888,3.26796223737784E-06
900.000917868094,900.000917868094,0.000108419647715096
960.000979059301,960.000979059301,2.8155323773921E-06
1020.00104025051,1020.00104025051,7.37228330389683E-06
1080.00110144171,1080.00110144171,4.83219243181111E-06
1140.00116263292,1140.00116263292,4.9502553919138E-05
1200.00122382413,1200.00122382413,4.12311939477786E-06
1260.00128501533,1260.00128501533,3.94757689371979E-05
1320.00134620654,1320.00134620654,5.26722763798917E-06
1380.00140739774,1380.00140739774,1.61441014962714E-05
1440.00146858895,1440.00146858895,4.0311763555922E-05
1500.00152978016,1500.00152978016,3.49792804351982E-06
1560.00159097136,1560.00159097136,0.000281115497695476
1620.00165216257,1620.00165216257,1.85292732458573E-05
1680.00171335378,1680.00171335378,0.000250273414631125
1740.00177454498,1740.00177454498,8.37778343637577E-06
1800.00183573619,1800.00183573619,1.53722297627855E-05
1860.00189692739,1860.00189692739,2.00003502901078E-06
1920.0019581186,1920.0019581186,1.95708006515544E-06
1980.00201930981,1980.00201930981,3.68072715959934E-06
2040.00208050101,2040.00208050101,1.10387578505164E-06
2100.00214169222,2100.00214169222,1.21061886329271E-06
2160.00220288343,2160.00220288343,8.75920495726898E-07
2220.00226407463,2220.00226407463,2.40709338430033E-06
2280.00232526584,2280.00232526584,1.17645953248786E-06
