"Freq [kHz]","mag(CoreLoss(PoleShoe)) [W]"
0,59452.7173886047
0.0599999999999999,1995.88937004571
0.12,1994.00768411589
0.18,1048.20784753914
0.24,836.558282127027
0.299999999999999,2495.99175052957
0.359999999999999,252.289816736837
0.419999999999999,334.574704693664
0.479999999999999,463.250834268503
0.539999999999999,453.170979883355
0.599999999999999,868.516774002954
0.659999999999999,467.081688007939
0.719999999999999,661.666456380608
0.779999999999998,481.469179088184
0.839999999999998,528.070291468456
0.899999999999998,551.267360882016
0.959999999999998,517.326297837519
1.02,740.99514890555
1.08,571.540047169884
1.14,519.966526365716
1.2,432.421565034308
1.26,531.579889310111
1.32,346.817617286971
1.38,492.006075320522
1.44,537.729257783787
1.5,265.004781076294
1.56,470.694986534156
1.62,482.091722384985
1.68,617.5225768661
1.74,353.140218440386
1.8,1094.85409973001
1.86,451.006010492699
1.92,4783.45408209571
1.98,240.581244117742
2.04,236.723857158864
2.1,307.533557012646
2.16,355.115118175768
2.22,415.409041673088
2.28,380.337618319187
2.34,379.315252234443
2.4,402.437749715848
2.46,412.102146812857
2.52,271.883682749579
2.58,375.413588676082
2.63999999999999,496.345866282683
2.69999999999999,352.124154943897
2.75999999999999,384.336712186972
2.81999999999999,341.244703273886
2.87999999999999,359.09324166419
2.93999999999999,185.133306078638
2.99999999999999,410.007950017022
3.05999999999999,357.934463203336
3.11999999999999,377.657879019955
3.17999999999999,343.315245918074
3.23999999999999,3163.1274353507
3.29999999999999,290.225872397518
3.35999999999999,315.79797477854
3.41999999999999,453.61809726242
3.47999999999999,352.882091969807
3.53999999999999,760.490873271587
3.59999999999999,362.50077037044
3.65999999999999,401.711820138387
3.71999999999999,397.024397157474
3.77999999999999,333.078274486585
3.83999999999999,256.491136552593
3.89999999999999,291.113142258299
3.95999999999999,327.744043936061
4.01999999999999,331.851307390685
4.07999999999999,347.70263047301
4.13999999999999,203.444327803431
4.19999999999999,301.022180824832
4.25999999999999,346.48451964413
4.31999999999999,328.732928346229
4.37999999999999,313.468900330523
4.43999999999999,306.639434308571
4.49999999999999,320.632531946565
