"Distance []","FFT Distance*$Poles/(3.14159265358979*($DiaGap-$AirGap)*2*60)*1s []","FFT Flux_Lines [] - Time='0.0166666666666667s'"
0,0,3.78786352009813E-05
60.0000415514752,60.0000415514752,0.298823479632533
120.00008310295,120.00008310295,3.17548548907169E-05
180.000124654426,180.000124654426,0.00668098804394401
240.000166205901,240.000166205901,5.31972942917525E-05
300.000207757376,300.000207757376,0.000598522799514037
360.000249308851,360.000249308851,3.34599358685392E-05
420.000290860327,420.000290860327,0.00130507795501537
480.000332411802,480.000332411802,1.01480099396506E-05
540.000373963277,540.000373963277,0.000976881787262387
600.000415514752,600.000415514752,2.27179809504426E-06
660.000457066227,660.000457066227,0.000376638359332945
720.000498617703,720.000498617703,7.11365358669064E-06
780.000540169178,780.000540169178,1.02284383072315E-05
840.000581720653,840.000581720653,2.8666943113267E-07
900.000623272128,900.000623272128,0.000122578132428499
960.000664823604,960.000664823604,6.15304825611475E-06
1020.00070637508,1020.00070637508,0.000139862645249248
1080.00074792655,1080.00074792655,1.42905485541908E-05
1140.00078947803,1140.00078947803,5.4613075358623E-05
1200.0008310295,1200.0008310295,1.86369383629876E-05
1260.00087258098,1260.00087258098,2.60326267312289E-05
1320.00091413245,1320.00091413245,7.79655112256567E-06
1380.00095568393,1380.00095568393,3.22919962884745E-05
1440.00099723541,1440.00099723541,2.78692327404546E-05
1500.00103878688,1500.00103878688,1.95239075207625E-05
1560.00108033836,1560.00108033836,0.000389843269367992
1620.00112188983,1620.00112188983,9.02278870952353E-06
1680.00116344131,1680.00116344131,0.000366644651919939
1740.00120499278,1740.00120499278,1.54840919402001E-05
1800.00124654426,1800.00124654426,1.39241136684065E-06
1860.00128809573,1860.00128809573,2.26845222416743E-06
1920.00132964721,1920.00132964721,8.54662480025175E-07
1980.00137119868,1980.00137119868,9.01907205813566E-06
2040.00141275016,2040.00141275016,4.88059015293254E-06
2100.00145430163,2100.00145430163,1.14611781943995E-06
2160.00149585311,2160.00149585311,5.94524007544112E-06
2220.00153740458,2220.00153740458,2.10229185096328E-06
2280.00157895606,2280.00157895606,1.93133886348061E-06
2340.00162050753,2340.00162050753,2.77005350307599E-06
2400.00166205901,2400.00166205901,2.59030824590545E-07
2460.00170361048,2460.00170361048,3.03528114330002E-07
2520.00174516196,2520.00174516196,7.84884677731332E-07
2580.00178671343,2580.00178671343,9.43848426685651E-07
2640.00182826491,2640.00182826491,2.59952823254944E-07
2700.00186981638,2700.00186981638,1.9767462661349E-06
2760.00191136786,2760.00191136786,7.19635608011685E-07
2820.00195291934,2820.00195291934,1.0606512080973E-06
2880.00199447081,2880.00199447081,3.42826208067924E-07
2940.00203602229,2940.00203602229,1.10864176430524E-06
3000.00207757376,3000.00207757376,8.94303763424008E-08
3060.00211912524,3060.00211912524,5.62461501425514E-06
3120.00216067671,3120.00216067671,2.61103093895108E-07
3180.00220222819,3180.00220222819,5.09463535944375E-05
3240.00224377966,3240.00224377966,4.88764311898739E-07
3300.00228533114,3300.00228533114,4.47099750645563E-05
3360.00232688261,3360.00232688261,3.04468239189074E-07
3420.00236843409,3420.00236843409,5.11291342210878E-06
3480.00240998556,3480.00240998556,3.73005585801511E-07
3540.00245153704,3540.00245153704,1.45643834959515E-06
3600.00249308851,3600.00249308851,2.52152563273775E-07
3660.00253463999,3660.00253463999,1.8830182692552E-07
3720.00257619146,3720.00257619146,1.88806330142365E-07
3780.00261774294,3780.00261774294,2.15525649370633E-06
3840.00265929441,3840.00265929441,1.37856679988165E-07
3900.00270084589,3900.00270084589,5.66865796029383E-07
3960.00274239736,3960.00274239736,5.36213794952721E-07
4020.00278394884,4020.00278394884,2.69872490894261E-07
4080.00282550031,4080.00282550031,2.42656933510589E-07
4140.00286705179,4140.00286705179,3.67886721912191E-08
4200.00290860327,4200.00290860327,1.9520283630746E-07
4260.00295015474,4260.00295015474,7.96910000931507E-08
4320.00299170622,4320.00299170622,3.713640518402E-07
4380.00303325769,4380.00303325769,6.07980718314321E-07
4440.00307480917,4440.00307480917,1.37022623332659E-07
4500.00311636064,4500.00311636064,2.54718952999409E-07
4560.00315791212,4560.00315791212,3.8454742819083E-07
4620.00319946359,4620.00319946359,1.41808620096756E-07
4680.00324101507,4680.00324101507,2.30660851997659E-07
4740.00328256654,4740.00328256654,5.14019134174898E-07
4800.00332411802,4800.00332411802,2.25068017508684E-06
4860.00336566949,4860.00336566949,9.47954690850382E-07
4920.00340722097,4920.00340722097,1.32686340314041E-06
4980.00344877244,4980.00344877244,2.25141501807834E-07
5040.00349032392,5040.00349032392,8.95355074500962E-07
5100.00353187539,5100.00353187539,6.4295932800034E-07
5160.00357342687,5160.00357342687,9.25005149254232E-08
5220.00361497834,5220.00361497834,8.78441362085484E-07
5280.00365652982,5280.00365652982,6.9692002407832E-07
5340.00369808129,5340.00369808129,9.64676567745832E-08
5400.00373963277,5400.00373963277,3.89052902416087E-07
5460.00378118424,5460.00378118424,7.67384079469146E-07
5520.00382273572,5520.00382273572,1.37498150096089E-07
5580.0038642872,5580.0038642872,1.06474859284196E-06
5640.00390583867,5640.00390583867,2.11079726709583E-07
5700.00394739015,5700.00394739015,5.56113553156283E-07
5760.00398894162,5760.00398894162,1.28994062797231E-07
5820.0040304931,5820.0040304931,1.55812269638832E-07
5880.00407204457,5880.00407204457,5.30010581998139E-07
5940.00411359605,5940.00411359605,1.81713288405875E-07
6000.00415514752,6000.00415514752,3.60393124309235E-07
6060.004196699,6060.004196699,1.17336478727729E-07
6120.00423825047,6120.00423825047,1.24763415038646E-07
6180.00427980195,6180.00427980195,2.68686556669856E-07
6240.00432135342,6240.00432135342,3.5413520312048E-07
6300.0043629049,6300.0043629049,3.94034016921687E-07
6360.00440445637,6360.00440445637,4.93244666437762E-07
6420.00444600785,6420.00444600785,1.73912413056499E-06
