"Distance [mm]","Distance*$Poles/(3.14159265358979*($DiaGap-$AirGap)*2*50)*1s [ms]","Flux_Lines [] - Time='0.02s'"
0,0,-0.0738469064232314
0.6613,0.0099999815232448,-0.0738470912475363
1.3226,0.0199999630464896,-0.0738465769273015
1.9839,0.0299999445697344,-0.0738453633897294
2.6452,0.0399999260929792,-0.0738434505628283
3.3065,0.049999907616224,-0.0738408721960774
3.9678,0.0599998891394688,-0.0738388493203027
4.6291,0.0699998706627136,-0.07383633739625
5.2904,0.0799998521859584,-0.0738333067891139
5.9517,0.0899998337092032,-0.0738297577028543
6.613,0.099999815232448,-0.0738256742733288
7.2743,0.109999796755693,-0.0738206123817883
7.9356,0.119999778278938,-0.0738153337001412
8.5969,0.129999759802182,-0.073810027756214
9.2582,0.139999741325427,-0.073804694884452
9.9195,0.149999722848672,-0.07379920484391
10.5808,0.159999704371917,-0.0737924469055506
11.2421,0.169999685895162,-0.0737853661305361
11.9034,0.179999667418406,-0.0737780232663581
12.5647,0.189999648941651,-0.0737704184468133
13.226,0.199999630464896,-0.0737626367117204
13.8873,0.209999611988141,-0.073755117647373
14.5486,0.219999593511386,-0.0737472495857317
15.2099,0.229999575034631,-0.0737389446765397
15.8712,0.239999556557875,-0.0737302029353862
16.5325,0.24999953808112,-0.0737210544984895
17.1938,0.259999519604365,-0.0737121409160779
17.8551,0.26999950112761,-0.0737029171548799
18.5164,0.279999482650855,-0.0736932182129525
19.1777,0.289999464174099,-0.0736830438087589
19.839,0.299999445697344,-0.0736724663327825
20.5003,0.309999427220589,-0.0736619012232449
21.1616,0.319999408743834,-0.0736510660893183
21.8229,0.329999390267078,-0.0736398522779088
22.4842,0.339999371790323,-0.0736282596044587
23.1455,0.349999353313568,-0.0736161680910315
23.8068,0.359999334836813,-0.0736029800879481
24.4681,0.369999316360058,-0.0735894058351047
25.1294,0.379999297883303,-0.0735755506140229
25.7907,0.389999279406547,-0.0735614139878307
26.452,0.399999260929792,-0.0735466327767765
27.1133,0.409999242453037,-0.0735307458352496
27.7746,0.419999223976282,-0.0735141636397287
28.4359,0.429999205499527,-0.0734967933295697
29.0972,0.439999187022771,-0.0734786346663471
29.7585,0.449999168546016,-0.0734597457946094
30.4198,0.459999150069261,-0.0734403792713305
31.0811,0.469999131592506,-0.0734201613850594
31.7424,0.47999911311575,-0.0733989901926461
32.4037,0.489999094638995,-0.0733768659874568
33.065,0.49999907616224,-0.0733539907738179
