12.4.2021 15:24	HHP Baksan	2564	3176	16.6	14.29	0.151344	1961	1573	3534	1963	214	17	1.1977	0.206	0.9196
12.4.2021 16:2	HHP Baksan	2517	3127	19.13	13.81	0.143653	1481	1207	2688	1769	305	34	1.5198	0.1833	0.8808
12.4.2021 16:37	HHP Baksan	2517	3127	19.13	13.81	0.143653	1481	1208	2688	1769	305	34	1.5198	0.1833	0.8808
12.4.2021 17:15	HHP Baksan	2673	3279	18.72	14.09	0.158495	4369	3350	7719	2956	749	61	1.5875	0.18	0.9576
12.4.2021 17:52	HHP Baksan	2673	3279	18.72	14.09	0.158086	4023	2956	6979	2832	677	55	1.6222	0.1847	0.955
12.4.2021 18:29	HHP Baksan	2673	3279	18.72	14.09	0.158291	4113	3037	7150	2864	693	57	1.6194	0.1836	0.9559
12.4.2021 19:5	HHP Baksan	2618	3228	18.79	14.37	0.15442	3465	2648	6113	2644	569	39	1.9259	0.1868	0.9114
12.4.2021 19:42	HHP Baksan	2618	3228	18.79	14.37	0.15442	3530	2700	6230	2669	580	40	1.9264	0.1867	0.9118
12.4.2021 20:18	HHP Baksan	2618	3228	18.79	14.37	0.15442	3531	2699	6230	2669	580	40	1.9265	0.1867	0.9118
12.4.2021 20:55	HHP Baksan	2618	3228	18.79	14.37	0.15442	3530	2700	6230	2669	580	40	1.9265	0.1867	0.9118
12.4.2021 21:29	HHP Baksan	2517	3127	19.13	13.99	0.143653	1519	1234	2753	1791	298	34	1.4497	0.1829	0.8746
12.4.2021 22:4	HHP Baksan	2517	3127	19.13	13.99	0.143653	1519	1234	2753	1791	298	34	1.4497	0.1829	0.8746
12.4.2021 23:23	HHP Baksan	2634	3198	19.53	13.79	0.136426	3240	2356	5596	2487	700	57	2.0391	0.1778	0.9179
13.4.2021 0:2	HHP Baksan	2527	3151	17.7	13.37	0.152713	1174	916	2090	1556	219	27	1.4014	0.2036	0.9467
13.4.2021 0:39	HHP Baksan	2495	3103	18.93	14.24	0.141925	1413	1103	2516	1718	244	25	1.3302	0.1966	0.8635
13.4.2021 1:15	HHP Baksan	2610	3158	19.06	13.99	0.130687	4389	3439	7828	2845	799	54	1.5431	0.1784	0.9192
13.4.2021 1:54	HHP Baksan	2575	3219	16.93	14.37	0.156824	2095	1687	3782	2085	269	28	0.9763	0.192	0.9166
13.4.2021 2:33	HHP Baksan	2690	3294	18.68	14.44	0.153733	5021	3771	8792	3170	833	76	1.1092	0.1729	0.9422
13.4.2021 3:10	HHP Baksan	2556	3198	15.86	13.41	0.152832	2851	2523	5373	2400	390	31	0.9422	0.1985	0.9678
13.4.2021 3:47	HHP Baksan	2625	3241	19.06	13.99	0.152099	4032	3406	7438	2889	809	48	1.6194	0.1806	0.9218
13.4.2021 4:25	HHP Baksan	2698	3282	17.12	14.26	0.148661	5291	3745	9036	3118	680	72	1.3707	0.1827	0.9686
13.4.2021 5:3	HHP Baksan	2585	3177	16.06	14.29	0.14112	2514	1878	4392	2146	254	28	0.9801	0.1962	0.9333
13.4.2021 5:40	HHP Baksan	2673	3241	18.03	14.43	0.139817	4395	3115	7510	2849	607	51	1.3836	0.1779	0.9293
13.4.2021 6:21	HHP Baksan	2690	3272	17.64	14.44	0.145514	4630	3223	7854	2940	606	53	1.1376	0.1859	0.9478
