10.4.2021 18:43	HHP Baksan	2486	3154	15.1	13.25	0.160976	1348	1191	2538	1664	170	26	1.0455	0.2038	0.9714
10.4.2021 19:22	HHP Baksan	2486	3154	15.1	13.25	0.160547	1412	1222	2634	1699	174	21	1.2454	0.2114	0.9733
10.4.2021 20:0	HHP Baksan	2486	3154	15.1	13.25	0.160547	1412	1222	2634	1699	174	21	1.2458	0.2114	0.9733
10.4.2021 20:38	HHP Baksan	2486	3154	15.1	13.25	0.160547	1412	1222	2634	1699	174	21	1.2458	0.2114	0.9733
10.4.2021 21:16	HHP Baksan	2486	3154	15.1	13.25	0.160547	1411	1220	2631	1698	173	21	1.2478	0.2117	0.9733
10.4.2021 21:55	HHP Baksan	2486	3154	15.1	13.25	0.161832	1353	1194	2548	1667	170	26	1.0493	0.2048	0.974
10.4.2021 22:33	HHP Baksan	2486	3154	15.1	13.25	0.161832	1357	1200	2558	1670	171	26	1.0435	0.204	0.9739
10.4.2021 23:9	HHP Baksan	2486	3160	15.03	13.25	0.162375	1411	1235	2646	1704	173	21	1.202	0.2102	0.9754
10.4.2021 23:47	HHP Baksan	2486	3154	15.1	13.25	0.160976	1497	1302	2799	1748	183	21	1.2325	0.2134	0.976
11.4.2021 0:25	HHP Baksan	2648	3262	17.4	13.12	0.155468	4198	3381	7580	2881	763	48	1.8564	0.1852	0.9906
11.4.2021 1:1	HHP Baksan	2686	3282	19.27	14.39	0.155622	4539	3361	7899	2991	783	42	2.1633	0.1806	0.93
11.4.2021 1:37	HHP Baksan	2605	3219	18.8	13.85	0.150659	2529	1958	4488	2278	502	45	1.7407	0.1854	0.9188
11.4.2021 2:14	HHP Baksan	2577	3157	17.49	14.19	0.142574	2168	1568	3736	2017	281	33	1.138	0.1969	0.9325
11.4.2021 2:50	HHP Baksan	2577	3157	17.49	14.34	0.143133	2182	1577	3759	2022	264	26	1.0687	0.1992	0.9271
11.4.2021 4:8	HHP Baksan	2691	3301	19.07	14.37	0.156816	4337	3244	7582	2958	739	46	1.7689	0.1845	0.9292
11.4.2021 4:48	HHP Baksan	2653	3215	18.82	14.37	0.142305	3737	2521	6258	2627	548	49	1.1794	0.19	0.942
11.4.2021 5:27	HHP Baksan	2690	3286	19.27	14.39	0.156064	4520	3401	7921	2990	779	38	2.1985	0.1777	0.9274
11.4.2021 6:6	HHP Baksan	2690	3304	18.8	14.31	0.158028	4270	3225	7495	2938	714	44	1.7554	0.1858	0.9344
11.4.2021 6:43	HHP Baksan	2581	3165	17.49	14.19	0.144263	2845	2121	4966	2323	371	36	1.4027	0.1939	0.9284
11.4.2021 7:22	HHP Baksan	2690	3304	18.8	14.31	0.158028	4296	3280	7576	2952	722	43	1.7284	0.1835	0.9323
11.4.2021 7:59	HHP Baksan	2673	3273	18.75	13.67	0.152868	3916	2861	6777	2780	772	67	1.9204	0.1829	0.963
11.4.2021 8:36	HHP Baksan	2700	3290	19.87	14.39	0.153717	4730	3488	8218	3059	906	51	2.2488	0.1724	0.9221
11.4.2021 9:13	HHP Baksan	2594	3182	18.07	14.44	0.146026	2455	1759	4214	2171	331	30	1.034	0.1999	0.924
11.4.2021 9:50	HHP Baksan	2640	3224	18.15	14.34	0.147834	3001	2154	5155	2394	426	39	1.1871	0.1886	0.9385
11.4.2021 10:27	HHP Baksan	2700	3278	19.36	14.39	0.144647	4776	3487	8263	3034	852	42	2.1618	0.1726	0.9117
11.4.2021 11:8	HHP Baksan	2690	3308	18.53	13.95	0.162889	4448	3395	7843	2994	812	57	2.0834	0.181	0.961
11.4.2021 11:45	HHP Baksan	2589	3173	17.49	14.15	0.144731	3210	2409	5619	2471	427	44	1.2541	0.1895	0.9364
11.4.2021 12:22	HHP Baksan	2686	3282	19.27	14.39	0.15038	4225	3126	7351	2891	756	40	2.1836	0.1782	0.9134
11.4.2021 12:55	HHP Baksan	2565	3175	17.57	13.35	0.149221	2646	2072	4719	2299	468	59	1.26	0.1877	0.9642
