"Freq [kHz]","mag(SolidLoss) [W]"
0,16.9993699596185
0.05,0.424514065844495
0.1,0.242941295319994
0.15,0.174323146047539
0.2,0.146975079381247
0.25,0.138639040635929
0.3,0.110886095583073
0.35,0.120706560080079
0.4,0.116848033940123
0.45,0.106398222772213
0.5,0.297345972049621
0.55,0.185251332310026
0.6,0.163027281453146
0.65,0.175779002524122
0.7,0.175957922007133
0.75,0.184505472690939
0.8,0.18830183240138
0.85,0.202431009651432
0.9,0.192908959358674
0.95,0.233671921898149
1,1.99973690935783
1.05,0.207831692125275
1.1,0.238727925054165
1.15,0.241957044672719
1.2,0.154142941317673
1.25,0.272343211504607
1.3,0.280976940232351
1.35,0.312672676796858
1.4,0.356972754939284
1.45,0.482558983629253
1.5,2.68383785680737
1.55,0.488892225302556
1.6,0.352218932779677
1.65,0.309565772604992
1.7,0.29825811892602
1.75,0.263909657936539
1.8,0.266882527997567
1.85,0.230391583224581
1.9,0.222058888247311
1.95,0.205362680048864
2,0.248190559643043
2.05,0.174563435163431
2.1,0.141201898253382
2.15,0.159627691618002
2.2,0.153074281100837
2.25,0.145326025269019
2.3,0.157057515119056
2.35,0.133386839058677
2.4,0.156227039791776
2.45,0.124338062598171
2.5,1.8519879509699
2.55,0.110654579269133
2.6,0.10544621172204
2.65,0.10414659911253
2.7,0.10089393908015
2.75,0.0973834957551676
2.8,0.0957262058511007
2.85,0.0917651421836108
2.9,0.0873631061807317
2.95,0.0939414263188628
3,2.23737499249303
3.05,0.0512013695774276
3.1,0.054868197554366
3.15,0.0553361127992629
3.2,0.0577746883950212
3.25,0.0515144452924005
3.3,0.0510058288825054
3.35,0.0474819768101178
3.4,0.0506823714154095
3.45,0.0436222241386034
3.5,0.393304280017585
3.55,0.0405409773486864
3.6,0.0425709551391966
3.65,0.0370989873141726
3.7,0.0349216740561272
3.75,0.0339120625603651
3.8,0.032195026691817
3.85,0.030848577493429
3.9,0.0294120595298222
3.95,0.0279558156154873
4,0.0939341047705907
4.05,0.0247332669855496
4.1,0.0231917703039863
4.15,0.0220734044852994
4.2,0.0208776493519159
4.25,0.0194113699154695
4.3,0.0174947941284763
4.35,0.0168150470149416
4.4,0.0150766324696995
4.45,0.0143937283647846
4.5,1.28319421430647
4.55,0.0113970802099874
4.6,0.0101611335939003
4.65,0.00913129933830824
4.7,0.00805366986974012
4.75,0.00686717029682075
4.8,0.00600278962986599
4.85,0.00482944631881636
4.9,0.00398058515278716
4.95,0.00340919066124726
5,0.00238326320094359
