"Time []","FFT Time []","FFT InducedVoltage(WindingStatorAX)-InducedVoltage(WindingStatorBY) []","FFT Time []","FFT InducedVoltage(WindingStatorBY)-InducedVoltage(WindingStatorCZ) []","FFT Time []","FFT InducedVoltage(WindingStatorCZ)-InducedVoltage(WindingStatorAX) []"
0,0,0.169322930555024,0,0.198388897812705,0,0.0290659672572777
59.9999999999999,59.9999999999999,25609.9303009407,59.9999999999999,25609.7664767644,59.9999999999999,25607.2319110564
120,120,1.63869101181907,120,1.86832848718686,120,1.90459285247356
180,180,1.34113749256827,180,2.42839944254347,180,1.08766787759887
240,240,9.29184069800301,240,8.62876665330558,240,5.97158906580386
299.999999999999,299.999999999999,6.32269514113802,299.999999999999,5.83976051212322,299.999999999999,6.6037800561426
359.999999999999,359.999999999999,7.70679828517562,359.999999999999,7.5491172710165,359.999999999999,7.6265182296469
419.999999999999,419.999999999999,38.4086371003204,419.999999999999,38.3649814150761,419.999999999999,40.7675257559839
479.999999999999,479.999999999999,3.39204575411931,479.999999999999,3.59981170308795,479.999999999999,3.64120192055233
539.999999999999,539.999999999999,8.99190514873645,539.999999999999,7.87224403696971,539.999999999999,5.54595458893819
599.999999999999,599.999999999999,1.10747955458617,599.999999999999,0.926334417053282,599.999999999999,0.776758807072915
659.999999999999,659.999999999999,37.1963689415835,659.999999999999,35.9680883570593,659.999999999999,35.9792035166286
719.999999999999,719.999999999999,0.3782548238009,719.999999999999,0.294239393974087,719.999999999999,0.114879285799967
779.999999999998,779.999999999998,8.81079531045863,779.999999999998,9.06637000593024,779.999999999998,9.00090594771837
839.999999999998,839.999999999998,3.08629375131988,839.999999999998,2.80438390810819,839.999999999998,2.57924380103771
899.999999999998,899.999999999998,0.185732372090956,899.999999999998,0.491470245421884,899.999999999998,0.677067900474615
959.999999999998,959.999999999998,1.32268622432793,959.999999999998,1.22836290514121,959.999999999998,1.15608447670204
1020,1020,1.02524224075367,1020,1.52551024186895,1020,1.41000240645643
1080,1080,0.506471779266324,1080,0.58568080463884,1080,0.268713412363578
1140,1140,4.91591992330472,1140,2.15487024366834,1140,2.94569765287084
1200,1200,1.42344279593137,1200,1.26486656279696,1200,0.940715845290322
1260,1260,8.50339143837312,1260,6.72567034096789,1260,9.36233041528443
1320,1320,0.770166208675094,1320,1.10593237286588,1320,0.67339459012008
1380,1380,8.0647408056123,1380,8.09796577623089,1380,5.58907693951306
1440,1440,0.322693916150015,1440,0.136700338885662,1440,0.216619699712675
1500,1500,0.659267187096604,1500,0.400108076958965,1500,0.675120482489959
1560,1560,12.1530532674927,1560,12.0751495466876,1560,12.6233918850663
1620,1620,0.218872807573984,1620,0.651166788540447,1620,0.634053906621469
1680,1680,10.5430568274932,1680,10.6164431350425,1680,11.0228964160298
1740,1740,6.07325248430865,1740,6.53837504693497,1740,6.71516201311021
1800,1800,0.110289120271367,1800,0.497589929180954,1800,0.435058658331366
1860,1860,9.94287424881501,1860,3.22201286760947,1860,12.5521640743401
1920,1920,0.695390386655092,1920,0.507748858083685,1920,0.327523942300911
1980,1980,0.364928626542421,1980,0.638088219121992,1980,0.645000155086675
2040,2040,1.05169289964292,2040,1.24704628762479,2040,0.509880484465796
2100,2100,0.343981317975718,2100,0.503467148158023,2100,0.256842235552244
2160,2160,0.868947855516528,2160,0.668964431924645,2160,0.884842650582606
2220,2220,0.42850291296929,2220,0.197419366301726,2220,0.56691682079256
2280,2280,0.222685122821833,2280,1.53559291616904,2280,1.3319682392906
2340,2340,0.635200012996771,2340,0.0988883879381005,2340,0.565616837605645
2399.99999999999,2399.99999999999,0.899233374840032,2399.99999999999,1.26829828442899,2399.99999999999,0.718480924266013
2459.99999999999,2459.99999999999,0.545217942205175,2459.99999999999,1.46245113188373,2459.99999999999,1.07435070974136
2519.99999999999,2519.99999999999,0.45734323600892,2519.99999999999,0.296160269322166,2519.99999999999,0.223237989795407
2579.99999999999,2579.99999999999,2.14605207652577,2579.99999999999,2.79470648140193,2579.99999999999,0.854819675159878
2639.99999999999,2639.99999999999,0.0926542013581688,2639.99999999999,0.342834407026184,2639.99999999999,0.295155609565828
2699.99999999999,2699.99999999999,0.951118207494371,2699.99999999999,0.615201431816807,2699.99999999999,0.484260049590899
2759.99999999999,2759.99999999999,1.94118335709623,2759.99999999999,2.43170890336216,2759.99999999999,1.78038953156166
2819.99999999999,2819.99999999999,0.461757532445139,2819.99999999999,0.676924504176723,2819.99999999999,0.393191502021173
2879.99999999999,2879.99999999999,0.761932198977503,2879.99999999999,3.37635485601902,2879.99999999999,4.09372902826528
2939.99999999999,2939.99999999999,0.425068050231681,2939.99999999999,0.955872612686185,2939.99999999999,0.551993424352243
2999.99999999999,2999.99999999999,0.257578408038129,2999.99999999999,0.453929409559259,2999.99999999999,0.27866722572605
3059.99999999999,3059.99999999999,0.196854375226597,3059.99999999999,0.439132774389433,3059.99999999999,0.346378177938557
3119.99999999999,3119.99999999999,0.227413038484199,3119.99999999999,0.370048350968506,3119.99999999999,0.285631365266962
3179.99999999999,3179.99999999999,3.12733286070414,3179.99999999999,3.62522623696217,3179.99999999999,3.65823808569328
3239.99999999999,3239.99999999999,0.366800274413974,3239.99999999999,0.463958088120381,3239.99999999999,0.0996286517400416
3299.99999999999,3299.99999999999,8.51389458471871,3299.99999999999,8.40791166698838,3299.99999999999,8.09571809926704
3359.99999999999,3359.99999999999,0.337790747634861,3359.99999999999,0.16968356981031,3359.99999999999,0.487792528557744
3419.99999999999,3419.99999999999,0.203720789951646,3419.99999999999,0.658717314331932,3419.99999999999,0.463683275381862
3479.99999999999,3479.99999999999,0.653913720445777,3479.99999999999,1.26277422545278,3479.99999999999,0.757237590895921
3539.99999999999,3539.99999999999,0.460476942398034,3539.99999999999,0.733708572155124,3539.99999999999,0.926307789809796
3599.99999999999,3599.99999999999,1.09423851061894,3599.99999999999,0.747895174698733,3599.99999999999,0.823212995802973
3659.99999999999,3659.99999999999,0.442475470127682,3659.99999999999,0.541380082234968,3659.99999999999,0.559336950642171
3719.99999999999,3719.99999999999,0.379487866929659,3719.99999999999,0.0856970910347843,3719.99999999999,0.311965909798193
3779.99999999999,3779.99999999999,0.460721642558315,3779.99999999999,0.165108794537472,3779.99999999999,0.36331096610111
3839.99999999999,3839.99999999999,0.174358567137888,3839.99999999999,0.239216275071148,3839.99999999999,0.0675317954395625
3899.99999999999,3899.99999999999,1.41425180610149,3899.99999999999,1.23691445728086,3899.99999999999,0.215488149788906
3959.99999999999,3959.99999999999,0.249939043154825,3959.99999999999,0.677742822204074,3959.99999999999,0.4638365432639
4019.99999999999,4019.99999999999,0.106546953013184,4019.99999999999,0.596216182121063,4019.99999999999,0.695989538496513
4079.99999999999,4079.99999999999,1.04840821958664,4079.99999999999,1.05248183051738,4079.99999999999,0.392157243487215
4139.99999999999,4139.99999999999,0.0970095633806013,4139.99999999999,0.368365768927359,4139.99999999999,0.297872461357834
4199.99999999999,4199.99999999999,1.10028309843009,4199.99999999999,1.14039546078027,4199.99999999999,1.24907262558864
4259.99999999999,4259.99999999999,0.134679908770786,4259.99999999999,0.390853355018262,4259.99999999999,0.385859929216643
4319.99999999999,4319.99999999999,0.635595357748236,4319.99999999999,0.515967381920017,4319.99999999999,0.132065884403499
4379.99999999999,4379.99999999999,0.236377173524525,4379.99999999999,0.71788857667279,4379.99999999999,0.547423255462074
4439.99999999999,4439.99999999999,0.350122775368014,4439.99999999999,0.686444143137172,4439.99999999999,0.454842193266642
4499.99999999999,4499.99999999999,0.600533845254716,4499.99999999999,0.679172670183001,4499.99999999999,0.0786388249280844
