2555	100	743	24.4382	10	1019	11	9	467	12	52	339	4	0.074909	78236.6	0.000173461	
2300	100	739	22.275	13.8413	988	12	6	487	14	59	331	5	0.069164	56763	0.000195848	
2660	500	775	10.0204	10	996	12	4	473	6	74	346	5	0.500199	41163.7	0.000123198	
2300	185	743	23.1164	15.5577	908	16	9	474	4	47	310	6	0.113585	38722	0.000208464	
2645	500	734	16.8466	15.6474	1033	10	7	482	8	78	334	5	0.368575	28734.9	0.000168577	
2550	112	749	24.2585	10.104	935	12	6	470	16	50	344	5	0.082236	73115.5	0.00016581	
2660	486	766	10.7845	10.0185	913	12	4	475	7	62	346	5	0.457082	41133.6	0.000126582	
2660	500	767	10.0204	10	1013	12	4	482	7	64	346	5	0.495036	41139.9	0.000123609	
2333	122	757	23.1164	15.4142	915	16	9	474	2	46	310	6	0.082363	46249.6	0.000203707	
2660	500	767	10.4869	10.2939	1050	12	9	473	7	64	346	5	0.478582	39242.1	0.000124347	
2539	500	767	10.0204	10.0185	996	12	4	473	7	68	348	5	0.476471	40896.4	0.000126024	
2638	500	769	14.9303	13.9007	1046	11	9	490	6	80	344	6	0.399518	30388	0.000149031	
2355	138	739	22.0658	10	1030	15	6	467	12	55	343	5	0.092128	70771.3	0.000159033	
2578	111	771	23.9806	10.0259	1050	15	9	468	17	77	339	4	0.085772	72867.4	0.000159719	
2656	423	766	10.4795	10.0185	958	11	4	472	7	62	342	5	0.414574	41384.9	0.000125691	
2605	476	766	10.7845	10.0185	913	12	4	472	7	62	350	4	0.441093	40898.5	0.000126839	
2660	476	766	10.7845	10.0185	913	12	4	473	7	62	346	5	0.448892	41223.4	0.00012655	
2660	423	766	10.0204	10.0185	976	11	4	474	7	62	342	5	0.430909	42240.8	0.000125156	
2696	483	746	12.3318	11.8573	997	15	10	490	5	75	348	5	0.414113	34371.7	0.000136073	
2660	423	766	10.0204	10.0185	988	11	5	473	7	62	339	5	0.430909	42089.1	0.000125392	
2540	101	743	21.0556	10.6308	1019	14	9	467	17	53	339	4	0.082407	65210.1	0.000170184	
2552	467	774	12.9637	10	1044	13	7	481	12	70	346	4	0.388068	38211.7	0.000126871	
2386	143	757	22.5218	15.8842	914	16	9	472	7	46	349	6	0.097468	41508.2	0.000198216	
2314	148	735	22.5735	15.4081	953	18	4	483	11	58	344	4	0.094093	43558.8	0.00019658	
2629	123	774	21.0807	10.1394	1002	14	4	468	-0	64	312	4	0.102981	66331	0.000149858	
2656	466	772	14.7703	13.6518	1037	17	8	482	17	64	341	4	0.378057	31390.6	0.000148898	
2626	162	726	12.0174	10.247	1031	10	8	461	17	70	344	4	0.176545	47866.3	0.0001321	
2350	100	734	21.5302	15.3861	978	16	5	471	7	64	336	6	0.072629	51652.3	0.00019972	
2677	355	769	14.6715	10.8866	1050	10	8	481	1	72	344	6	0.295987	37323.2	0.000129955	
2680	500	745	14.7703	14.423	1046	17	9	470	17	71	345	4	0.39378	30203.3	0.000155328	
2656	466	769	14.7703	13.6518	1037	17	7	487	17	61	348	4	0.376588	31448.2	0.000148743	
2553	500	734	16.8466	15.6474	1033	10	7	477	8	78	334	5	0.357559	28993	0.00017138	
2645	500	734	16.8466	15.3175	1033	11	7	482	8	76	334	5	0.368575	29083.2	0.000166196	
2349	143	757	23.1164	15.384	908	16	9	474	2	46	310	6	0.094633	42913.1	0.000202511	
2581	289	774	10.1761	10.354	992	13	7	488	14	67	348	6	0.31509	42720.8	0.000126904	
2660	309	766	10.0204	10.0185	976	11	4	474	2	68	342	5	0.341288	43947.5	0.000125094	
2552	256	774	12.6286	10.1914	1010	13	7	490	14	70	348	6	0.237767	41443.1	0.000128403	
2393	138	749	21.7807	10.0563	1030	14	5	474	10	56	344	5	0.095644	69466.4	0.000154943	
2337	113	744	25	15.4081	967	18	5	483	9	76	344	4	0.073002	51275.1	0.000201491	
2552	256	774	12.9637	10.1625	1024	13	7	481	14	70	348	6	0.233236	41588.5	0.000127943	
2627	146	761	22.9962	10	1050	14	5	478	5	60	350	5	0.110359	70239.4	0.000143493	
2349	143	757	22.5218	15.8842	914	16	9	474	2	46	343	6	0.095764	41685.4	0.000200481	
2656	443	745	14.7703	13.4156	1019	17	8	470	17	58	345	4	0.34755	32219.7	0.00015124	
2487	499	748	15.7501	14.9848	1028	10	5	486	13	56	348	6	0.362589	30326.9	0.000165728	
2677	355	769	14.6715	10.8866	1050	10	6	470	0	72	348	6	0.295987	37835.9	0.000129333	
2656	466	745	14.7703	13.6518	1037	17	8	472	16	68	345	4	0.364835	31343.8	0.000150852	
2645	500	733	16.8466	15.6474	1033	12	7	482	8	78	334	5	0.368073	28747.5	0.000168776	
2464	126	774	21.0807	10	1050	14	5	477	3	64	312	5	0.097414	68733	0.000153186	
2349	166	757	23.1164	15.5577	908	16	9	474	4	47	310	6	0.107545	40117.4	0.000203211	
2583	434	735	17.4385	16	958	13	8	478	10	60	334	5	0.31043	29151.3	0.000178317	
2393	138	741	21.549	10.0563	1030	14	7	468	10	55	336	5	0.09573	67648.7	0.000155885	
2550	100	749	24.7898	11.2802	935	14	6	464	15	53	349	5	0.074739	67107.5	0.000178891	
2581	447	769	16.8606	14.5691	1019	15	8	474	12	62	350	5	0.337104	30483.2	0.000159312	
2656	447	745	14.7703	16	1037	17	8	467	17	58	345	4	0.350541	29527.3	0.000169635	
2675	344	769	16.1245	15.9277	1014	11	7	479	17	56	350	4	0.275816	30191.1	0.000166306	
2393	140	741	22.1895	10.0563	1032	14	7	474	10	56	344	5	0.095174	69041.6	0.000156421	
2333	122	757	23.1164	15.0311	915	16	9	474	2	46	310	6	0.082363	46950.6	0.000201126	
2393	138	741	22.1895	10.0563	1001	14	6	468	9	55	343	5	0.094067	68117.2	0.000157629	
2300	148	735	23.1681	15.3239	967	18	4	483	11	79	311	4	0.09237	44931.1	0.000199005	
2562	109	743	22.877	10.8021	1026	15	10	471	16	52	339	4	0.083244	66591.3	0.000166722	
2559	140	757	19.8884	10	1050	14	6	481	16	56	346	5	0.111392	62732.7	0.000142552	
2590	420	732	16.3264	15.4944	1019	18	8	461	8	77	334	5	0.306097	29832.6	0.00017094	
2416	114	725	19.1767	10.1644	1044	16	8	481	3	54	331	5	0.088027	64559.8	0.000162048	
2629	436	739	14.085	13.4334	1040	16	9	472	9	72	329	6	0.343526	32036.3	0.000151446	
2432	138	774	21.0807	10.0831	947	15	5	478	4	64	344	4	0.102997	62276.1	0.000149948	
2355	138	741	22.1895	10.0563	1030	14	6	467	10	55	343	5	0.092376	70421.9	0.000159109	
2700	355	769	15.5061	11.4172	1047	11	6	477	0	72	348	6	0.291253	36733.1	0.000132521	
2696	468	746	13.1606	11.8573	1025	15	7	490	5	70	346	5	0.389868	34171.9	0.000136426	
2536	380	758	15.7501	14.3721	1034	11	7	486	8	76	348	6	0.28665	31330.4	0.000157233	
2464	126	774	21.0807	10.8434	1033	14	5	477	3	75	312	5	0.097414	61163.9	0.00015625	
2677	355	769	15.5061	11.4172	1047	12	6	479	0	72	348	6	0.288979	36654.5	0.000133067	
2621	484	763	19.1235	15.9342	984	12	6	466	10	68	349	5	0.355271	29236.5	0.000173655	
2550	112	749	24.7898	11.2802	935	14	6	470	16	52	339	5	0.081626	65020.1	0.000171703	
2502	344	766	16.499	14.9586	1050	11	7	486	10	71	348	6	0.256365	31556	0.000161917	
2689	356	762	16.807	12.5943	1024	11	5	468	6	73	336	4	0.279184	34960.5	0.000143864	
2431	137	752	21.3892	11.1646	956	18	5	475	10	71	328	6	0.098318	57307.9	0.000159591	
2656	396	745	14.7703	13.6518	1021	17	7	470	0	58	344	4	0.312869	32419.2	0.000152882	
2487	435	762	15.4005	12.7253	958	16	8	473	14	78	339	5	0.325058	33040.3	0.000150512	
2431	137	727	21.3892	11.1646	963	17	8	481	12	66	322	6	0.095049	56999.7	0.000163452	
2415	111	765	25	15.1634	1041	15	9	468	19	77	338	4	0.076977	51770.1	0.000190985	
