11500	400	3026	25	30	1798	15.1991	10	534	13	74	29	3	970442	6.10165e-05	0.2865	
10323	400	3043	25	29.2773	1760	18.4957	8	533	14	55	50	4	1.05655e+06	7.09673e-05	0.1022	
10333	308	3030	15	20.1018	1741	18.1696	7	535	19	55	13	4	1.3767e+06	5.41389e-05	0.1472	
11500	400	3044	21.3301	20	1844	14.0164	6	532	14	62	6	3	1.06753e+06	4.82579e-05	0.45	
10210	400	2985	19.8992	28.1567	1734	18.7124	6	530	15	55	9	4	1.11583e+06	6.57462e-05	0.0869	
11500	336	3050	15.1967	20	1859	15.428	7	535	18	55	3	3	1.28333e+06	4.56809e-05	0.4196	
10333	308	3046	15	21.3311	1808	18.1973	6	535	17	55	11	5	1.37118e+06	5.46837e-05	0.1306	
10230	349	3030	15	20.549	1767	14.7972	7	535	18	55	13	4	1.35515e+06	5.50752e-05	0.1262	
10368	400	3043	23.7956	30	1780	18.4503	8	533	10	55	50	4	1.05914e+06	7.02099e-05	0.1029	
10323	400	3036	25	29.2773	1780	18.4503	8	535	10	55	46	4	1.05511e+06	7.07164e-05	0.1061	
10723	400	3050	24.8056	29.8201	1720	17.6992	10	535	17	60	51	3	1.02112e+06	6.72902e-05	0.1392	
10505	400	3045	25	29.2773	1764	18.4503	8	534	13	55	29	4	1.03529e+06	6.78887e-05	0.1237	
10234	395	2987	20.9186	29.6161	1727	18.5581	5	531	15	55	21	4	1.09925e+06	6.84603e-05	0.089	
10505	400	3045	25	29.2773	1764	18.4503	8	534	14	55	36	4	1.03673e+06	6.82268e-05	0.1177	
10323	400	3043	23.7956	29.1019	1780	18.4503	9	530	10	55	44	4	1.06115e+06	6.92905e-05	0.1066	
10323	400	3043	23.7956	29.2773	1780	18.4503	8	533	10	55	50	4	1.06437e+06	6.98763e-05	0.1011	
10323	400	3036	23.7956	29.2773	1780	18.4503	8	535	10	55	50	4	1.06482e+06	6.99986e-05	0.1	
10540	400	3045	25	29.2773	1764	18.4503	8	534	14	55	36	4	1.03389e+06	6.78979e-05	0.121	
10566	400	3050	25	29.8201	1700	17.6992	10	535	16	60	51	3	1.03342e+06	6.90179e-05	0.1285	
10582	400	3047	25	29.8201	1700	17.474	10	534	16	60	50	3	1.03144e+06	6.87994e-05	0.1316	
10347	338	3038	15	20.6324	1767	17.0447	7	535	18	55	13	4	1.351e+06	5.41712e-05	0.1415	
10697	400	3042	24.212	30	1705	16.884	8	533	20	60	37	3	1.02532e+06	6.66844e-05	0.1459	
10440	400	3044	25	29.3563	1790	18.4503	8	533	10	55	50	4	1.04489e+06	6.95749e-05	0.1116	
10333	386	3030	15	20.49	1767	18.7476	6	535	20	55	16	4	1.33502e+06	5.45971e-05	0.1369	
11005	378	3003	19.3235	27.5987	1749	15.3967	8	535	14	55	2	3	1.26321e+06	4.87686e-05	0.3227	
10440	400	3050	25	29.2919	1732	18.4503	8	533	10	55	50	4	1.04625e+06	6.9633e-05	0.1089	
10333	308	3046	15.4753	21.3311	1808	18.1973	6	535	17	55	11	5	1.33881e+06	5.48576e-05	0.1351	
10566	400	3050	25	30	1700	17.6992	10	535	16	60	51	3	1.03338e+06	6.92185e-05	0.128	
10547	381	3050	15	21.2922	1778	17.1185	5	535	20	56	3	4	1.3113e+06	5.25735e-05	0.1817	
10583	357	3046	15	20.4825	1742	18.1321	7	535	17	59	21	5	1.32771e+06	5.2815e-05	0.1786	
11500	400	3027	24.6374	23.9335	1732	15.235	9	533	14	73	11	3	994114	5.4277e-05	0.3472	
11500	394	3039	15	20	1798	15.1632	8	535	8	59	3	5	1.26534e+06	4.58737e-05	0.4265	
10234	395	2990	20.9186	27.6932	1707	18.5581	5	531	15	55	21	4	1.10485e+06	6.62252e-05	0.0894	
10625	357	3046	15	20.4825	1751	18.1321	7	535	16	59	21	5	1.32464e+06	5.2499e-05	0.1892	
11500	400	3021	25	28.3441	1756	14.9701	10	533	12	74	23	3	973134	5.92312e-05	0.2993	
10582	400	3047	25	29.8201	1700	17.6992	10	535	16	60	51	3	1.03206e+06	6.88942e-05	0.1293	
10323	400	3043	25	29.2773	1764	18.4503	8	533	10	55	50	4	1.05625e+06	7.08968e-05	0.1055	
10369	397	3023	22.6942	28.5717	1731	17.4317	7	533	18	55	33	3	1.06663e+06	6.71501e-05	0.1024	
11500	368	3042	16.4959	20	1798	14.9579	8	534	8	57	2	3	1.19311e+06	4.62342e-05	0.4382	
10693	400	3049	24.6342	29.8201	1708	18.4532	8	533	16	56	35	3	1.02255e+06	6.68539e-05	0.1424	
11157	400	3031	18.4574	22.259	1845	16.3283	8	534	17	66	3	3	1.10761e+06	5.07795e-05	0.3126	
11500	369	3032	17.55	20	1899	15.7723	7	534	16	59	5	4	1.1599e+06	4.65853e-05	0.3977	
11500	400	3021	25	27.2934	1757	14.9701	10	534	12	76	16	3	976416	5.79744e-05	0.3446	
10587	400	2995	23.3032	28.0756	1752	17.299	10	535	13	55	44	4	1.04234e+06	6.57895e-05	0.1255	
11500	400	3042	16.752	20	1839	15.4944	6	533	14	55	5	3	1.17309e+06	4.63177e-05	0.4236	
10288	376	3039	15.309	21.8822	1735	15.7507	7	535	17	57	15	5	1.31347e+06	5.60884e-05	0.1258	
10412	322	3020	20.3361	28.5985	1765	18.7066	5	534	20	55	12	4	1.12431e+06	6.43749e-05	0.0884	
10812	387	3029	15.4547	21.6771	1745	17.351	7	535	18	57	28	4	1.26025e+06	5.26288e-05	0.2077	
10587	400	2995	23.3032	28.1905	1752	17.278	10	535	13	55	44	4	1.04226e+06	6.59152e-05	0.1249	
10264	391	3033	22.7576	28.3758	1777	17.8504	6	534	17	55	18	3	1.07481e+06	6.70196e-05	0.1023	
