11130	13219	2700	37	35	2033	32	9	620	9	65	481	5	2.37866	746615	7.86535e-05	
12100	13368	2793	21.0355	25.1015	2133	28	6	627	5	86	529	5	1.41728	1.7128e+06	5.2712e-05	
12100	12550	2700	28.6927	34.7862	2092	30	8	631	7	62	504	6	0.358558	848508	0.000295508	
11091	13500	2701	37	34.8469	2056	32	10	627	13	65	486	4	2.80238	747463	7.84437e-05	
12100	12550	2700	28.6844	25.5215	2096	30	8	629	14	62	507	5	0.358532	905046	0.000285959	
12100	13425	2793	21.0355	25	2143	28	6	623	6	86	529	5	1.49701	1.67474e+06	5.24962e-05	
11168	13477	2701	37	34.8469	2056	32	10	627	13	65	486	4	2.68448	749419	7.78998e-05	
11209	13442	2701	37	34.8469	2056	32	10	624	9	65	491	4	2.59057	751733	7.74114e-05	
11091	13469	2701	37	34.9304	2056	32	10	627	15	68	485	4	2.76017	747757	7.83638e-05	
12100	13411	2772	21	25	2160	28	6	638	11	89	530	4	1.46568	1.68317e+06	5.25403e-05	
11168	13500	2701	37	34.8469	2056	32	10	627	13	65	486	4	2.71581	749238	7.78998e-05	
12100	13368	2793	21.0355	25.1015	2114	28	6	627	5	86	529	5	1.41728	1.71151e+06	5.27872e-05	
11199	13416	2700	37	34.8469	2056	32	10	620	10	65	492	4	2.56569	751111	7.74713e-05	
11376	13325	2702	37	34.997	2078	32	9	643	3	65	513	4	2.24279	761618	7.54945e-05	
11347	13339	2700	37	35	2104	31	10	636	14	65	502	5	2.29324	760218	7.57404e-05	
12081	13235	2784	22.3576	25	2115	28	7	632	12	81	527	5	1.27162	1.62958e+06	5.33903e-05	
11257	13391	2701	37	34.8681	2056	32	10	627	10	63	492	4	2.46702	752125	7.72559e-05	
12100	12550	2700	29.8569	30.5437	2160	30	7	610	10	70	516	5	0.361785	974321	0.000212495	
11277	13291	2700	36.867	35	2089	32	10	624	10	67	492	5	2.30863	756142	7.66636e-05	
11209	13391	2701	37	34.8469	2044	32	10	627	5	65	494	4	2.52148	751816	7.73874e-05	
11163	13219	2700	37	35	2033	32	9	621	9	65	488	5	2.34152	748640	7.81677e-05	
11197	13366	2701	37	34.9304	2056	32	10	624	15	68	485	4	2.50129	750455	7.76036e-05	
12100	13235	2791	22.3576	25	2102	28	7	639	13	81	526	5	1.25084	1.64242e+06	5.3496e-05	
