12100	12550	2700	33.0241	29.2311	2103	30	8	629	17	62	507	5	0.3676	1.11E+07	0.000140607
12100	12550	2721	33.0987	35	2155	29	9	615	19	84	524	6	0.370556	1.11E+07	0.000142045
12048	12556	2720	26.756	34.8444	2112	31	8	619	11	75	514	5	0.425416	10926235	0.000233754
12099	12550	2700	29.4766	34.8227	2095	31	7	603	18	75	511	6	0.362031	10928012	0.000231803
12100	12774	2718	36.1233	26.4617	2000	29	6	646	4	64	495	6	0.661125	1.14E+07	6.43E-05
12100	12550	2700	34.4313	35	2084	31	8	601	11	64	505	6	0.369169	1.11E+07	0.00012987
12018	13064	2783	23.8248	25	2142	28	8	629	15	73	524	5	1.13121	1.16E+07	5.43E-05
12100	12550	2742	29.2062	34.3278	2050	30	10	611	23	60	494	4	0.365672	10907627	0.000250438
12100	12550	2700	29.0669	30.685	2120	31	7	600	17	70	506	6	0.359675	10910538	0.000257998
12099	12560	2700	29.5746	34.2125	2098	30	8	603	11	60	511	6	0.374962	10968738	0.000201248
12100	12550	2701	30.1591	34.9258	2048	28	8	600	1	70	503	5	0.362645	10964172	0.000203998
12100	12550	2735	29.0729	34.4134	2118	32	9	605	24	65	492	5	0.364355	10894182	0.000260078
12100	13359	2786	22.7421	25	2092	28	7	620	17	85	525	6	1.42477	1.15E+07	5.34E-05
12100	12550	2700	31.3048	34.2746	2093	30	8	601	18	65	521	4	0.364903	1.10E+07	0.000171028
11460	13341	2719	36.8634	35	2113	31	10	642	3	73	514	5	2.18099	10774584	7.37E-05
11921	13497	2798	29.4321	28.4238	2138	29	7	623	10	89	513	5	1.88883	1.11E+07	5.90E-05
11504	13341	2717	37	35	2000	31	10	646	4	69	514	5	2.12811	10768145	7.45E-05
12100	13435	2793	21.8243	25	2092	28	6	622	17	86	529	5	1.52327	1.16E+07	5.29E-05
12100	12550	2700	29.4766	28.4414	2105	30	8	603	5	63	499	6	0.36081	10956464	0.000230203
12057	12589	2742	37	32.7897	2033	30	8	604	17	75	505	4	0.480194	1.12E+07	8.16E-05
12093	12550	2707	29.3097	34.2125	2097	30	7	600	18	65	523	6	0.369865	10940999	0.000222469
12100	12550	2732	29.0729	34.6784	2118	32	9	605	26	65	482	5	0.363955	10892207	0.000260892
12100	12550	2700	32.6271	25	2100	29	7	628	17	71	513	5	0.36706	1.11E+07	0.000143041
11960	12876	2709	30.3712	25	2034	29	9	621	17	81	517	5	0.954567	1.13E+07	5.80E-05
11304	13228	2714	37	35	2002	32	9	642	8	69	479	5	2.20496	10754775	7.73E-05
12100	13120	2783	23.8248	25	2132	28	6	628	17	66	530	5	1.10457	1.16E+07	5.44E-05
12070	12819	2700	34.4711	25	2048	31	8	616	15	81	530	6	0.75023	1.14E+07	6.04E-05
12099	12550	2700	29.5746	34.2125	2089	29	8	603	11	60	511	6	0.36229	10932694	0.000226809
12100	13455	2800	21.8243	25	2084	28	6	626	13	84	529	5	1.55523	1.15E+07	5.29E-05
12100	12550	2740	35.9997	34.7477	2151	32	8	618	12	70	523	4	0.37587	1.11E+07	0.000117883
12100	12550	2700	33.3817	25.893	2045	31	7	642	14	84	503	4	0.368047	1.11E+07	0.000134644
12099	12550	2700	29.4766	34.8227	2105	31	7	603	18	71	511	6	0.362031	10926865	0.000231911
12079	12550	2730	37	25	2126	29	7	604	35	63	518	4	0.400954	1.13E+07	9.77E-05
12100	12550	2700	28.7344	30.685	2123	31	7	600	15	70	501	6	0.358686	10874703	0.000286697
11713	13447	2734	36.3086	35	2076	28	9	643	17	72	497	5	2.03811	10791524	7.19E-05
12049	12567	2700	36.7287	25.6808	2018	31	9	647	14	88	512	5	0.454518	1.13E+07	8.30E-05
12099	12560	2727	28.7862	35	2134	31	7	607	15	61	503	6	0.376467	10916102	0.000240442
12100	12550	2700	29.7485	30.5437	2160	30	7	625	3	72	516	5	0.361514	10970618	0.000217014
12100	12550	2716	37	25	2067	30	7	633	35	68	491	4	0.373109	1.12E+07	0.000108696
12100	12550	2722	28.1616	34.6528	2127	30	8	600	11	65	507	5	0.361177	10876460	0.000274574
11465	13264	2714	37	35	2000	32	9	650	8	72	474	4	2.0673	10760681	7.62E-05
12100	12584	2705	27.3274	34.9493	2098	31	8	602	18	67	514	6	0.397587	10867854	0.000273
12011	12550	2715	37	32.7072	2131	32	8	621	17	79	484	5	0.481919	1.12E+07	8.07E-05
11713	13436	2734	36.3086	35	2122	28	9	643	15	74	510	5	2.02299	10795670	7.12E-05
12100	12550	2740	33.5495	35	2148	31	8	615	0	69	499	5	0.373701	1.11E+07	0.000136818
12100	12550	2712	32.2998	34.3553	2102	28	8	600	15	70	523	5	0.368209	1.10E+07	0.000152672
12100	13296	2793	22.4416	25	2127	28	5	626	15	86	529	5	1.33723	1.16E+07	5.29E-05
12100	13317	2778	22.532	25	2119	29	6	645	10	83	530	5	1.36013	1.16E+07	5.33E-05
12087	12550	2700	29.4956	34.8027	2076	29	9	600	6	66	501	5	0.376736	10967812	0.00020016
12100	12550	2758	28.741	34.6836	2000	31	9	610	12	62	504	6	0.366412	10859885	0.000288434
12011	13412	2772	32.2751	27.0953	2101	29	7	614	21	78	529	5	1.64713	1.11E+07	5.91E-05
12094	12989	2800	29.3095	25	2038	28	8	628	14	72	529	5	0.968101	1.14E+07	5.58E-05
11555	13400	2707	37	35	2004	32	10	623	11	69	474	4	2.14058	10758530	7.60E-05
11812	13357	2768	36.6186	33.51	2136	31	10	621	12	81	530	4	1.81826	10829269	6.86E-05
12100	12550	2700	34.3823	31.6666	2047	31	7	640	18	76	520	4	0.369123	1.11E+07	0.000128353
12098	12550	2700	29.3097	34.2125	2097	30	7	601	17	65	523	6	0.362802	10920110	0.000237925
12100	13120	2778	23.8248	25	2132	28	5	628	19	67	530	5	1.10258	1.16E+07	5.44E-05
11469	13266	2713	36.5617	35	2085	32	9	644	9	69	516	4	2.06436	10774004	7.41E-05
12100	12550	2702	29.8875	30.3886	2159	31	5	615	10	71	513	6	0.362129	10981968	0.000210926
12100	12550	2701	31.9459	27.1989	2091	31	7	645	3	71	502	5	0.366158	1.11E+07	0.000154345
11879	13500	2797	30.0943	26.7534	2064	29	7	636	7	89	505	5	1.9464	1.11E+07	5.85E-05
12100	13475	2800	21.8243	25	2101	28	6	626	13	84	529	5	1.58342	1.15E+07	5.28E-05
11713	13493	2742	36.3086	35	2063	28	9	643	15	72	503	5	2.10759	10792539	7.16E-05
12100	12550	2700	31.8069	34.2746	2086	30	9	623	17	72	526	4	0.365792	1.10E+07	0.000160875
12068	12550	2700	36.7564	33.9506	2097	31	8	600	18	66	505	6	0.409846	1.12E+07	9.88E-05
12100	12550	2702	28.9499	25.9417	2132	31	6	611	7	67	509	5	0.359601	10936306	0.000262123
11961	12711	2781	34.0405	25.9414	2042	30	10	640	0	79	523	5	0.765191	1.13E+07	6.04E-05
12099	12564	2700	29.4766	34.8227	2074	31	7	603	18	78	505	5	0.379776	10977514	0.000196194
12100	13411	2768	25.8465	25	2129	29	6	644	15	71	530	4	1.51204	1.13E+07	5.45E-05
12056	13120	2773	23.8248	25	2142	28	7	630	27	77	524	5	1.15571	1.16E+07	5.41E-05
12100	12550	2700	35.4584	28.457	2069	31	8	639	20	73	518	5	0.370021	1.11E+07	0.000119019
11442	13266	2713	36.5617	35	2085	32	9	641	7	69	516	4	2.09574	10772962	7.42E-05
12087	12567	2736	36.4287	35	2068	29	10	626	24	73	525	6	0.413497	1.11E+07	0.000100563
12100	12550	2700	31.2389	27.3267	2094	28	10	633	19	72	501	5	0.36478	1.11E+07	0.000167813
12100	12550	2700	29.1522	34.7016	2086	30	8	613	11	62	501	6	0.359919	10894802	0.000256082
12100	13478	2784	31.3402	25	2131	29	6	636	5	85	518	5	1.63328	1.12E+07	5.62E-05
12100	13317	2786	23.1584	25	2108	29	6	639	10	83	530	4	1.3708	1.15E+07	5.34E-05
11555	13363	2707	37	35	2004	32	10	623	11	69	474	5	2.09047	10759154	7.61E-05
11636	12870	2714	36.5617	34.7706	2000	32	8	647	8	67	509	5	1.34424	10802336	7.38E-05
11370	13266	2700	37	34.997	2124	32	9	643	7	68	513	4	2.16884	10765429	7.51E-05
12100	13038	2795	26.5125	25	2116	29	9	621	14	76	528	5	1.01486	1.15E+07	5.50E-05
12100	13122	2783	24.0082	25.0248	2124	28	5	644	5	80	530	5	1.10884	1.16E+07	5.40E-05
12100	12550	2700	30.3975	26.5392	2073	31	7	634	13	65	524	5	0.363054	1.10E+07	0.000189573
12052	13496	2800	31.3673	29.719	2154	29	7	623	5	89	513	5	1.72883	1.10E+07	6.03E-05
11296	13128	2717	37	35	2064	31	9	624	11	66	494	5	2.08273	10761642	7.62E-05
12100	12550	2716	33.3799	35	2057	31	7	625	20	79	516	5	0.370226	1.11E+07	0.000139121
11943	13409	2763	33.4297	33.6236	2136	31	10	639	12	81	501	4	1.72338	10862902	6.71E-05
12011	12990	2774	30.6143	25.7447	2115	29	7	622	19	79	530	5	1.0675	1.13E+07	5.70E-05
12097	12805	2748	32.8424	25	2066	31	9	622	34	82	529	5	0.709729	1.14E+07	6.06E-05
11982	12628	2759	36.1756	25.3318	2077	31	8	626	3	71	505	5	0.626476	1.14E+07	6.43E-05
12100	12550	2701	30.1591	27.2494	2050	28	8	600	4	73	501	5	0.362645	1.10E+07	0.000198334
11960	13205	2740	29.1131	26.9367	2160	28	10	609	28	70	513	5	1.40173	1.11E+07	5.85E-05
11717	13275	2733	37	35	2137	32	10	624	13	69	483	5	1.79812	10781094	7.35E-05
12100	13147	2781	24.0082	25.0248	2124	29	6	650	3	80	530	5	1.14218	1.16E+07	5.40E-05
12100	12550	2702	30.9226	31.0806	2157	31	6	617	5	72	506	5	0.364434	1.10E+07	0.000177588
12099	12644	2719	36.9214	33.787	2103	29	8	616	19	65	512	6	0.49508	1.12E+07	7.98E-05
12100	12550	2700	29.0669	30.685	2123	31	6	614	17	70	506	6	0.359675	10914810	0.000257599
12100	12550	2702	30.435	25.6285	2081	31	8	636	19	71	519	5	0.363406	1.11E+07	0.000187441
12099	12554	2727	28.7862	35	2134	31	7	607	15	61	503	6	0.368786	10886879	0.000262743
12085	12705	2701	36.9613	25	2115	30	7	632	35	71	473	4	0.58699	1.14E+07	6.63E-05
12100	12550	2701	30.5816	29.1266	2048	28	8	600	1	70	503	5	0.363591	1.10E+07	0.000185943
12100	12550	2700	29.4766	34.2125	2124	31	7	603	18	62	509	6	0.36081	10923082	0.000235073
11800	13345	2784	37	33.7296	2063	30	10	626	20	90	495	4	1.82703	10818685	6.95E-05
12019	13120	2775	23.8248	25	2148	28	6	632	12	76	524	5	1.20277	1.15E+07	5.39E-05
12100	13388	2770	21.8243	25	2101	28	7	626	13	84	529	5	1.44545	1.16E+07	5.31E-05
12100	12550	2727	28.7862	34.9142	2134	31	7	602	16	64	503	6	0.362433	10860677	0.000285144
12021	12596	2729	37	34.3028	2059	31	5	625	6	83	467	5	0.531145	1.12E+07	7.63E-05
11969	13478	2792	33.8592	33.7562	2016	32	8	616	8	89	518	5	1.80634	10857400	6.73E-05
12100	12550	2700	31.1449	25.475	2110	28	10	642	19	67	508	5	0.364601	1.11E+07	0.000168691
12100	12584	2705	27.3274	34.9493	2098	31	6	603	18	68	514	6	0.397587	10869937	0.000272851
12068	12550	2700	31.2032	35	2128	28	7	618	15	70	509	5	0.40376	1.11E+07	0.000135759
12100	12550	2700	35.8873	29.294	2146	31	7	622	5	74	510	6	0.370312	1.11E+07	0.000116836
12100	12601	2717	37	35	2027	32	9	646	22	69	523	5	0.438391	1.12E+07	9.15E-05
11467	13370	2717	37	35	2000	31	9	637	10	76	518	5	2.21063	10771031	7.42E-05
12100	12590	2733	37	34.9684	2078	32	9	611	14	61	493	5	0.426817	1.12E+07	9.49E-05
11913	13267	2718	35.719	34.8835	2059	29	10	618	10	78	511	4	1.54135	10815470	7.02E-05
12018	12589	2733	37	32.7897	2032	30	8	600	15	72	505	4	0.526603	1.12E+07	7.54E-05
12058	12550	2729	37	31.6592	2046	30	8	620	4	86	505	5	0.426674	1.12E+07	9.27E-05
12056	12596	2729	37	34.3028	2152	31	5	621	6	80	467	5	0.488141	1.12E+07	8.11E-05
12100	12550	2700	31.3102	25	2050	28	8	622	4	73	501	5	0.364913	1.11E+07	0.000164908
12062	13075	2792	27.5063	25.5604	2060	29	7	621	13	77	530	5	1.11655	1.14E+07	5.56E-05
12100	12550	2712	34.6846	35	2140	29	8	616	20	73	522	5	0.371042	1.11E+07	0.000127356
11729	13413	2709	36.8193	35	2071	31	9	620	12	72	491	5	1.95449	10778315	7.33E-05
12100	12550	2700	30.754	34.2746	2086	30	9	623	18	72	526	4	0.36382	10998312	0.00018406
12100	12587	2700	33.0456	35	2091	31	8	601	13	64	510	4	0.414567	1.11E+07	0.000114771
11376	13325	2706	37	34.997	2078	32	9	643	7	68	513	4	2.24611	10763685	7.52E-05
12055	13038	2795	26.5125	25	2131	29	10	621	12	76	528	5	1.07167	1.14E+07	5.48E-05
11355	12560	2719	36.9988	35	2082	29	9	619	26	70	504	6	1.27475	10795756	7.48E-05
11504	13341	2706	37	35	2000	31	10	646	4	69	514	5	2.11949	10766389	7.46E-05
12100	12550	2700	30.3575	26.0643	2079	30	6	641	5	70	503	5	0.362965	1.10E+07	0.000190367
11713	13436	2716	37	35	2076	29	9	643	15	72	496	5	2.01003	10780932	7.27E-05
12100	12550	2711	30.4765	34.998	2098	31	7	609	21	64	513	5	0.364708	10981690	0.000192827
12100	12551	2700	32.6271	35	2065	31	7	628	17	60	513	5	0.368327	1.10E+07	0.000147776
12100	12550	2700	31.5609	34.9258	2098	28	8	621	4	70	515	5	0.365368	1.10E+07	0.000165893
12100	13230	2783	25.338	25	2105	30	7	622	8	89	527	5	1.2664	1.14E+07	5.43E-05
12083	12550	2731	28.1616	34.6528	2127	28	8	600	18	66	507	5	0.381919	10886845	0.000264061
11837	12550	2700	35.3274	29.8511	2066	31	8	635	20	73	518	5	0.68778	1.12E+07	6.65E-05
12100	12608	2716	37	25	2056	30	4	625	35	67	530	4	0.447188	1.14E+07	8.44E-05
11889	13339	2745	37	33.4463	2148	29	9	636	11	80	519	4	1.685	10833459	6.84E-05
12100	12550	2700	31.4254	26.0643	2090	31	6	641	6	71	504	5	0.365125	1.11E+07	0.000163159
12100	12593	2718	37	28.4964	2058	29	7	632	13	75	496	5	0.428312	1.12E+07	9.09E-05
12100	13407	2793	21.8243	25	2092	28	6	622	17	86	529	5	1.48403	1.16E+07	5.29E-05
12100	12550	2700	28.9738	33.2495	2114	31	7	601	20	65	501	6	0.359405	10884864	0.00026824
12100	12550	2700	30.8447	26.7324	2063	28	8	645	3	71	501	5	0.364007	1.11E+07	0.000176678
12100	13455	2793	21.8243	25	2092	28	6	626	17	86	529	5	1.55134	1.15E+07	5.29E-05
11962	12609	2735	35.4475	25.1054	2056	28	6	646	20	82	518	5	0.620523	1.14E+07	6.36E-05
12097	12552	2743	29.4743	34.0914	2134	32	7	611	18	62	511	6	0.372847	10951883	0.000218388
11879	13492	2797	31.3673	25.2778	2056	29	7	636	9	89	506	5	1.93787	1.11E+07	5.79E-05
12100	13365	2787	31.8429	25	2131	29	6	636	5	84	518	5	1.47793	1.12E+07	5.65E-05
12100	12551	2701	30.3564	35	2094	31	7	629	20	60	513	5	0.364364	10978227	0.000195084
12100	12550	2702	30.872	34.1904	2050	32	8	605	16	66	478	4	0.364332	10999554	0.000181653
12100	12556	2702	31.319	35	2128	28	7	600	15	70	509	5	0.372808	1.10E+07	0.00016239
12096	12554	2713	30.691	35	2092	29	8	602	12	74	515	5	0.375442	1.10E+07	0.000172473
12100	13411	2770	21	25	2102	28	6	637	10	85	530	4	1.46462	1.17E+07	5.28E-05
12053	12597	2723	37	32.1719	2071	31	10	633	4	86	529	5	0.492033	1.12E+07	7.89E-05
12100	12550	2701	29.5821	34.466	2103	31	7	603	20	72	508	6	0.361221	10934364	0.00022899
12100	12550	2701	28.9738	31.8584	2114	30	6	603	20	65	514	6	0.359538	10895240	0.000266454
12100	12558	2715	30.21	34.1368	2087	32	8	615	14	66	491	4	0.374837	10997369	0.00018498
11555	13179	2701	36.8471	34.7706	2060	32	9	614	10	65	474	4	1.8392	10769404	7.56E-05
11865	12714	2754	34.0405	25.9414	2067	30	10	640	0	79	523	5	0.879483	1.12E+07	6.04E-05
12100	12550	2700	30.435	25.712	2078	31	8	636	19	71	519	5	0.363137	1.10E+07	0.000187582
12100	13317	2778	23.1584	25	2107	29	6	639	10	83	530	4	1.36687	1.15E+07	5.35E-05
12100	12550	2760	28.741	34.6968	2000	31	9	610	12	60	504	6	0.366678	10859312	0.000288684
11968	12578	2752	35.6955	26.2808	2105	31	10	639	3	75	510	5	0.577003	1.14E+07	6.74E-05
12079	12565	2747	36.7757	29.5283	2056	30	10	632	19	83	483	5	0.422689	1.12E+07	9.42E-05
12100	12550	2700	30.4286	31.0245	2028	30	9	647	24	75	515	5	0.363123	1.10E+07	0.000191314
12100	12550	2700	28.8835	29.3968	2115	30	7	605	19	64	523	6	0.359138	10899349	0.000271518
12100	12550	2700	30.8242	30.5437	2160	30	7	618	3	72	516	5	0.363965	1.10E+07	0.000179727
12100	12816	2771	32.8447	26.095	2158	28	7	629	17	86	521	6	0.726509	1.14E+07	5.99E-05
12100	12714	2787	37	27.0913	2013	30	8	638	23	70	505	5	0.598709	1.14E+07	6.66E-05
11823	12550	2700	35.8873	28.4797	2146	31	7	622	5	72	510	6	0.704892	1.12E+07	6.52E-05
12100	13372	2757	21.9359	25	2115	28	7	634	16	83	530	5	1.41811	1.16E+07	5.32E-05
11729	12961	2721	36.7191	35	2076	31	8	620	12	74	491	5	1.35678	10806968	7.28E-05
12100	12550	2700	29.3097	34.2125	2097	30	7	601	17	65	523	6	0.360358	10910980	0.000244678
12083	13317	2778	22.532	25	2119	29	6	645	10	83	530	5	1.38149	1.15E+07	5.33E-05
12100	12553	2739	37	34.5795	2114	32	8	606	21	69	479	5	0.380125	1.11E+07	0.000111136
12100	12550	2700	29.3248	29.2311	2098	30	8	629	17	62	507	5	0.3604	10942204	0.000239292
12085	12550	2738	37	29.0723	2124	32	7	623	6	79	512	6	0.394706	1.12E+07	0.000102291
12100	12550	2710	35.5582	35	2103	29	8	611	19	71	522	6	0.371463	1.11E+07	0.000121374
12100	12550	2723	29.7217	34.4134	2035	32	9	613	20	71	500	5	0.364525	10946477	0.000221239
12100	13195	2787	24.0082	25.0248	2124	29	7	650	3	80	530	5	1.21051	1.15E+07	5.37E-05
12100	12550	2702	32.2538	30.3933	2132	31	6	611	7	67	509	5	0.366781	1.11E+07	0.000151446
12100	12550	2700	29.9537	26.0643	2079	30	6	617	5	71	496	5	0.362022	1.10E+07	0.000205212
12100	12550	2700	34.1387	32.5104	2055	31	7	647	5	70	523	4	0.368884	1.11E+07	0.000130839
12100	12550	2707	33.3719	32.7395	2160	31	7	647	3	71	530	5	0.36899	1.11E+07	0.000138122
12100	12550	2700	31.2389	25.2834	2094	28	10	633	19	72	501	5	0.36478	1.11E+07	0.0001665
12100	12550	2700	28.8981	27.2706	2097	30	7	614	18	65	530	6	0.359181	10918362	0.000267738
12082	12550	2734	37	35	2071	28	7	618	7	88	505	5	0.397836	1.11E+07	0.000103842
11950	13435	2772	30.6143	31.9454	2099	29	7	617	21	79	529	5	1.75179	10950844	6.32E-05
12100	12550	2700	31.8054	32.3196	2043	29	8	641	21	72	501	5	0.365789	1.10E+07	0.000159795
12061	13213	2786	24.0082	25.3585	2124	29	5	650	2	77	530	5	1.28393	1.15E+07	5.40E-05
12100	12550	2700	28.8835	34.2125	2097	30	7	601	19	64	523	6	0.359138	10871609	0.000276625
12062	12550	2700	36.8592	34.8104	2051	30	6	650	23	70	502	5	0.417205	1.12E+07	9.66E-05
11800	13348	2784	37	34.6122	2084	30	9	626	22	90	515	4	1.8312	10810341	6.98E-05
12100	12965	2800	37	35	2030	30	7	625	8	75	517	6	0.938843	10945831	6.93E-05
12100	12550	2702	30.4157	30.908	2159	31	6	617	7	67	513	5	0.363363	1.10E+07	0.000191939
11975	13345	2800	36.3137	33.7296	2053	29	10	626	16	89	495	4	1.61932	10844179	6.79E-05
11300	13240	2706	37	35	2100	32	9	624	9	65	493	5	2.2191	10758164	7.65E-05
12100	13018	2713	36.0349	33.4539	2108	28	9	614	23	66	492	5	0.978998	10937809	6.89E-05
12089	12550	2703	36.7275	25.6864	2101	31	8	605	18	62	505	6	0.384646	1.12E+07	0.000104471
12100	13024	2791	25.5717	25	2112	29	4	627	10	80	520	5	0.989304	1.16E+07	5.54E-05
11836	13357	2768	36.6186	33.51	2136	31	10	639	12	81	530	4	1.78888	10831874	6.83E-05
12100	13317	2754	22.7278	25	2119	29	6	646	10	83	530	5	1.35058	1.15E+07	5.36E-05
12100	12983	2790	27.5063	25	2116	29	9	621	14	76	528	5	0.94282	1.15E+07	5.57E-05
12082	12550	2700	36.7287	34.4401	2027	31	8	622	24	88	517	5	0.392762	1.11E+07	0.000105319
12100	12989	2700	32.5132	25.7863	2128	31	8	637	17	71	516	5	0.932736	1.13E+07	5.95E-05
12097	12550	2733	29.0746	34.4554	2078	29	9	611	14	61	504	5	0.367803	10909533	0.000248385
12100	12550	2700	31.1429	26.6165	2065	31	7	612	17	75	515	5	0.364597	1.11E+07	0.000169607
12024	13130	2765	35.4344	32.0516	2096	31	8	644	10	84	527	6	1.24351	10930653	6.54E-05
12100	12550	2700	32.308	26.9456	2063	29	6	641	14	69	530	5	0.366592	1.11E+07	0.0001485
12069	12637	2704	37	25.3126	2051	29	9	632	5	68	495	5	0.520101	1.14E+07	7.17E-05
12100	13425	2793	21.0355	25	2114	28	6	627	17	86	529	5	1.49701	1.17E+07	5.26E-05
12093	13466	2700	24.0853	25	2115	28	7	634	16	83	527	5	1.54653	1.14E+07	5.44E-05
12030	13133	2763	24.5531	25	2142	28	6	630	25	82	524	5	1.20725	1.15E+07	5.41E-05
12100	12550	2705	35.7813	35	2100	31	7	609	22	62	509	5	0.370929	1.11E+07	0.000120163
12094	12948	2730	37	32.2557	2125	32	8	609	25	86	481	5	0.900303	10990036	6.80E-05
11921	13497	2800	32.8003	32.8754	2145	29	7	623	10	90	513	5	1.89704	10902475	6.47E-05
11467	13387	2717	37	35	2000	31	9	637	10	75	512	5	2.23373	10769686	7.44E-05
11903	13106	2790	36.4291	34.6822	2101	29	10	616	15	89	500	5	1.37361	10841361	6.92E-05
12100	13497	2793	21.8243	25	2092	28	6	621	17	86	529	5	1.61044	1.15E+07	5.29E-05
12100	13029	2795	28.9538	25	2075	29	9	621	14	76	530	5	1.01211	1.14E+07	5.56E-05
11296	13399	2701	36.9344	35	2113	32	10	624	9	65	492	5	2.43338	10756171	7.66E-05
11913	13267	2700	36.3776	34.8835	2054	29	10	618	10	78	511	4	1.53154	10806036	7.09E-05
12100	12550	2700	29.7485	33.9155	2160	30	7	625	3	72	509	5	0.361514	10951088	0.000219732
11578	12791	2715	34.2791	29.4078	2097	29	9	639	23	78	530	4	1.30853	10949061	6.49E-05
12100	12550	2702	31.2032	35	2128	28	7	600	15	70	509	5	0.364983	1.10E+07	0.000173551
12060	12989	2789	28.4989	25.3202	2058	29	7	624	11	72	530	5	1.00464	1.14E+07	5.61E-05
12061	12550	2708	33.9705	35	2062	31	7	628	19	80	509	5	0.417519	1.11E+07	0.000107828
11783	13307	2786	32.6433	28.8421	2155	29	10	639	25	90	519	4	1.79254	10980803	6.13E-05
11916	12648	2702	33.1192	26.0582	2158	31	8	628	22	79	502	5	0.715992	1.14E+07	6.19E-05
11962	13378	2715	37	35	2000	32	8	632	4	79	530	5	1.63106	10798397	7.12E-05
